Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful,Cost,Batch,Pair,IdA,IdB
5cb1c6c5,"['{\n  ""overall_generosity"": ""circle""\n}']",,6.93254280090332,29729,384.0,443.0,,[],['resp_0eda73475d80890b00699893812b6c8195b09d97df3e10bc3c'],True,0.00908625,0,3,CBA_06,CBA_19
4f507be8,"['{\n  ""overall_generosity"": ""draw""\n}']",,18.21431875228882,62850,1344.0,1408.0,,[],['resp_069a78305d093fb5006998937dc95481958b4ed3db6f6b73d4'],True,0.0212165,0,2,CBA_03,CBA_04
f148c228,"['{\n  ""overall_generosity"": ""circle""\n}']",,18.376357793807983,48397,1024.0,1060.0,,[],['resp_0ce067b91d2e22bd006998937d6f1c8194abdb8e4e45e7cd92'],True,0.01626725,0,0,CBA_07,CBA_10
b1ba03c5,"['{\n  ""overall_generosity"": ""square""\n}']",,11.127555847167969,23720,576.0,638.0,,[],['resp_002e5e0ef96f08720069989384d74081948a053ac38a580a8f'],True,0.008358,0,4,CBA_14,CBA_20
6203fab2,['{  }'],,11.99527621269226,72002,512.0,569.0,,[],['resp_08ce35e2c0ad80cf006998938869b881949decc2a7ccd4bb3e'],True,0.0201625,0,5,CBA_09,CBA_16
f32dc8a9,"['{\n  ""overall_generosity"": ""circle""\n}']",,15.94333815574646,34238,896.0,941.0,,[],['resp_04aa3baf0a270f6400699893889cb08193a7332150bd5d8240'],True,0.0122335,0,6,CBA_13,CBA_17
f2084248,"['{\n  ""overall_generosity"": ""circle""\n}']",,9.331720352172852,48040,576.0,617.0,,[],['resp_0c274e3cc0b96e6a006998938fd7388194b159790bf4eaf2f7'],True,0.014395999999999999,0,8,CBA_01,CBA_14
7fe0bfd1,"['{\n  ""overall_generosity"": ""square""\n}']",,14.086617946624756,41384,640.0,675.0,,[],['resp_016c6fa58b940f38006998938f9fa4819498b636e2105e46f4'],True,0.012976,0,7,CBA_14,CBA_15
e81adc61,"['{\n  ""overall_generosity"": ""circle""\n}']",,10.45361590385437,32450,576.0,648.0,,[],['resp_070c1474bdebe8200069989394100881959612c4329f7e06e5'],True,0.0105605,0,10,CBA_01,CBA_20
85d415b3,"['{""status"":""need_clarify"",""message"":""I have both CBA extracts and can do several things — summarize each one, extract/compare only the healthcare provisions, produce a side‑by‑side table of key items (eligibility, premiums, retiree cost‑sharing, COBRA, prescription drug design, committees/administration, funding mechanisms), or search for particular clauses. Which would you like? If you want a comparison, say whether to focus on: active employee benefits, retiree benefits, funding/VEBA/401(h) items, or everything.""}']",,14.895192861557007,72002,576.0,746.0,,[],['resp_0c5979c629811bdb00699893902ea08193af6926a6137dcee1'],True,0.0206445,0,9,CBA_01,CBA_02
79815f37,"['{\n  ""overall_generosity"": ""square""\n}']",,35.401461124420166,65438,1600.0,1630.0,,[],['resp_0df5eff69fd8cb2b006998937ddfc08193aa38410243d27305'],True,0.0228195,0,1,CBA_03,CBA_16
ccadfba1,"['{\n  ""overall_generosity"": ""square""\n}']",,8.319864749908447,32832,576.0,604.0,,[],['resp_0a20c880665d8e38006998939881c88197893e35d0b2e08c7e'],True,0.010568000000000001,0,11,CBA_11,CBA_13
b2721e03,"['{\n  ""overall_generosity"": ""square""\n}']",,8.682247161865234,37350,512.0,591.0,,[],['resp_0da90dc2d58f7b4400699893a7e7b881968a61387a2ec9bcfb'],True,0.0115435,0,17,CBA_08,CBA_15
04b6b365,"['{\n  ""overall_generosity"": ""square""\n}']",,18.741695880889893,68224,1024.0,1101.0,,[],['resp_0efe476ae76f9b02006998939e632c8190885a97b37ab8861e'],True,0.021306000000000002,0,12,CBA_05,CBA_13
9244dd16,"['{\n  ""overall_generosity"": ""square""\n}']",,15.602036952972412,27368,896.0,915.0,,[],['resp_0ee73b71d4b41f0600699893a2427c8193a8c9c756e1874b09'],True,0.010464,0,15,CBA_11,CBA_17
f56cbf14,"['{\n  ""overall_generosity"": ""square""\n}']",,17.011152982711792,61354,832.0,882.0,,[],['resp_0daad099c763d6ed00699893b0d45081908ba8918afec66edf'],True,0.0187665,0,18,CBA_05,CBA_11
0b6bc267,"['{\n  ""overall_generosity"": ""square""\n}']",,9.182223796844482,62760,448.0,505.0,,[],['resp_0a02e53d30b5ae3100699893bdd244819389c57bdd45c483cd'],True,0.017596,0,16,CBA_05,CBA_17
3ab92512,"['{\n  ""overall_generosity"": ""square""\n}']",,18.776138067245483,25794,1280.0,1355.0,,[],['resp_0588d3e277baf24700699893b4829881948c8a0392c31dc430'],True,0.0117185,0,20,CBA_15,CBA_20
1f4b08d3,"['{\n  ""overall_generosity"": ""circle""\n}']",,5.798609256744385,35959,256.0,307.0,,[],['resp_0ab233a90fb0037800699893c2e03c8190a4eee79808289b90'],True,0.01011575,0,21,CBA_06,CBA_08
16dcd0c3,"['{\n  ""overall_generosity"": ""square""\n}']",,14.465780019760132,39396,704.0,721.0,,[],['resp_046a9cd72af6006400699893c8aa7881939c4c781dc80ac3f2'],True,0.012699,0,22,CBA_10,CBA_19
c53b1450,"['{\n  ""overall_generosity"": ""circle""\n}']",,14.147967100143433,50343,704.0,770.0,,[],['resp_01e184cae79c027a00699893d0217c81948729da515446f81b'],True,0.015533749999999999,0,24,CBA_06,CBA_10
e058bf85,"['{\n  ""overall_generosity"": ""circle""\n}']",,10.993275880813599,25012,640.0,677.0,,[],['resp_040ba995bfd096a200699893d71a4c8194bde0925a4a2835c1'],True,0.008886999999999999,0,25,CBA_08,CBA_19
d46ae119,"['{\n  ""overall_generosity"": ""circle""\n}']",,6.988274335861206,20778,320.0,397.0,,[],['resp_044be03734a09b2600699893e13d3081908b703749224cff45'],True,0.006628500000000001,0,26,CBA_07,CBA_18
001fb15d,"['{\n  ""overall_generosity"": ""circle""\n}']",,13.799173355102539,72002,704.0,781.0,,[],['resp_0934b189caa23c3400699893de64508196972bddb6be070dca'],True,0.0209705,0,13,CBA_04,CBA_16
a8220c01,"['{\n  ""overall_generosity"": ""circle""\n}']",,5.698190927505493,38645,256.0,273.0,,[],['resp_0c9763dc6531f00000699893e84c0c819081f800d39d18f478'],True,0.01071925,0,28,CBA_12,CBA_18
21cc329e,"['{\n  ""overall_generosity"": ""square""\n}']",,4.8375890254974365,6451,192.0,247.0,,[],['resp_017a64192ad8b41a00699893ebd8308195b3d7cbcf4e98f33d'],True,0.00249075,0,29,CBA_18,CBA_20
18b385d4,"['{\n  ""overall_generosity"": ""circle""\n}']",,9.737401962280273,45650,640.0,692.0,,[],['resp_0daa4a2fe989f10700699893eec1508194aa9232c4fd938d44'],True,0.0140765,0,30,CBA_12,CBA_19
5233cdc6,"['{\n  ""overall_generosity"": ""circle""\n}']",,14.8850679397583,69944,704.0,742.0,,[],['resp_0bb545c7bd4db68400699893f903d88196aeebd28202b8ccf9'],True,0.020378,0,27,CBA_02,CBA_07
1b28ef5a,"['{""status"":""need_clarify"",""message"":""I have both documents and can compare, summarize, or extract specific healthcare/benefits provisions — which would you like? Here are some options; pick one or tell me another task:\\n\\n1) Short side-by-side summary of major differences (scope, parties, dates, key healthcare benefits). \\n2) Detailed comparison of health/insurance-related provisions only (who pays what, eligibility, retiree benefits, dependent/domestic partner coverage, plans offered). \\n3) Extract and list every benefit/plan named in each agreement (compact enumerated list). \\n4) Produce a redlined list of provisions present in one document but not the other. \\n5) Summarize grievance/arbitration and leave/short‑term/long‑term disability treatment differences affecting health benefits access. \\n\\nIf you pick 2–5, tell me the desired output length/detail (brief vs thorough).""}']",,10.69478988647461,72002,320.0,558.0,,[],['resp_0aa40f1f118d1b42006998940fb6888193be7556bb5753b910'],True,0.0197565,0,23,CBA_04,CBA_09
49d598dc,,,,75214,,,,"['API call timed out after 46.880071341991425 s', 'OpenAI client timed out; consider reducing concurrency. Details: API call timed out after 46.880071341991425 s (elapsed 47.04s)']",,False,0.0188035,0,19,CBA_03,CBA_09
