Identifier,Response,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Successful,Error Log,Web Search Sources,Cost,Batch,Pair,IdA,IdB
87579364,,,48728,,,,False,['Connection error.'],,0.0024364,0,0,CBA_01,CBA_06
0a5d0df1,,,59031,,,,False,['Connection error.'],,0.0029515500000000003,0,3,CBA_15,CBA_16
88ac76fc,,,77089,,,,False,['Connection error.'],,0.0038544500000000006,0,23,CBA_09,CBA_10
1c8a9aac,,,56475,,,,False,['Connection error.'],,0.00282375,0,14,CBA_09,CBA_19
d1cb1bb0,,,50119,,,,False,['Connection error.'],,0.00250595,0,1,CBA_01,CBA_15
50b038ec,,,34047,,,,False,['Connection error.'],,0.00170235,0,8,CBA_14,CBA_17
75eb1a4b,,,65687,,,,False,['Connection error.'],,0.00328435,0,12,CBA_01,CBA_16
28bb7e0a,,,53943,,,,False,['Connection error.'],,0.00269715,0,17,CBA_02,CBA_18
7f18a849,,,23783,,,,False,['Connection error.'],,0.00118915,0,11,CBA_17,CBA_19
3726c103,,,65476,,,,False,['Connection error.'],,0.0032738000000000003,0,5,CBA_07,CBA_09
3c045b39,,,22242,,,,False,['Connection error.'],,0.0011121000000000002,0,6,CBA_13,CBA_18
a8153cc7,,,46538,,,,False,['Connection error.'],,0.0023269000000000002,0,29,CBA_03,CBA_07
12038c2a,,,49665,,,,False,['Connection error.'],,0.00248325,0,15,CBA_10,CBA_14
65a10230,,,18012,,,,False,['Connection error.'],,0.0009006000000000001,0,9,CBA_08,CBA_18
71deeea6,,,70973,,,,False,['Connection error.'],,0.00354865,0,26,CBA_04,CBA_12
c127a174,,,44397,,,,False,['Connection error.'],,0.00221985,0,19,CBA_10,CBA_17
5bb2b1e5,,,63999,,,,False,['Connection error.'],,0.00319995,0,18,CBA_05,CBA_08
952c3947,,,64538,,,,False,['Connection error.'],,0.0032269,0,7,CBA_02,CBA_11
a0377f86,,,54656,,,,False,['Connection error.'],,0.0027328000000000005,0,27,CBA_07,CBA_12
cab0354c,,,71895,,,,False,['Connection error.'],,0.0035947500000000003,0,21,CBA_02,CBA_06
26e644a7,,,32211,,,,False,['Connection error.'],,0.0016105499999999999,0,4,CBA_03,CBA_20
3264795b,,,38779,,,,False,['Connection error.'],,0.00193895,0,13,CBA_04,CBA_20
2e52c190,,,40194,,,,False,['Connection error.'],,0.0020097,0,25,CBA_06,CBA_13
b9735173,,,62855,,,,False,['Connection error.'],,0.0031427499999999997,0,20,CBA_03,CBA_04
851d9c7c,,,85675,,,,False,['Connection error.'],,0.00428375,0,2,CBA_05,CBA_16
a0e4b748,,,49245,,,,False,['Connection error.'],,0.00246225,0,28,CBA_11,CBA_12
9eb96ca7,,,61359,,,,False,['Connection error.'],,0.00306795,0,24,CBA_05,CBA_11
94c7fefd,,,41585,,,,False,['Connection error.'],,0.00207925,0,10,CBA_13,CBA_15
0f2d1420,,,29051,,,,False,['Connection error.'],,0.0014525500000000002,0,16,CBA_14,CBA_19
c415e60c,,,19691,,,,False,['Connection error.'],,0.00098455,0,22,CBA_08,CBA_20
