Identifier,Response,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Successful,Error Log,Web Search Sources,Cost,Batch,Pair,IdA,IdB
68f16dcf,,,64538,,,,False,['Connection error.'],,0.0032269,0,7,CBA_02,CBA_11
cb871fb8,,,18012,,,,False,['Connection error.'],,0.0009006000000000001,0,9,CBA_08,CBA_18
6f8cc310,,,65476,,,,False,['Connection error.'],,0.0032738000000000003,0,5,CBA_07,CBA_09
74e38108,,,41585,,,,False,['Connection error.'],,0.00207925,0,10,CBA_13,CBA_15
5f9658ee,,,77089,,,,False,['Connection error.'],,0.0038544500000000006,0,23,CBA_09,CBA_10
dc2af51f,,,22242,,,,False,['Connection error.'],,0.0011121000000000002,0,6,CBA_13,CBA_18
f969c903,,,44397,,,,False,['Connection error.'],,0.00221985,0,19,CBA_10,CBA_17
4e7702b0,,,48728,,,,False,['Connection error.'],,0.0024364,0,0,CBA_01,CBA_06
c1a90869,,,19691,,,,False,['Connection error.'],,0.00098455,0,22,CBA_08,CBA_20
fd42ad05,,,85675,,,,False,['Connection error.'],,0.00428375,0,2,CBA_05,CBA_16
ed18d755,,,46538,,,,False,['Connection error.'],,0.0023269000000000002,0,29,CBA_03,CBA_07
b901b677,,,70973,,,,False,['Connection error.'],,0.00354865,0,26,CBA_04,CBA_12
61df0a8a,,,56475,,,,False,['Connection error.'],,0.00282375,0,14,CBA_09,CBA_19
fbc8f4a4,,,54656,,,,False,['Connection error.'],,0.0027328000000000005,0,27,CBA_07,CBA_12
fe8bcc24,,,71895,,,,False,['Connection error.'],,0.0035947500000000003,0,21,CBA_02,CBA_06
34926469,,,23783,,,,False,['Connection error.'],,0.00118915,0,11,CBA_17,CBA_19
2e2e604b,,,63999,,,,False,['Connection error.'],,0.00319995,0,18,CBA_05,CBA_08
78161ca8,,,34047,,,,False,['Connection error.'],,0.00170235,0,8,CBA_14,CBA_17
3c8b7456,,,49245,,,,False,['Connection error.'],,0.00246225,0,28,CBA_11,CBA_12
b9d53ae6,,,32211,,,,False,['Connection error.'],,0.0016105499999999999,0,4,CBA_03,CBA_20
ce4a010c,,,49665,,,,False,['Connection error.'],,0.00248325,0,15,CBA_10,CBA_14
fb599371,,,38779,,,,False,['Connection error.'],,0.00193895,0,13,CBA_04,CBA_20
d88fd53a,,,40194,,,,False,['Connection error.'],,0.0020097,0,25,CBA_06,CBA_13
07e5bdae,,,53943,,,,False,['Connection error.'],,0.00269715,0,17,CBA_02,CBA_18
82289dfa,,,50119,,,,False,['Connection error.'],,0.00250595,0,1,CBA_01,CBA_15
11184895,,,29051,,,,False,['Connection error.'],,0.0014525500000000002,0,16,CBA_14,CBA_19
543751f7,,,59031,,,,False,['Connection error.'],,0.0029515500000000003,0,3,CBA_15,CBA_16
233a10ce,,,62855,,,,False,['Connection error.'],,0.0031427499999999997,0,20,CBA_03,CBA_04
40549f2b,,,61359,,,,False,['Connection error.'],,0.00306795,0,24,CBA_05,CBA_11
85d19faf,,,65687,,,,False,['Connection error.'],,0.00328435,0,12,CBA_01,CBA_16
