Identifier,Response,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Successful,Error Log,Web Search Sources,Cost,Batch,Pair,IdA,IdB
a29c150f,,,46533,,,,False,['Connection error.'],,0.00232665,0,29,CBA_03,CBA_07
ee5bc72c,,,34042,,,,False,['Connection error.'],,0.0017021000000000002,0,8,CBA_14,CBA_17
6719870f,,,59026,,,,False,['Connection error.'],,0.0029513000000000005,0,3,CBA_15,CBA_16
4e06ffe0,,,71890,,,,False,['Connection error.'],,0.0035945,0,21,CBA_02,CBA_06
c48e8cc8,,,48723,,,,False,['Connection error.'],,0.00243615,0,0,CBA_01,CBA_06
d8e0cbeb,,,41580,,,,False,['Connection error.'],,0.002079,0,10,CBA_13,CBA_15
5d52523f,,,63994,,,,False,['Connection error.'],,0.0031996999999999998,0,18,CBA_05,CBA_08
c4e366d0,,,61354,,,,False,['Connection error.'],,0.0030677,0,24,CBA_05,CBA_11
29309452,,,18007,,,,False,['Connection error.'],,0.00090035,0,9,CBA_08,CBA_18
077038f1,,,19686,,,,False,['Connection error.'],,0.0009843,0,22,CBA_08,CBA_20
c1c4ba6e,,,70968,,,,False,['Connection error.'],,0.0035484,0,26,CBA_04,CBA_12
11087cd9,,,38774,,,,False,['Connection error.'],,0.0019387000000000002,0,13,CBA_04,CBA_20
370280b0,,,56470,,,,False,['Connection error.'],,0.0028235,0,14,CBA_09,CBA_19
d6226c73,,,49660,,,,False,['Connection error.'],,0.0024830000000000004,0,15,CBA_10,CBA_14
7bef006c,,,85670,,,,False,['Connection error.'],,0.0042835,0,2,CBA_05,CBA_16
e9e2dd88,,,65471,,,,False,['Connection error.'],,0.00327355,0,5,CBA_07,CBA_09
13cfe8c9,,,50114,,,,False,['Connection error.'],,0.0025057,0,1,CBA_01,CBA_15
47103241,,,29046,,,,False,['Connection error.'],,0.0014523000000000001,0,16,CBA_14,CBA_19
e4bbf246,,,77084,,,,False,['Connection error.'],,0.0038542000000000003,0,23,CBA_09,CBA_10
dcd70c4d,,,49240,,,,False,['Connection error.'],,0.002462,0,28,CBA_11,CBA_12
0c34e3cd,,,65682,,,,False,['Connection error.'],,0.0032841000000000003,0,12,CBA_01,CBA_16
49c38754,,,62850,,,,False,['Connection error.'],,0.0031425000000000003,0,20,CBA_03,CBA_04
63c4b7a5,,,64533,,,,False,['Connection error.'],,0.0032266499999999997,0,7,CBA_02,CBA_11
30f3ab30,,,53938,,,,False,['Connection error.'],,0.0026969000000000003,0,17,CBA_02,CBA_18
9e049ea2,,,44392,,,,False,['Connection error.'],,0.0022196,0,19,CBA_10,CBA_17
0978e3ad,,,22237,,,,False,['Connection error.'],,0.00111185,0,6,CBA_13,CBA_18
95d97e7d,,,54651,,,,False,['Connection error.'],,0.0027325500000000003,0,27,CBA_07,CBA_12
9d3d07eb,,,32206,,,,False,['Connection error.'],,0.0016103,0,4,CBA_03,CBA_20
78de20ae,,,40189,,,,False,['Connection error.'],,0.0020094500000000003,0,25,CBA_06,CBA_13
aabd6897,,,23778,,,,False,['Connection error.'],,0.0011889000000000001,0,11,CBA_17,CBA_19
