## WAGE RATES EFFECTIVE OCTOBER 7, 2001
## STRUCTURE AB1

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
|---|---|---|---|---|---|---|---|
| CYTO-HISTO TECHNOL - SUPV | 33.3621 | 34.2399 | 35.1173 | 36.5907 | 37.7977 | 38.5060 | |
| CYTOLOGY TECHNOL - CHIEF | 32.2687 | 33.1179 | 33.9667 | 34.6750 | 35.7268 | 36.8009 | |
| CYTOTECHNOLOGIST I | 28.6370 | 29.3903 | 30.1443 | 30.5432 | 31.6172 | 32.6692 | |
| CYTOTECHNOLOGIST II | 29.5840 | 30.3626 | 31.1411 | 31.7397 | 32.7914 | 33.9542 | |
| CYTOTECHNOLOGIST III | 30.5942 | 31.3995 | 32.2046 | 32.9128 | 34.1201 | 35.3054 | |
| DARK ROOM TECHNICIAN | 15.1857 | 15.5751 | 15.9745 | 16.2824 | 16.8443 | 17.2456 | |
| DEPARTMENT SECRETARY | 16.2117 | 16.6274 | 17.0538 | 17.3709 | 17.8309 | 18.2915 | |
| DIAG ULTRASONOGRPHR - SUPV | 33.2140 | 34.0876 | 34.9617 | 36.5367 | 38.1105 | 39.7942 | 41.2587 |
| DIAG ULTRASONOGRAPHER I | 27.4498 | 28.1719 | 28.8942 | 29.3502 | 29.9986 | 31.0311 | |
| DIAG ULTRASONOGRAPHER II | 29.3716 | 30.1444 | 30.9174 | 31.7977 | 33.2968 | 34.7964 | 36.2954 |
| DIAG ULTRASONOGRAPHER III | 30.8401 | 31.6515 | 32.4632 | 33.3876 | 34.9616 | 36.6378 | 38.1103 |
| DIAG ULTRASONGRPHR TRAINEE | 24.1106 | | | | | | |
| DRIVER FOREMAN | 22.9950 | 23.5849 | 24.1894 | 24.6533 | 25.1158 | 25.6227 | |
| EEG TECHNOLOGIST I | 18.1724 | 18.6385 | 19.1164 | 19.6331 | 20.5634 | 21.3901 | |
| EEG TECHNOLOGIST II | 19.2532 | 19.7469 | 20.2532 | 20.7696 | 21.8030 | 22.8362 | |
| EKG TECHNICIAN | 17.3571 | 17.8020 | 18.2582 | 18.7870 | 19.5480 | 20.1098 | |
| EKG TECHNICIAN SR | 18.1105 | 18.5744 | 19.0508 | 19.6257 | 20.5515 | 21.2672 | |
| EMERGENCY DEPT TECHNICIAN I | 15.2299 | 15.6206 | 16.0210 | 16.3877 | 16.7543 | 17.0526 | |
| EMERGENCY DEPT TECH II | 18.0145 | 18.4763 | 18.9500 | 19.4196 | 19.9345 | 20.4039 | |
| EMERGENCY RM ASST SF ONLY | 15.0047 | 15.3995 | 15.7943 | 16.1558 | 16.5172 | 16.8115 | |
| GARAGE ATTENDANT | 14.4644 | 14.8355 | 15.2158 | 15.4704 | 15.8316 | 16.1930 | |
| GARAGE/PARKING ATTENDANT | 14.4644 | 14.8355 | 15.2158 | 15.4704 | 15.8316 | 16.1930 | |
| GARDENER | 16.0018 | 16.4122 | 16.8327 | 17.2415 | 17.6506 | | |
| GARDENER - SENIOR | 17.2491 | 17.6913 | 18.1451 | 18.5576 | 18.9668 | | |
| HISTOLOGIC TECH I | 22.4940 | 23.0859 | 23.6778 | 24.1614 | 24.5430 | 24.8652 | |
| HISTOLOGIC TECH II | 24.3405 | 24.9812 | 25.6215 | 26.2860 | 26.7281 | 27.0304 | |
| HISTOLOGIC TECH TRAINEE | 18.8268 | 19.3217 | 19.8173 | 20.1485 | 20.6190 | 21.0895 | |
| HISTOLOGIC TECHNICIAN - SUPV | 26.9325 | 27.6413 | 28.3502 | 29.0553 | 29.6188 | 30.0419 | |
| HOME HEALTH AIDE | 15.1828 | 15.5722 | 15.9716 | 16.3327 | 16.7075 | 17.0420 | |
| HOMEMAKER | 8.0727 | | | | | | |
| HOUSEKEEPING HEAD AIDE | 14.9431 | 15.3260 | 15.7195 | 16.1208 | 16.5221 | | |
| HOUSEKEEPING AIDE | 14.5620 | 14.9353 | 15.3181 | 15.7195 | 16.1208 | | |
| LABORATORY ASSISTANT I | 15.1539 | 15.5424 | 15.9413 | 16.2080 | 16.5862 | 16.9648 | |
| LABORATORY ASSISTANT II | 15.7924 | 16.1975 | 16.6129 | 16.9220 | 17.3699 | 17.8185 | |
| LABORATORY ASSISTANT III | 16.0591 | 16.4709 | 16.8931 | 17.2023 | 17.6503 | 18.0991 | |
| LABORATORY ASSISTANT SR | 16.4283 | 16.8496 | 17.2819 | 17.6459 | 18.1509 | 18.6549 | |

110
