## WAGE RATES EFFECTIVE OCTOBER 5, 2003
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
|---|---|---|---|---|---|---|---|
| DIAG ULTRASONOGRAPHER I | 25.7437 | 26.4210 | 27.0986 | 27.5258 | 28.1340 | 29.1020 | |
| DIAG ULTRASONOGRAPHER II | 27.5459 | 28.2706 | 28.9955 | 29.8209 | 31.2269 | 32.7242 | 34.0390 |
| DIAG ULTRASONOGRAPHER III | 28.9232 | 29.6841 | 30.4452 | 31.3121 | 32.7884 | 34.3604 | 35.7415 |
| DIAG ULTRASONOGRPHR SUPVR | 31.1496 | 31.9685 | 32.7884 | 34.2655 | 35.7416 | 37.3206 | 38.6937 |
| DIAG ULTRASONGRPHR TRAINEE | 22.6121 | | | | | | |
| EEG TECHNOLOGIST I | 17.0428 | 17.4799 | 17.9284 | 18.4128 | 19.2849 | 20.0602 | |
| EEG TECHNOLOGIST II | 18.0565 | 18.5193 | 18.9946 | 19.4788 | 20.4479 | 21.4166 | |
| EKG TECHNICIAN | 16.2781 | 16.6953 | 17.1234 | 17.6192 | 18.3328 | 18.8598 | |
| EKG TECHNICIAN SR | 16.9843 | 17.4198 | 17.8666 | 18.4058 | 19.2741 | 19.9451 | |
| EMERGENCY DEPT TECH I | 14.2834 | 14.6498 | 15.0249 | 15.3691 | 15.7128 | 15.9931 | |
| EMERGENCY DEPT TECH II | 16.8948 | 17.3280 | 17.7724 | 18.2124 | 18.6954 | 19.1354 | |
| GARDENER | 15.0070 | 15.3918 | 15.7863 | 16.1698 | 16.5535 | | |
| GARDENER - SENIOR | 16.1770 | 16.5920 | 17.0170 | 17.4041 | 17.7875 | | |
| HISTOLOGIC TECH I | 21.0957 | 21.6508 | 22.2061 | 22.6593 | 23.0173 | 23.3196 | |
| HISTOLOGIC TECH II | 22.8274 | 23.4284 | 24.0287 | 24.6520 | 25.0670 | 25.3503 | |
| HISTOLOGIC TECH TRAINEE | 17.6563 | 18.1204 | 18.5854 | 18.8963 | 19.3373 | 19.7788 | |
| HISTOLOGIC TECHNICIAN SUPV | 25.2581 | 25.9232 | 26.5878 | 27.2490 | 27.7778 | 28.1740 | |
| HOME HEALTH AIDE | 14.2392 | 14.6041 | 14.9787 | 15.3177 | 15.6690 | 15.9822 | |
| HOMEMAKER | 8.9069 | | | | | | |
| HOUSEKEEPING AIDE | 13.6568 | 14.0067 | 14.3659 | 14.7426 | 15.1188 | | |
| HOUSEKEEPING HEAD AIDE | 14.0143 | 14.3737 | 14.7426 | 15.1188 | 15.4949 | | |
| INVASIVE CARDIO SPECIALIST | 27.9501 | 28.7886 | 29.6521 | 30.3933 | 31.1533 | 31.9317 | |
| LABORATORY ASSISTANT I | 14.2120 | 14.5762 | 14.9504 | 15.2006 | 15.5554 | 15.9103 | |
| LABORATORY ASSISTANT II | 14.8107 | 15.1908 | 15.5806 | 15.8284 | 16.2901 | 16.7111 | |
| LABORATORY ASSISTANT III | 15.0612 | 15.4474 | 15.8433 | 16.1330 | 16.5533 | 16.9739 | |
| LABORATORY ASSISTANT SR | 15.4070 | 15.8023 | 16.2074 | 16.5491 | 17.0227 | 17.4954 | |
| LICENSED VOCL NURSE | 18.4923 | 18.9790 | 19.4655 | 19.9384 | 20.3975 | 20.8561 | 21.3153 |
| LICENSED VOC NURSE SR | 19.3134 | 19.8213 | 20.3297 | 20.8031 | 21.2619 | 21.7203 | 22.1791 |
| LIFT TECHNICIAN | 14.0339 | 14.3936 | 14.7627 | 15.1013 | 15.4528 | 15.7667 | |
| LINEN ROOM SUPERVISOR | 14.0143 | 14.3737 | 14.7426 | 15.1188 | 15.4949 | | |
| MEDICAL ASSISTANT | 14.2834 | 14.6498 | 15.0249 | 15.3691 | 15.7128 | 15.9931 | |
| MEDICAL ASSISTANT SR | 14.6465 | 15.0219 | 15.4072 | 15.7506 | 16.0943 | 16.3746 | |
| MEDICAL LEGAL SPEC SAC ONLY | 17.2773 | 17.7216 | 18.1667 | 18.6973 | 19.2714 | 19.8443 | |

155
