**WAGE RATES EFFECTIVE OCTOBER 6, 2002**
**STRUCTURE B2**

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| PHARMACY INTERN | 15.3119 | 15.7044 | 16.1074 | 16.4066 | 16.8417 | 17.2764 | |
| PHARMACY TECH INPATIENT | 15.5346 | 15.9330 | 16.3415 | 16.6408 | 17.0757 | 17.5104 | |
| PHARMACY TECH OUTPATIENT | 14.9312 | 15.3141 | 15.7066 | 15.9946 | 16.4123 | 16.8301 | |
| PHYSICAL THERAPY AIDE | 13.1101 | 13.4466 | 13.7913 | 14.0204 | 14.3461 | 14.6718 | |
| PHYSICAL THERAPY AIDE SR | 13.6595 | 14.0100 | 14.3693 | 14.6347 | 15.0206 | 15.4068 | |
| PHYSICAL THERAPY ASST I | 18.0482 | 18.5110 | 18.9855 | 19.4452 | 19.9487 | 20.4082 | |
| PHYSICAL THERAPY ASST II | 19.1312 | 19.6215 | 20.1249 | 20.6121 | 21.1458 | 21.6327 | |
| PHYSICAL THERAPY TECH SR | 14.6935 | 15.0703 | 15.4571 | 15.8312 | 16.2411 | 16.6151 | |
| PHYSICAL THERAPY TECHNICIAN | 14.3497 | 14.7176 | 15.0948 | 15.4690 | 15.8790 | 16.2529 | |
| PROJECTOR OPERATOR | 16.4357 | 16.8607 | 17.2871 | | | | |
| PROJECTOR OPERATOR | 13.2805 | 13.6214 | 13.9700 | 14.3322 | 14.6938 | | |
| PSYCHIATRIC ATTENDANT | 15.1646 | 15.5638 | 15.9626 | 16.3554 | 16.7483 | 17.1276 | |
| PSYCHIATRIC TECHNICIAN | 17.5295 | 17.9910 | 18.4520 | 18.9002 | 19.3354 | 19.7701 | 20.2053 |
| PSYCHIATRIC TECHNICIAN SR | 18.3077 | 18.7893 | 19.2712 | 19.7201 | 20.1549 | 20.5894 | 21.0244 |
| RADIOLOGIC TECH I | 20.5640 | 21.1046 | 21.6460 | 21.9877 | 22.4730 | | |
| RADIOLOGIC TECH II | 21.7942 | 22.3676 | 22.9413 | 23.4609 | 24.1919 | | |
| RADIOLOGIC TECH III | 22.7430 | 23.3419 | 23.9404 | 24.6222 | 25.7832 | 26.9445 | 28.1051 |
| RADIOLOGIC TECH LIMITED | 19.6249 | 20.1408 | 20.6575 | 20.9838 | 21.4469 | | |
| RADIOLOGIC TECHNOL SUPV | 24.4940 | 25.1382 | 25.7832 | 26.9445 | 28.1051 | 29.2656 | 30.4269 |
| REG RESP THERAPY TECH I | 21.9498 | 22.5275 | 23.1046 | 23.5532 | 24.1142 | 24.6748 | |
| REG RESP THERAPY TECH II | 23.1217 | 23.7303 | 24.3386 | 24.8994 | 25.7970 | 26.9183 | 28.0396 |
| RESP CARE PRACTITIONER I | 20.9046 | 21.4547 | 22.0046 | 22.4319 | 22.9658 | 23.5002 | |
| RESP CARE PRACTITIONER II | 22.0205 | 22.6001 | 23.1796 | 23.7139 | 24.5686 | 25.6364 | 26.7044 |
| RESP CARE PRACT SUPV | 24.2779 | 24.9164 | 25.5554 | 26.1445 | 27.0866 | 28.2641 | 29.4418 |
| RESPIRATORY CARE PERMITTEE | 18.8141 | | | | | | |
| RESPIRATORY SUPPLY AIDE | 13.4941 | 13.8400 | 14.1949 | 14.5205 | 14.8585 | 15.1603 | |
| RESPIRATORY SUPPLY AIDE SR | 13.7259 | 14.0778 | 14.4388 | 14.7047 | 15.0905 | 15.4764 | |
| SERVICE PARTNER | 13.1315 | 13.4680 | 13.8134 | 14.1753 | 14.5373 | | |
| STERILE PROC TECH II CERT | 14.5949 | 14.9691 | 15.3532 | 15.7058 | 16.0709 | 16.3971 | |
| STERILE PROC TECH SR CERT | 15.1790 | 15.5680 | 15.9674 | 16.3339 | 16.7136 | 17.0530 | |
| STERILE PROCESSING TECH I | 14.0338 | 14.3934 | 14.7627 | 15.1015 | 15.4528 | 15.7663 | |
| STOREKEEPER | 13.2805 | 13.6214 | 13.9700 | 14.3322 | 14.6938 | | |
| STOREKEEPER CHIEF | 14.8809 | 15.2621 | 15.6536 | 16.0780 | 16.4465 | | |
| STOREKEEPER I | 13.5310 | 13.8779 | 14.2339 | 14.6023 | 14.9713 | | |
| STOREKEEPER II | 13.7487 | 14.1012 | 14.4628 | 14.8289 | 15.3339 | | |

152
