## WAGE RATES EFFECTIVE DECEMBER 31, 2000
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| MEDICAL RECORD CODER I | 15.5057 | 15.9134 | 16.3215 | 16.6654 | 17.1419 | 17.6184 | |
| MEDICAL RECORD CODER II | 16.7374 | 17.1780 | 17.6184 | 17.9883 | 18.5026 | 19.0151 | |
| | | | | | | | |
| MEDICAL SECRETARY | 15.8815 | 16.2998 | 16.7176 | 17.2163 | 17.7557 | 18.2941 | |
| MEDICAL SECRETARY SR | 16.6754 | 17.1146 | 17.5535 | 18.0773 | 18.6435 | 19.2088 | |
| MEDICAL SECRETARY TRAINEE | 12.8007 | 13.1287 | 13.4652 | 13.7160 | 14.0792 | 14.4427 | |
| | | | | | | | |
| MESSENGER DRIVER | 12.1253 | 12.4364 | 12.7552 | 12.9763 | 13.1420 | | |
| MESSENGER DRIVER SR | 12.8441 | 13.1734 | 13.5116 | 13.7324 | 13.8976 | | |
| | | | | | | | |
| MONITOR TECHNICIAN | 13.2248 | 13.5567 | 13.8959 | 14.1787 | 14.4785 | 14.8280 | |
| | | | | | | | |
| MRI TECHNOLOGIST I | 23.5881 | 24.0599 | 24.5412 | 25.0317 | 25.5180 | | |
| MRI TECHNOLOGIST II | 25.2149 | 25.7192 | 26.2335 | 26.7581 | 27.2934 | 27.8392 | |
| MRI TECHNOLOGIST SUPV | 26.8417 | 27.3783 | 27.9260 | 28.4846 | 29.0542 | 29.6353 | |
| MRI TECHNOLOGIST TRAINEE | 21.5307 | 21.9614 | 22.4005 | | | | |
| | | | | | | | |
| NUCLEAR MED TECH SUPVR | 25.1218 | 25.7829 | 26.4440 | 27.2119 | 28.0147 | 28.7831 | |
| NUCLEAR MEDICINE TECH I | 22.7275 | 23.3254 | 23.9238 | 24.6919 | 25.4943 | 26.2621 | |
| NUCLEAR MEDICINE TECH II | 24.1222 | 24.7572 | 25.3918 | 26.1600 | 26.9628 | 27.7310 | |
| | | | | | | | |
| NURSE ASSISTANT | 12.4707 | 12.7903 | 13.1183 | 13.4194 | 13.7316 | 14.0106 | |
| NURSE ASSISTANT SR | 12.6082 | 12.9316 | 13.2633 | 13.5638 | 13.8543 | 14.1549 | |
| | | | | | | | |
| NUTRITION AIDE | 11.8841 | 12.1886 | 12.5010 | 12.9729 | 13.2872 | | |
| NUTRITION CLERK | 12.0335 | 12.3420 | 12.6585 | 13.1304 | 13.4447 | | |
| NUTRITION CLERK SR | 12.3275 | 12.6359 | 12.9525 | 13.4245 | 13.7387 | | |
| | | | | | | | |
| OB TECHNICIAN | 13.1358 | 13.4725 | 13.8178 | 14.1603 | 14.5357 | 14.8780 | |
| OB TECHNICIAN SR | 13.4505 | 13.7954 | 14.1494 | 14.4919 | 14.8671 | 15.2095 | |
| | | | | | | | |
| OCCUPNL THERP ASST I CERT | 15.2270 | 15.6174 | 16.0178 | 16.4057 | 16.8306 | 17.2182 | |
| OCCUPNL THERP ASST II CERT | 16.1407 | 16.5543 | 16.9791 | 17.3902 | 17.8403 | 18.2513 | |
| | | | | | | | |
| OPHTHALMIC PHOTOGRAPHER | 16.3397 | 16.7586 | 17.1884 | 17.5928 | 18.9408 | 20.2892 | |
| OPHTHALMIC TECH II CERT | 18.3137 | 18.7831 | 19.2646 | 20.2785 | 21.2927 | 22.3067 | 23.3203 |
| OPHTHALMIC TECHNICIAN | 17.4415 | 17.8888 | 18.3472 | 19.3128 | 20.2788 | 21.2444 | 22.2099 |
| | | | | | | | |
| ORTHOPEDIC TECHNICIAN | 14.8707 | 15.2520 | 15.6431 | 16.0305 | 16.4556 | 16.8428 | |
| ORTHOPEDIC TECHNICIAN SR | 15.2270 | 15.6174 | 16.0178 | 16.4057 | 16.8306 | 17.2182 | |
| | | | | | | | |
| PACEMAKER TECHNICIAN | 15.4173 | 15.7848 | 16.1616 | 16.5978 | 17.2259 | 17.6897 | |
| PACEMAKER TECHNICIAN SR | 16.0391 | 16.4224 | 16.8156 | 17.2904 | 18.0545 | 18.6452 | |
| | | | | | | | |
| PATHOLOGY TECH ASST | 14.2511 | 14.6165 | 14.9911 | 15.3625 | 15.7700 | 16.1410 | |
| PATHOLOGY TECH ASST SR | 14.5927 | 14.9668 | 15.3508 | 15.7222 | 16.1293 | 16.5008 | |
| | | | | | | | |
| PATIENT TRANSPTION AIDE | 11.7296 | 12.0300 | 12.3387 | 12.5264 | 12.7806 | 13.0347 | |

136
