## WAGE RATES EFFECTIVE OCTOBER 5, 2003
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| SURGICAL ASSISTANT CERT | 19.0201 | 19.5079 | 20.0084 | 20.5263 | 21.1425 | 21.8555 | |
| SURGICAL ASST TRAINEE | 17.9931 | | | | | | |
| SURGICAL ASST. | 18.5564 | 19.0322 | 19.5201 | 20.0256 | 20.6270 | 21.3225 | |
| SURGICAL TECHNICIAN | 17.2993 | 17.7425 | 18.1975 | 18.6482 | 19.1427 | 19.5932 | |
| SURGICAL TECHNICIAN SR | 17.7136 | 18.1676 | 18.6334 | 19.0846 | 19.5788 | 20.0300 | |
| UNIT ASSISTANT | 14.5697 | 14.9431 | 15.3263 | 15.6462 | 15.9846 | 16.3793 | |
| UNIT ASSISTANT SR | 14.8715 | 15.2626 | 15.6543 | 15.9454 | 16.3675 | 16.7904 | |
| VISION SERVICES ASST I | 14.2834 | 14.6498 | 15.0249 | 15.3691 | 15.7128 | 15.9931 | |
| VISION SERVICES ASST II | 14.7853 | 15.1642 | 15.5530 | 15.9092 | 16.2650 | 16.5547 | |
| YARDKEEPER | 13.6683 | 14.0191 | 14.3784 | 14.7551 | 15.1311 | | |

158
