## WAGE RATES EFFECTIVE JANUARY 1, 2002
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| ALLRGY ASST SUPV CENTRL LAB | 15.2580 | 15.6491 | 16.0505 | 16.4154 | 16.9692 | 17.4853 | |
| ALLERGY TECHNICIAN | 14.2937 | 14.6602 | 15.0362 | 15.3258 | 15.7404 | 16.1436 | |
| ALLERGY TECHNICIAN SR | 14.8736 | 15.2547 | 15.6461 | 15.9861 | 16.4514 | 16.9044 | |
| ALLERGY TECHNICIAN TRAINEE | 13.5600 | 13.9078 | 14.2645 | 14.5285 | 14.8917 | 15.2334 | |
| ANESTHESIA SUPPLY AIDE | 12.9751 | 13.3077 | 13.6489 | 13.9620 | 14.2870 | 14.5772 | |
| ANESTHESIA SUPPLY AIDE SR | 13.1980 | 13.5363 | 13.8835 | 14.1391 | 14.5101 | 14.8812 | |
| ANESTHESIA TECH ASST SR | 15.3435 | 15.7370 | 16.1400 | 16.5403 | 16.9789 | 17.3786 | |
| ANESTHESIA TECH ASST | 14.9693 | 15.3533 | 15.7465 | 16.1368 | 16.5648 | 16.9546 | |
| BONE DENSITOMETRY TECH | 15.0500 | 15.4358 | 15.8315 | 16.2899 | 16.9497 | 17.4369 | |
| CARDIOVASCULAR TECH | 18.7906 | 19.2723 | 19.7664 | 20.4992 | 21.5966 | 22.6951 | |
| CARDIOVASCULAR TECHNICIAN | 20.1823 | 20.7000 | 21.2308 | 21.9628 | 23.0608 | 24.1588 | |
| CARE PARTNER | 13.0992 | 13.4349 | 13.7794 | 14.0958 | 14.4237 | 14.7165 | |
| CENTRAL SUPPLY TECHNICIAN | 12.9751 | 13.3077 | 13.6489 | 13.9620 | 14.2870 | 14.5772 | |
| CLERICAL GRADE 1 | 12.0358 | 12.3445 | 12.6607 | 12.8580 | 13.1254 | 13.3918 | |
| CLERICAL GRADE 2 | 12.5419 | 12.8637 | 13.1932 | 13.4142 | 13.7275 | 14.0407 | |
| CLERICAL GRADE 3 | 12.8062 | 13.1345 | 13.4712 | 13.7492 | 14.0521 | 14.3943 | |
| CLERICAL GRADE 4 | 13.0706 | 13.4055 | 13.7492 | 14.0052 | 14.3761 | 14.7472 | |
| CLERICAL GRADE 5 | 13.5969 | 13.9453 | 14.3030 | 14.6044 | 15.0222 | 15.4394 | |
| CLERICAL GRADE 6 | 14.2131 | 14.5778 | 14.9517 | 15.2994 | 15.7750 | 16.2504 | |
| CLERICAL GRADE 7 | 14.8242 | 15.2040 | 15.5939 | 15.9768 | 16.5337 | 17.0903 | |
| COMMUNICATION OPERATOR | 12.7819 | 13.1098 | 13.4456 | 13.6711 | 13.9902 | 14.1907 | 14.6755 |
| COMMUNICATION OPERATOR SR | 13.0512 | 13.3859 | 13.7289 | 14.0123 | 14.3211 | 14.5216 | 15.0294 |
| COOK A | 14.0068 | 14.3659 | 14.7345 | 15.0954 | 15.4570 | | |
| COOK IN CHARGE (SR) | 14.6087 | 14.9832 | 15.3675 | 15.7291 | 16.0901 | | |
| CT SCHEDULING ASSISTANT | 13.0706 | 13.4055 | 13.7492 | 14.0052 | 14.3761 | 14.7472 | |
| CUSTODIAN/WATCHMAN | 13.5187 | 13.8653 | 14.2207 | 14.5683 | 14.9169 | | |
| CYTO-HISTO TECHNOL- SUPV | 28.9276 | 29.6888 | 30.4499 | 31.7272 | 32.7736 | 33.3880 | |
| CYTOLOGY TECHNOL- CHIEF | 27.9797 | 28.7161 | 29.4517 | 30.0660 | 30.9780 | 31.9092 | |
| CYTOTECHNOLOGIST I | 24.8305 | 25.4839 | 26.1378 | 26.4835 | 27.4148 | 28.3270 | |
| CYTOTECHNOLOGIST II | 25.6520 | 26.3271 | 27.0019 | 27.5210 | 28.4329 | 29.4410 | |
| CYTOTECHNOLOGIST III | 26.5280 | 27.2261 | 27.9241 | 28.5384 | 29.5851 | 30.6129 | |
| DARK ROOM TECHNICIAN | 13.1673 | 13.5050 | 13.8513 | 14.1182 | 14.6052 | 14.9535 | |
| DEPARTMENT SECRETARY | 14.0569 | 14.4172 | 14.7872 | 15.0622 | 15.4609 | 15.8603 | |

144
