## WAGE RATES EFFECTIVE OCTOBER 8, 2000
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
|---|---|---|---|---|---|---|---|
| SURGICAL TECHNICIAN | 15.0758 | 15.4622 | 15.8587 | 16.2515 | 16.6825 | 17.0750 | |
| SURGICAL TECHNICIAN SR | 15.4369 | 15.8327 | 16.2386 | 16.6319 | 17.0626 | 17.4556 | |
| UNIT ASSISTANT | 12.6971 | 13.0227 | 13.3565 | 13.6353 | 13.9303 | 14.2743 | |
| UNIT ASSISTANT SR | 12.9602 | 13.3011 | 13.6424 | 13.8960 | 14.2640 | 14.6325 | |
| VISION SERVICES ASST I | 12.4476 | 12.7669 | 13.0939 | 13.3939 | 13.6935 | 13.9376 | |
| VISION SERVICES ASST II | 12.8850 | 13.2153 | 13.5541 | 13.8646 | 14.1746 | 14.4271 | |
| YARDKEEPER | 11.9117 | 12.2173 | 12.5306 | 12.8587 | 13.1864 | | |

133
