## WAGE RATES EFFECTIVE OCTOBER 7, 2001
## STRUCTURE A/B1

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| LICENSED VOCATIONAL NURSE | 19.7179 | 20.2369 | 20.7557 | 21.2598 | 21.7493 | 22.2384 | 22.7280 |
| LICENSED VOC NURSE SR | 20.5932 | 21.1353 | 21.6771 | 22.1820 | 22.6713 | 23.1601 | 23.6494 |
| LIFT TECHNICIAN | 14.9638 | 15.3473 | 15.7409 | 16.1022 | 16.4769 | 16.8113 | |
| LINEN ROOM SUPERVISOR | 14.9431 | 15.3260 | 15.7195 | 16.1208 | 16.5221 | | |
| LITHOTRIPSY TECHNICIAN | 16.5159 | 16.9393 | 17.3737 | 17.7715 | 18.1690 | 18.4924 | |
| MEDICAL ASSISTANT | 15.2299 | 15.6206 | 16.0210 | 16.3877 | 16.7543 | 17.0526 | |
| MEDICAL ASSISTANT SENIOR | 15.6173 | 16.0177 | 16.4286 | 16.7948 | 17.1610 | 17.4598 | |
| MEDICAL RECORD CODER I | 18.7836 | 19.2776 | 19.7720 | 20.1887 | 20.7662 | 21.3431 | |
| MEDICAL RECORD CODER II | 20.2759 | 20.8096 | 21.3431 | 21.7913 | 22.4144 | 23.0352 | |
| MEDICAL SECRETARY | 19.2394 | 19.7456 | 20.2519 | 20.8562 | 21.5095 | 22.1619 | |
| MEDICAL SECRETARY SR | 20.2010 | 20.7327 | 21.2645 | 21.8991 | 22.5853 | 23.2698 | |
| MEDICAL SECRETARY TRAINEE | 15.5067 | 15.9042 | 16.3124 | 16.6156 | 17.0558 | 17.4960 | |
| MESSENGER DRIVER | 14.6888 | 15.0656 | 15.4517 | 15.7195 | 15.9204 | | |
| MESSENGER DRIVER SR | 15.5595 | 15.9587 | 16.3678 | 16.6352 | 16.8358 | | |
| MOLECULAR TECHNOL- SR | 30.5166 | 31.3195 | 32.1224 | 32.7921 | 33.7869 | 34.8027 | 36.0297 |
| MOLECULAR TECHNOLOGIST I | 27.0821 | 27.7945 | 28.5075 | 28.8848 | 29.9005 | 30.8954 | |
| MOLECULAR TECHNOLOGIST II | 27.9777 | 28.7139 | 29.4502 | 30.0163 | 31.0108 | 32.1106 | |
| MOLECULAR TECHNOLOGIST III | 28.9330 | 29.6944 | 30.4560 | 31.1256 | 32.2675 | 33.3884 | |
| MOLECULAR TECHNOL TRAINEE | 22.3296 | 23.2697 | | | | | |
| MONITOR TECHNICIAN | 15.9619 | 16.3625 | 16.7734 | 17.1163 | 17.4790 | 17.9026 | |
| MRI TECHNOLOGIST - SUPV | 32.5161 | 33.1667 | 33.8300 | 34.5066 | 35.1966 | 35.9006 | |
| MRI TECHNOLOGIST I | 28.5748 | 29.1468 | 29.7295 | 30.3242 | 30.9128 | | |
| MRI TECHNOLOGIST II | 30.5458 | 31.1566 | 31.7798 | 32.4151 | 33.0637 | 33.7250 | |
| MRI TECHNOLOGIST TRAINEE | 26.0829 | 26.6044 | 27.1362 | | | | |
| NUCLEAR MED TECH - SUPV | 30.4330 | 31.2336 | 32.0346 | 32.9650 | 33.9375 | 34.8681 | |
| NUCLEAR MEDICINE TECH I | 27.5322 | 28.2568 | 28.9815 | 29.9120 | 30.8842 | 31.8146 | |
| NUCLEAR MEDICINE TECH II | 29.2222 | 29.9912 | 30.7599 | 31.6905 | 32.6628 | 33.5939 | |
| NURSE ASSISTANT | 15.1070 | 15.4941 | 15.8915 | 16.2563 | 16.6347 | 16.9722 | |
| NURSE ASSISTANT SR | 15.2738 | 15.6655 | 16.0672 | 16.4318 | 16.7833 | 17.1474 | |
| NUTRITION AIDE | 14.3961 | 14.7655 | 15.1443 | 15.7155 | 16.0966 | | |
| NUTRITION CLERK | 14.5776 | 14.9514 | 15.3346 | 15.9061 | 16.2870 | | |
| NUTRITION CLERK SR | 14.8801 | 15.2540 | 15.6373 | 16.2087 | 16.5354 | | |
| OB TECHNICIAN | 15.9130 | 16.3209 | 16.7392 | 17.1539 | 17.6089 | 18.0233 | |
| OB TECHNICIAN SR | 16.2944 | 16.7121 | 17.1408 | 17.5556 | 18.0103 | 18.4250 | |

111
