## WAGE RATES EFFECTIVE OCTOBER 6, 2002
## STRUCTURE A/B1

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| OCCUPL THERP CERT ASST I | 19.1843 | 19.6763 | 20.1807 | 20.6695 | 21.2045 | 21.6926 | |
| OCCUPL THERP CERT ASST II | 20.3350 | 20.8569 | 21.3914 | 21.9096 | 22.4766 | 22.9941 | |
| | | | | | | | |
| OPHTHALMIC PHOTOGRAPHER | 20.5859 | 21.1138 | 21.6554 | 22.1645 | 23.8628 | 25.5617 | |
| OPHTHALMIC TECH II - CERT | 23.0727 | 23.6644 | 24.2707 | 25.5482 | 26.8261 | 28.1035 | 29.3809 |
| OPHTHALMIC TECHNICIAN | 21.9736 | 22.5374 | 23.1154 | 24.3317 | 25.5486 | 26.7651 | 27.9818 |
| | | | | | | | |
| OR EQUIPMENT TECH | 18.7352 | 19.2154 | 19.7080 | 20.1964 | 20.7319 | 21.2201 | |
| OR EQUIPMENT TECH SR | 19.1843 | 19.6762 | 20.1807 | 20.6695 | 21.2045 | 21.6926 | |
| | | | | | | | |
| ORTHOPEDIC TECH ASST SR | 16.1126 | 16.5366 | 16.9606 | 17.3561 | 17.7890 | 18.1842 | |
| ORTHOPEDIC TECHNICIAN | 18.7352 | 19.2154 | 19.7080 | 20.1964 | 20.7319 | 21.2201 | |
| ORTHOPEDIC TECHNICIAN SR | 19.1843 | 19.6762 | 20.1807 | 20.6695 | 21.2045 | 21.6926 | |
| | | | | | | | |
| PATHOLOGY TECH ASST | 17.9546 | 18.4150 | 18.8870 | 19.3550 | 19.8682 | 20.3357 | |
| PATHOLOGY TECH ASST SR | 18.3849 | 18.8561 | 19.3399 | 19.8077 | 20.3212 | 20.7889 | |
| | | | | | | | |
| PATIENT TRANSPORTATION AIDE | 14.7778 | 15.1565 | 15.5452 | 15.7817 | 16.1021 | 16.4218 | |
| | | | | | | | |
| PHARMACY INTERN | 17.6589 | 18.1117 | 18.5763 | 18.9218 | 19.4231 | 19.9247 | |
| PHARMACY TECH INPATIENT | 17.9160 | 18.3752 | 18.8466 | 19.1918 | 19.6930 | 20.1944 | |
| PHARMACY TECH OUTPATIENT | 17.2200 | 17.6615 | 18.1144 | 18.4464 | 18.9280 | 19.4099 | |
| | | | | | | | |
| PHYSICAL THERAPY AIDE | 15.1197 | 15.5074 | 15.9050 | 16.1695 | 16.5448 | 16.9205 | |
| PHYSICAL THERAPY AIDE SR | 15.7538 | 16.1579 | 16.5722 | 16.8781 | 17.3230 | 17.7686 | |
| PHYSICAL THERAPY ASST I | 20.8149 | 21.3487 | 21.8962 | 22.4264 | 23.0069 | 23.5364 | |
| PHYSICAL THERAPY ASST II | 22.0637 | 22.6297 | 23.2099 | 23.7718 | 24.3871 | 24.9486 | |
| PHYSICAL THERAPY TECHNICIAN | 16.5495 | 16.9737 | 17.4088 | 17.8401 | 18.3133 | 18.7442 | |
| | | | | | | | |
| PSYCHIATRIC ATTENDANT | 17.4891 | 17.9494 | 18.4094 | 18.8624 | 19.3155 | 19.7529 | |
| PSYCHIATRIC TECHNICIAN | 20.2164 | 20.7486 | 21.2804 | 21.7973 | 22.2993 | 22.8006 | 23.3027 |
| PSYCHIATRIC TECHNICIAN SR | 21.1139 | 21.6696 | 22.2252 | 22.7428 | 23.2444 | 23.7457 | 24.2473 |
| | | | | | | | |
| RADIOGRAPHIC FILM PROC TECH | 20.7565 | 21.2358 | 21.7804 | 22.3663 | 23.1659 | 23.9652 | |
| RADIOLGC FILM PROCLEADTECH | 22.7866 | 23.3711 | 23.9704 | 24.8822 | 25.4284 | 26.0269 | |
| | | | | | | | |
| RADIOLOGIC TECH I | 23.7161 | 24.3400 | 24.9641 | 25.3581 | 25.9183 | | |
| RADIOLOGIC TECH II | 25.1349 | 25.7967 | 26.4581 | 27.0573 | 27.9001 | | |
| RADIOLOGIC TECH III | 26.2297 | 26.9199 | 27.6101 | 28.3964 | 29.7352 | 31.0748 | 32.4135 |
| RADIOLOGIC TECH LIMITED | 22.6331 | 23.2285 | 23.8242 | 24.2003 | 24.7347 | | |
| RADIOLOGIC TECHNOL - SUPV | 28.2487 | 28.9918 | 29.7352 | 31.0748 | 32.4135 | 33.7518 | 35.0908 |
| | | | | | | | |
| REG RESPIRATORY THEP TECH I | 25.3140 | 25.9801 | 26.6462 | 27.1640 | 27.8108 | 28.4564 | |
| REG RESPIRATORY THEP TECH II | 26.6662 | 27.3675 | 28.0696 | 28.7159 | 29.7512 | 31.0447 | 32.3382 |
| | | | | | | | |
| REGL LAB SUPPORT SPEC | 16.4241 | 16.8454 | 17.2774 | 17.5989 | 18.0647 | 18.5312 | |

117
