## WAGE RATES EFFECTIVE OCTOBER 8, 2000
## STRUCTURE A/B1

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| CYTO-HISTO TECHNOL – SUPV | 32.0789 | 32.9230 | 33.7666 | 35.1834 | 36.3439 | 37.0250 | |
| CYTOLOGY TECHNOL- CHIEF | 31.0276 | 31.8441 | 32.6603 | 33.3413 | 34.3527 | 35.3855 | |
| CYTOTECHNOLOGIST I | 27.5356 | 28.2599 | 28.9849 | 29.3685 | 30.4012 | 31.4127 | |
| CYTOTECHNOLOGIST II | 28.4462 | 29.1948 | 29.9434 | 30.5189 | 31.5302 | 32.6483 | |
| CYTOTECHNOLOGIST III | 29.4175 | 30.1918 | 30.9660 | 31.6469 | 32.8078 | 33.9475 | |
| DARK ROOM TECHNICIAN | 14.6016 | 14.9761 | 15.3601 | 15.6562 | 16.1964 | 16.5823 | |
| DEPARTMENT SECRETARY | 15.5882 | 15.9879 | 16.3979 | 16.7028 | 17.1451 | 17.5880 | |
| DIAG ULTRASONOGRPHR – SUPV | 31.9365 | 32.7765 | 33.6170 | 35.1314 | 36.6447 | 38.2637 | 39.6718 |
| DIAG ULTRASONOGRAPHER I | 26.3940 | 27.0884 | 27.7829 | 28.2213 | 28.8448 | 29.8376 | |
| DIAG ULTRASONOGRAPHER II | 28.2419 | 28.9850 | 29.7283 | 30.5747 | 32.0162 | 33.4581 | 34.8994 |
| DIAG ULTRASONOGRAPHER III | 29.6539 | 30.4341 | 31.2146 | 32.1035 | 33.6169 | 35.2287 | 36.6445 |
| DIAG ULTRASONOGPHR TRAINEE | 23.1833 | | | | | | |
| DRIVER FOREMAN | 22.1106 | 22.6778 | 23.2590 | 23.7051 | 24.1498 | 24.6372 | |
| EEG TECHNOLOGIST I | 17.4735 | 17.9216 | 18.3812 | 18.8780 | 19.7725 | 20.5674 | |
| EEG TECHNOLOGIST II | 18.5127 | 18.9874 | 19.4742 | 19.9708 | 20.9644 | 21.9579 | |
| EKG TECHNICIAN | 16.6895 | 17.1173 | 17.5560 | 18.0644 | 18.7962 | 19.3363 | |
| EKG TECHNICIAN SR | 17.4139 | 17.8600 | 18.3181 | 18.8709 | 19.7611 | 20.4492 | |
| EMER DEPT TECHNICIAN I | 14.6441 | 15.0198 | 15.4048 | 15.7574 | 16.1099 | 16.3967 | |
| EMER DEPT TECHNICIAN II | 17.3216 | 17.7657 | 18.2212 | 18.6727 | 19.1678 | 19.6191 | |
| EMER ROOM ASST SF. ONLY | 14.4276 | 14.8072 | 15.1868 | 15.5344 | 15.8819 | 16.1649 | |
| GARAGE ATTENDANT | 13.9081 | 14.2649 | 14.6306 | 14.8754 | 15.2227 | 15.5702 | |
| GARAGE/PARKING ATTENDANT | 13.9081 | 14.2649 | 14.6306 | 14.8754 | 15.2227 | 15.5702 | |
| GARDENER | 15.3863 | 15.7810 | 16.1853 | 16.5784 | 16.9717 | | |
| GARDENER – SENIOR | 16.5857 | 17.0109 | 17.4472 | 17.8438 | 18.2373 | | |
| HISTOLOGIC TECH I | 21.6288 | 22.1980 | 22.7671 | 23.2321 | 23.5990 | 23.9088 | |
| HISTOLOGIC TECH II | 23.4043 | 24.0204 | 24.6361 | 25.2750 | 25.7001 | 25.9908 | |
| HISTOLOGIC TECH TRAINEE | 18.1027 | 18.5786 | 19.0551 | 19.3736 | 19.8260 | 20.2784 | |
| HISTOLOGIC TECHNICIAN – SUPV | 25.8966 | 26.5782 | 27.2598 | 27.9378 | 28.4796 | 28.8864 | |
| HOME HEALTH AIDE | 14.5988 | 14.9733 | 15.3573 | 15.7045 | 16.0649 | 16.3865 | |
| HOMEMAKER | 7.7622 | | | | | | |
| HOUSEKEEPING AIDE | 14.0019 | 14.3609 | 14.7289 | 15.1149 | 15.5008 | | |
| HOUSEKEEPING HEAD AIDE | 14.3684 | 14.7365 | 15.1149 | 15.5008 | 15.8866 | | |
| LABORATORY ASSISTANT I | 14.5711 | 14.9446 | 15.3282 | 15.5846 | 15.9483 | 16.3123 | |
| LABORATORY ASSISTANT II | 15.1850 | 15.5745 | 15.9739 | 16.2712 | 16.7018 | 17.1332 | |
| LABORATORY ASSISTANT III | 15.4414 | 15.8374 | 16.2434 | 16.5407 | 16.9714 | 17.4030 | |
| LABORATORY ASSISTANT SR | 15.7964 | 16.2015 | 16.6172 | 16.9672 | 17.4528 | 17.9374 | |

105
