## WAGE RATES EFFECTIVE OCTOBER 8, 2000
## STRUCTURE A/B1

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
|---|---|---|---|---|---|---|---|
| LICENSED VOC NURSE | 18.9595 | 19.4586 | 19.9574 | 20.4421 | 20.9128 | 21.3831 | 21.8538 |
| LICENSED VOC NURSE SR | 19.8012 | 20.3224 | 20.8434 | 21.3288 | 21.7993 | 22.2693 | 22.7398 |
| LIFT TECHNICIAN | 14.3883 | 14.7570 | 15.1355 | 15.4829 | 15.8432 | 16.1647 | |
| LINEN ROOM SUPERVISOR | 14.3684 | 14.7365 | 15.1149 | 15.5008 | 15.8866 | | |
| LITHOTRIPSY TECHNICIAN | 15.8807 | 16.2878 | 16.7055 | 17.0880 | 17.4702 | 17.7812 | |
| MEDICAL ASSISTANT | 14.6441 | 15.0198 | 15.4048 | 15.7574 | 16.1099 | 16.3967 | |
| MEDICAL ASSISTANT SR | 15.0166 | 15.4016 | 15.7967 | 16.1488 | 16.5010 | 16.7883 | |
| MEDICAL RECORD CODER I | 18.0612 | 18.5362 | 19.0115 | 19.4122 | 19.9675 | 20.5222 | |
| MEDICAL RECORD CODER II | 19.4961 | 20.0092 | 20.5222 | 20.9532 | 21.5523 | 22.1492 | |
| MEDICAL SECRETARY | 18.4994 | 18.9862 | 19.4730 | 20.0540 | 20.6822 | 21.3095 | |
| MEDICAL SECRETARY SR | 19.4240 | 19.9353 | 20.4466 | 21.0568 | 21.7166 | 22.3748 | |
| MEDICAL SECRETARY TRAINEE | 14.9103 | 15.2925 | 15.6850 | 15.9765 | 16.3998 | 16.8231 | |
| MESSENGER DRIVER | 14.1238 | 14.4862 | 14.8574 | 15.1149 | 15.3081 | | |
| MESSENGER DRIVER SR | 14.9611 | 15.3449 | 15.7383 | 15.9954 | 16.1883 | | |
| MOLECULAR TECHNOLOGIST I | 26.0405 | 26.7255 | 27.4111 | 27.7738 | 28.7505 | 29.7071 | |
| MOLECULAR TECHNOLOGIST II | 26.9016 | 27.6095 | 28.3175 | 28.8618 | 29.8181 | 30.8756 | |
| MOLECULAR TECHNOLOGIST III | 27.8202 | 28.5523 | 29.2846 | 29.9285 | 31.0264 | 32.1042 | |
| MOLECULAR TECHNOL SENIOR | 29.3429 | 30.1149 | 30.8869 | 31.5309 | 32.4874 | 33.4641 | 34.6439 |
| MOLECULAR TECHNOL TRAINEE | 21.4708 | 22.3747 | | | | | |
| MONITOR TECHNICIAN | 15.3480 | 15.7332 | 16.1283 | 16.4580 | 16.8067 | 17.2140 | |
| MRI TECHNOLOGIST I | 27.4758 | 28.0258 | 28.5861 | 29.1579 | 29.7238 | | |
| MRI TECHNOLOGIST II | 29.3710 | 29.9583 | 30.5575 | 31.1684 | 31.7920 | 32.4279 | |
| MRI TECHNOLOGIST - SUPVR | 31.2655 | 31.8911 | 32.5288 | 33.1794 | 33.8429 | 34.5198 | |
| MRI TECHNOLOGIST TRAINEE | 25.0797 | 25.5812 | 26.0925 | | | | |
| NUCLEAR MED TECH - SUPV | 29.2625 | 30.0323 | 30.8025 | 31.6971 | 32.6322 | 33.5270 | |
| NUCLEAR MEDICINE TECH I | 26.4733 | 27.1700 | 27.8668 | 28.7615 | 29.6963 | 30.5910 | |
| NUCLEAR MEDICINE TECH II | 28.0983 | 28.8377 | 29.5768 | 30.4716 | 31.4065 | 32.3018 | |
| NURSE ASSISTANT | 14.5260 | 14.8982 | 15.2803 | 15.6311 | 15.9949 | 16.3194 | |
| NURSE ASSISTANT SR | 14.6863 | 15.0630 | 15.4492 | 15.7998 | 16.1378 | 16.4879 | |
| NUTRITION AIDE | 13.8424 | 14.1976 | 14.5618 | 15.1111 | 15.4775 | | |
| NUTRITION CLERK | 14.0169 | 14.3763 | 14.7448 | 15.2943 | 15.6606 | | |
| NUTRITION CLERK - SENIOR | 14.3078 | 14.6673 | 15.0359 | 15.5853 | 15.8994 | | |
| OB TECHNICIAN | 15.3010 | 15.6932 | 16.0954 | 16.4941 | 16.9316 | 17.3301 | |
| OB TECHNICIAN SR | 15.6677 | 16.0693 | 16.4815 | 16.8804 | 17.3176 | 17.7163 | |

106
