## WAGE RATES EFFECTIVE OCTOBER 8, 2000
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| DIAG ULTRASONOGRAPHER I | 22.4350 | 23.0253 | 23.6157 | 23.9881 | 24.5182 | 25.3618 | |
| DIAG ULTRASONOGRAPHER II | 24.0056 | 24.6373 | 25.2690 | 25.9883 | 27.2137 | 28.5185 | 29.6644 |
| DIAG ULTRASONOGRAPHER III | 25.2060 | 25.8691 | 26.5324 | 27.2879 | 28.5745 | 29.9444 | 31.1479 |
| DIAG ULTRASONOGRPHR SUPV | 27.1462 | 27.8599 | 28.5745 | 29.8617 | 31.1480 | 32.5242 | 33.7208 |
| DIAG ULTRASONGRPHR TRAINEE | 19.7060 | | | | | | |
| EEG TECHNOLOGIST I | 14.8525 | 15.2335 | 15.6243 | 16.0463 | 16.8064 | 17.4821 | |
| EEG TECHNOLOGIST II | 15.7358 | 16.1392 | 16.5533 | 16.9753 | 17.8199 | 18.6643 | |
| EKG TECHNICIAN | 14.1860 | 14.5497 | 14.9227 | 15.3548 | 15.9766 | 16.4359 | |
| EKG TECHNICIAN SR | 14.8015 | 15.1810 | 15.5704 | 16.0403 | 16.7970 | 17.3818 | |
| EMERGENCY DEPT TECH I | 12.4476 | 12.7669 | 13.0939 | 13.3939 | 13.6935 | 13.9376 | |
| EMERGENCY DEPT TECH II | 14.7235 | 15.1010 | 15.4882 | 15.8718 | 16.2927 | 16.6760 | |
| GARDENER | 13.0782 | 13.4137 | 13.7574 | 14.0917 | 14.4260 | | |
| GARDENER - SENIOR | 14.0978 | 14.4595 | 14.8300 | 15.1673 | 15.5015 | | |
| HISTOLOGIC TECH I | 18.3845 | 18.8682 | 19.3522 | 19.7471 | 20.0591 | 20.3226 | |
| HISTOLOGIC TECH II | 19.8936 | 20.4173 | 20.9405 | 21.4837 | 21.8453 | 22.0923 | |
| HISTOLOGIC TECH TRAINEE | 15.3871 | 15.7916 | 16.1968 | 16.4677 | 16.8522 | 17.2367 | |
| HISTOLOGIC TECHNICIAN SUPV | 22.0119 | 22.5916 | 23.1707 | 23.7470 | 24.2077 | 24.5532 | |
| HOME HEALTH AIDE | 12.4092 | 12.7271 | 13.0537 | 13.3491 | 13.6551 | 13.9281 | |
| HOMEMAKER | 7.7622 | | | | | | |
| HOUSEKEEPING AIDE | 11.9016 | 12.2066 | 12.5196 | 12.8478 | 13.1757 | | |
| HOUSEKEEPING HEAD AIDE | 12.2132 | 12.5263 | 12.8478 | 13.1757 | 13.5036 | | |
| INVASIVE CARDIO SPECIALIST | 24.3578 | 25.0886 | 25.8412 | 26.4871 | 27.1495 | 27.8279 | |
| LABORATORY ASSISTANT I | 12.3854 | 12.7029 | 13.0289 | 13.2470 | 13.5561 | 13.8655 | |
| LABORATORY ASSISTANT II | 12.9072 | 13.2384 | 13.5781 | 13.7941 | 14.1966 | 14.5634 | |
| LABORATORY ASSISTANT III | 13.1254 | 13.4621 | 13.8071 | 14.0596 | 14.4258 | 14.7925 | |
| LABORATORY ASSISTANT SR | 13.4269 | 13.7713 | 14.1244 | 14.4222 | 14.8350 | 15.2468 | |
| LICENSED VOCNURSE | 16.1156 | 16.5398 | 16.9638 | 17.3758 | 17.7760 | 18.1756 | 18.5758 |
| LICENSED VOC NURSE SR | 16.8312 | 17.2739 | 17.7169 | 18.1296 | 18.5293 | 18.9288 | 19.3287 |
| LIFT TECHNICIAN | 12.2302 | 12.5437 | 12.8653 | 13.1605 | 13.4667 | 13.7404 | |
| LINEN ROOM SUPERVISOR | 12.2132 | 12.5263 | 12.8478 | 13.1757 | 13.5036 | | |
| MEDICAL ASSISTANT | 12.4476 | 12.7669 | 13.0939 | 13.3939 | 13.6935 | 13.9376 | |
| MEDICAL ASSISTANT SR | 12.7641 | 13.0913 | 13.4270 | 13.7263 | 14.0259 | 14.2701 | |
| MEDICAL LEGL SPEC SACR ONLY | 15.0567 | 15.4441 | 15.8320 | 16.2943 | 16.7947 | 17.2939 | |

130
