## WAGE RATES EFFECTIVE OCTOBER 3, 2004
## STRUCTURE A/B1

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
|---|---|---|---|---|---|---|---|
| LICENSED VOC NURSE | 22.1800 | 22.7638 | 23.3473 | 23.9144 | 24.4651 | 25.0151 | 25.5659 |
| LICENSED VOC NURSE SR | 23.1645 | 23.7743 | 24.3838 | 24.9518 | 25.5022 | 26.0520 | 26.6024 |
| LIFT TECHNICIAN | 16.8323 | 17.2636 | 17.7063 | 18.1128 | 18.5343 | 18.9105 | |
| LINEN ROOM SUPERVISOR | 16.8089 | 17.2397 | 17.6823 | 18.1336 | 18.5851 | | |
| LITHOTRIPSY TECHNICIAN | 18.5781 | 19.0545 | 19.5430 | 19.9906 | 20.4377 | 20.8015 | |
| MEDICAL ASSISTANT | 17.1316 | 17.5710 | 18.0214 | 18.4339 | 18.8464 | 19.1819 | |
| MEDICAL ASSISTANT SR | 17.5674 | 18.0177 | 18.4799 | 18.8919 | 19.3038 | 19.6399 | |
| MEDICAL RECORD CODER I | 21.1290 | 21.6846 | 22.2408 | 22.7094 | 23.3591 | 24.0081 | |
| MEDICAL RECORD CODER II | 22.8076 | 23.4080 | 24.0081 | 24.5123 | 25.2131 | 25.9115 | |
| MEDICAL SECRETARY | 21.6418 | 22.2111 | 22.7807 | 23.4603 | 24.1953 | 24.9291 | |
| MEDICAL SECRETARY SR | 22.7234 | 23.3215 | 23.9197 | 24.6335 | 25.4053 | 26.1753 | |
| MEDICAL SECRETARY TRAINEE | 17.4430 | 17.8901 | 18.3492 | 18.6903 | 19.1854 | 19.6805 | |
| MESSENGER DRIVER | 16.5230 | 16.9467 | 17.3811 | 17.6823 | 17.9083 | | |
| MESSENGER DRIVER SR | 17.5024 | 17.9513 | 18.4115 | 18.7123 | 18.9380 | | |
| MOLECULAR TECHNOLOGIST I | 30.4637 | 31.2651 | 32.0670 | 32.4915 | 33.6340 | 34.7531 | |
| MOLECULAR TECHNOLOGIST II | 31.4711 | 32.2993 | 33.1274 | 33.7643 | 34.8828 | 36.1200 | |
| MOLECULAR TECHNOLOGIST III | 32.5457 | 33.4022 | 34.2588 | 35.0120 | 36.2965 | 37.5574 | |
| MOLECULAR TECHNOLOGIST SR | 34.3271 | 35.2302 | 36.1333 | 36.8867 | 38.0057 | 39.1483 | 40.5285 |
| MOLECULAR TECHNOL TRAINEE | 25.1178 | 26.1752 | | | | | |
| MONITOR TECHNICIAN | 17.9550 | 18.4056 | 18.8678 | 19.2535 | 19.6615 | 20.1379 | |
| MRI TECHNOLOGIST I | 32.1428 | 32.7862 | 33.4416 | 34.1106 | 34.7727 | | |
| MRI TECHNOLOGIST II | 34.3598 | 35.0470 | 35.7479 | 36.4626 | 37.1921 | 37.9361 | |
| MRI TECHNOLOGIST SUPVR | 36.5762 | 37.3080 | 38.0541 | 38.8153 | 39.5914 | 40.3833 | |
| MRI TECHNOLOGIST TRAINEE | 29.3396 | 29.9263 | 30.5245 | | | | |
| NUCLEAR MED TECH SUPV | 34.2330 | 35.1335 | 36.0345 | 37.0811 | 38.1751 | 39.2218 | |
| NUCLEAR MEDICINE TECH I | 30.9700 | 31.7851 | 32.6003 | 33.6469 | 34.7406 | 35.7871 | |
| NUCLEAR MEDICINE TECH II | 32.8710 | 33.7359 | 34.6007 | 35.6475 | 36.7412 | 37.7886 | |
| NURSE ASSISTANT | 16.9934 | 17.4288 | 17.8758 | 18.2862 | 18.7118 | 19.0914 | |
| NURSE ASSISTANT SR | 17.1810 | 17.6216 | 18.0734 | 18.4836 | 18.8789 | 19.2885 | |
| NUTRITION AIDE | 16.1936 | 16.6091 | 17.0353 | 17.6778 | 18.1065 | | |
| NUTRITION CLERK | 16.3978 | 16.8184 | 17.2493 | 17.8922 | 18.3206 | | |
| NUTRITION CLERK – SENIOR | 16.7381 | 17.1588 | 17.5898 | 18.2326 | 18.6001 | | |
| OB TECHNICIAN | 17.9000 | 18.3587 | 18.8294 | 19.2958 | 19.8076 | 20.2738 | |
| OB TECHNICIAN SR | 18.3290 | 18.7988 | 19.2811 | 19.7476 | 20.2591 | 20.7256 | |

126
