## WAGE RATES EFFECTIVE OCTOBER 6, 2002
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
|---|---|---|---|---|---|---|---|
| DIAG ULTRASONOGRAPHER I | 24.7536 | 25.4048 | 26.0563 | 26.4671 | 27.0519 | 27.9827 | |
| DIAG ULTRASONOGRAPHER II | 26.4864 | 27.1833 | 27.8803 | 28.6739 | 30.0259 | 31.4656 | 32.7298 |
| DIAG ULTRASONOGRAPHER III | 27.8108 | 28.5424 | 29.2742 | 30.1078 | 31.5273 | 33.0388 | 34.3668 |
| DIAG ULTRASONOGRPHR SUPV | 29.9515 | 30.7389 | 31.5273 | 32.9476 | 34.3669 | 35.8852 | 37.2055 |
| DIAG ULTRASNGRPHR TRAINEE | 21.7424 | | | | | | |
| EEG TECHNOLOGIST I | 16.3873 | 16.8076 | 17.2388 | 17.7046 | 18.5432 | 19.2887 | |
| EEG TECHNOLOGIST II | 17.3620 | 17.8070 | 18.2640 | 18.7296 | 19.6614 | 20.5929 | |
| EKG TECHNICIAN | 15.6520 | 16.0532 | 16.4648 | 16.9415 | 17.6277 | 18.1344 | |
| EKG TECHNICIAN SR | 16.3311 | 16.7498 | 17.1794 | 17.6979 | 18.5328 | 19.1780 | |
| EMERGENCY DEPT TECH I | 13.7340 | 14.0863 | 14.4470 | 14.7780 | 15.1085 | 15.3780 | |
| EMERGENCY DEPT TECH II | 16.2450 | 16.6615 | 17.0888 | 17.5119 | 17.9763 | 18.3994 | |
| GARDENER | 14.4298 | 14.7998 | 15.1791 | 15.5479 | 15.9168 | | |
| GARDENER - SENIOR | 15.5548 | 15.9538 | 16.3625 | 16.7347 | 17.1034 | | |
| HISTOLOGIC TECH I | 20.2843 | 20.8181 | 21.3520 | 21.7878 | 22.1320 | 22.4227 | |
| HISTOLOGIC TECH II | 21.9494 | 22.5273 | 23.1045 | 23.7038 | 24.1029 | 24.3753 | |
| HISTOLOGIC TECH TRAINEE | 16.9772 | 17.4235 | 17.8706 | 18.1695 | 18.5936 | 19.0181 | |
| HISTOLOGIC TECHNICIAN SUPVR | 24.2866 | 24.9262 | 25.5652 | 26.2010 | 26.7094 | 27.0904 | |
| HOME HEALTH AIDE | 13.6915 | 14.0424 | 14.4026 | 14.7286 | 15.0663 | 15.3675 | |
| HOMEMAKER | 8.5643 | | | | | | |
| HOUSEKEEPING AIDE | 13.1315 | 13.4680 | 13.8134 | 14.1756 | 14.5373 | | |
| HOUSEKEEPING HEAD AIDE | 13.4753 | 13.8209 | 14.1756 | 14.5373 | 14.8989 | | |
| INVASIVE CARDIO SPECIALIST | 26.8751 | 27.6813 | 28.5116 | 29.2243 | 29.9551 | 30.7036 | |
| LABORATORY ASSISTANT I | 13.6654 | 14.0156 | 14.3754 | 14.6160 | 14.9571 | 15.2984 | |
| LABORATORY ASSISTANT II | 14.2411 | 14.6065 | 14.9813 | 15.2196 | 15.6636 | 16.0684 | |
| LABORATORY ASSISTANT III | 14.4819 | 14.8533 | 15.2339 | 15.5125 | 15.9166 | 16.3211 | |
| LABORATORY ASSISTANT SR | 14.8144 | 15.1945 | 15.5840 | 15.9126 | 16.3680 | 16.8225 | |
| LICENSED VOC NURSE | 17.7811 | 18.2490 | 18.7168 | 19.1715 | 19.6130 | 20.0539 | 20.4955 |
| LICENSED VOC NURSE SR | 18.5706 | 19.0589 | 19.5478 | 20.0030 | 20.4441 | 20.8849 | 21.3261 |
| LIFT TECHNICIAN | 13.4941 | 13.8400 | 14.1949 | 14.5205 | 14.8585 | 15.1603 | |
| LINEN ROOM SUPERVISOR | 13.4753 | 13.8209 | 14.1756 | 14.5373 | 14.8989 | | |
| MEDICAL ASSISTANT | 13.7340 | 14.0863 | 14.4470 | 14.7780 | 15.1085 | 15.3780 | |
| MEDICAL ASSISTANT SR | 14.0832 | 14.4441 | 14.8146 | 15.1448 | 15.4753 | 15.7448 | |
| MEDICAL LEGAL SPEC SAC ONLY | 16.6128 | 17.0400 | 17.4680 | 17.9782 | 18.5302 | 19.0811 | |

150
