## WAGE RATES EFFECTIVE OCTOBER 3, 2004
## STRUCTURE A/B1

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| RESPIRATORY CARE PERMITTEE | 23.4682 | | | | | | |
| RESPIRATORY SUPPLY AIDE | 16.8323 | 17.2636 | 17.7063 | 18.1128 | 18.5343 | 18.9105 | |
| RESPIRATORY SUPPLY AIDE SR | 17.1215 | 17.5606 | 18.0111 | 18.3425 | 18.8237 | 19.3054 | |
| SERVICE PARTNER | 16.3803 | 16.8002 | 17.2307 | 17.6823 | 18.1336 | | |
| STERILE PROC CERT TECH II | 18.2059 | 18.6723 | 19.1510 | 19.5911 | 20.0467 | 20.4537 | |
| STERILE PROC CERT TECH SR | 18.9339 | 19.4195 | 19.9169 | 20.3747 | 20.8486 | 21.2720 | |
| STERILE PROCESSING TECH I | 17.5057 | 17.9544 | 18.4144 | 18.8376 | 19.2757 | 19.6669 | |
| STOCK ROOM ASST REG LAB SR | 18.5380 | 19.0254 | 19.5133 | 19.7751 | 20.0368 | 20.5130 | |
| STOCK RM ASST REG. LAB ONLY | 16.8423 | 17.2855 | 17.7286 | 17.9664 | 18.2048 | 18.6564 | |
| STOREKEEPER | 16.5662 | 16.9909 | 17.4267 | 17.8772 | 18.3293 | | |
| STOREKEEPER CHIEF | 18.5623 | 19.0383 | 19.5263 | 20.0550 | 20.5154 | | |
| STOREKEEPER I | 16.8787 | 17.3114 | 17.7555 | 18.2148 | 18.6749 | | |
| STOREKEEPER II | 17.1497 | 17.5896 | 18.0405 | 18.4975 | 19.1276 | | |
| SURGICAL ASSISTANT CERT | 22.8130 | 23.3980 | 23.9981 | 24.6196 | 25.3585 | 26.2137 | |
| SURGICAL ASST SR | 22.7165 | 23.3145 | 23.9121 | 24.5186 | 25.2397 | 26.0736 | |
| SURGICAL ASST TRAINEE | 21.5811 | | | | | | |
| SURGICAL ASST | 22.2567 | 22.8273 | 23.4125 | 24.0192 | 24.7401 | 25.5744 | |
| SURGICAL TECHNICIAN | 20.7486 | 21.2805 | 21.8263 | 22.3671 | 22.9602 | 23.5007 | |
| SURGICAL TECHNICIAN SR | 21.2460 | 21.7909 | 22.3495 | 22.8910 | 23.4834 | 24.0241 | |
| SURPLUS MATERLS ASST/OPER | 21.2379 | 21.7825 | 22.3410 | 22.8625 | 23.3846 | 23.9548 | |
| TRUCK DRIVER | 24.5442 | 25.1732 | 25.8186 | 26.3403 | 26.8624 | 27.4326 | |
| UNIT ASSISTANT | 17.4750 | 17.9229 | 18.3827 | 18.7661 | 19.1720 | 19.6458 | |
| UNIT ASSISTANT SR | 17.8370 | 18.3061 | 18.7758 | 19.1251 | 19.6314 | 20.1386 | |
| VISION SERVICES ASST I | 17.1316 | 17.5710 | 18.0214 | 18.4339 | 18.8464 | 19.1819 | |
| VISION SERVICES ASST II | 17.7337 | 18.1886 | 18.6548 | 19.0817 | 19.5085 | 19.8560 | |
| WAREHOUSE LEADPERSON | 21.7336 | 22.2913 | 22.8628 | 23.7324 | 24.2532 | 24.8242 | |
| WAREHOUSE PERSON | 21.2380 | 21.7825 | 22.3410 | 22.8625 | 23.3844 | 23.9548 | |
| YARDKEEPER | 16.3947 | 16.8144 | 17.2457 | 17.6973 | 18.1485 | | |

128
