## WAGE RATES EFFECTIVE DECEMBER 31, 2000
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| DIAG ULTRASONOGRAPHER I | 22.6594 | 23.2556 | 23.8519 | 24.2280 | 24.7634 | 25.6154 | |
| DIAG ULTRASONOGRAPHER II | 24.2457 | 24.8837 | 25.5217 | 26.2482 | 27.4858 | 28.8037 | 29.9610 |
| DIAG ULTRASONOGRAPHER III | 25.4581 | 26.1278 | 26.7977 | 27.5608 | 28.8602 | 30.2438 | 31.4594 |
| DIAG ULTRASONOGRPHR SUPV | 27.4177 | 28.1385 | 28.8602 | 30.1603 | 31.4595 | 32.8494 | 34.0580 |
| DIAG ULTRASNGRPHR TRAINEE | 19.9031 | | | | | | |
| EEG TECHNOLOGIST I | 15.0010 | 15.3858 | 15.7805 | 16.2068 | 16.9745 | 17.6569 | |
| EEG TECHNOLOGIST II | 15.8932 | 16.3006 | 16.7188 | 17.1451 | 17.9981 | 18.8509 | |
| EKG TECHNICIAN | 14.3279 | 14.6952 | 15.0719 | 15.5083 | 16.1364 | 16.6003 | |
| EKG TECHNICIAN SR | 14.9495 | 15.3328 | 15.7261 | 16.2007 | 16.9650 | 17.5556 | |
| EMERGENCY DEPT TECH I | 12.5721 | 12.8946 | 13.2248 | 13.5278 | 13.8304 | 14.0770 | |
| EMERGENCY DEPT TECH II | 14.8707 | 15.2520 | 15.6431 | 16.0305 | 16.4556 | 16.8428 | |
| GARDENER | 13.2090 | 13.5478 | 13.8950 | 14.2326 | 14.5703 | | |
| GARDENER - SENIOR | 14.2388 | 14.6041 | 14.9783 | 15.3190 | 15.6565 | | |
| HISTOLOGIC TECH I | 18.5683 | 19.0569 | 19.5457 | 19.9446 | 20.2597 | 20.5258 | |
| HISTOLOGIC TECH II | 20.0925 | 20.6215 | 21.1499 | 21.6985 | 22.0638 | 22.3132 | |
| HISTOLOGIC TECH TRAINEE | 15.5410 | 15.9495 | 16.3588 | 16.6324 | 17.0207 | 17.4091 | |
| HISTOLOGIC TECHNICIAN SUPV | 22.2320 | 22.8175 | 23.4024 | 23.9845 | 24.4498 | 24.7987 | |
| HOME HEALTH AIDE | 12.5333 | 12.8544 | 13.1842 | 13.4826 | 13.7917 | 14.0674 | |
| HOMEMAKER | 7.8398 | | | | | | |
| HOUSEKEEPING AIDE | 12.0206 | 12.3287 | 12.6448 | 12.9763 | 13.3075 | | |
| HOUSEKEEPING HEAD AIDE | 12.3353 | 12.6516 | 12.9763 | 13.3075 | 13.6386 | | |
| INVASIVE CARDIO SPECIALIST | 24.6014 | 25.3395 | 26.0996 | 26.7520 | 27.4210 | 28.1062 | |
| LABORATORY ASSISTANT I | 12.5093 | 12.8299 | 13.1592 | 13.3795 | 13.6917 | 14.0042 | |
| LABORATORY ASSISTANT II | 13.0363 | 13.3708 | 13.7139 | 13.9320 | 14.3386 | 14.7090 | |
| LABORATORY ASSISTANT III | 13.2567 | 13.5967 | 13.9452 | 14.2002 | 14.5701 | 14.9404 | |
| LABORATORY ASSISTANT SR | 13.5612 | 13.9090 | 14.2656 | 14.5664 | 14.9834 | 15.3993 | |
| LICENSED VOC NURSE | 16.2768 | 16.7052 | 17.1334 | 17.5496 | 17.9538 | 18.3574 | 18.7616 |
| LICENSED VOC NURSE SR | 16.9995 | 17.4466 | 17.8941 | 18.3109 | 18.7146 | 19.1181 | 19.5220 |
| LIFT TECHNICIAN | 12.3525 | 12.6691 | 12.9940 | 13.2921 | 13.6014 | 13.8778 | |
| LINEN ROOM SUPERVISOR | 12.3353 | 12.6516 | 12.9763 | 13.3075 | 13.6386 | | |
| MEDICAL ASSISTANT | 12.5721 | 12.8946 | 13.2248 | 13.5278 | 13.8304 | 14.0770 | |
| MEDICAL ASSISTANT SR | 12.8917 | 13.2222 | 13.5613 | 13.8636 | 14.1662 | 14.4128 | |
| MEDICAL LEGL SPEC SAC ONLY | 15.2073 | 15.5985 | 15.9903 | 16.4572 | 16.9626 | 17.4668 | |

135
