## WAGE RATES EFFECTIVE OCTOBER 7, 2001
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| MEDICAL RECORD CODER I | 16.1259 | 16.5499 | 16.9744 | 17.3320 | 17.8276 | 18.3231 | |
| MEDICAL RECORD CODER II | 17.4069 | 17.8651 | 18.3231 | 18.7078 | 19.2427 | 19.7757 | |
| MEDICAL SECRETARY | 16.5168 | 16.9518 | 17.3863 | 17.9050 | 18.4659 | 19.0259 | |
| MEDICAL SECRETARY SR | 17.3424 | 17.7992 | 18.2556 | 18.8004 | 19.3892 | 19.9772 | |
| MEDICAL SECRETARY TRAINEE | 13.3127 | 13.6538 | 14.0038 | 14.2646 | 14.6424 | 15.0204 | |
| MESSENGER DRIVER | 12.6103 | 12.9339 | 13.2654 | 13.4954 | 13.6677 | | |
| MESSENGER DRIVER SR | 13.3579 | 13.7003 | 14.0521 | 14.2817 | 14.4535 | | |
| MONITOR TECHNICIAN | 13.7538 | 14.0990 | 14.4517 | 14.7458 | 15.0576 | 15.4211 | |
| MRI TECHNOLOGIST I | 24.5316 | 25.0223 | 25.5228 | 26.0330 | 26.5387 | | |
| MRI TECHNOLOGIST II | 26.2235 | 26.7480 | 27.2828 | 27.8284 | 28.3851 | 28.9528 | |
| MRI TECHNOLOGIST SUPVR | 27.9154 | 28.4734 | 29.0430 | 29.6240 | 30.2164 | 30.8207 | |
| MRI TECHNOLOGIST TRAINEE | 22.3919 | 22.8399 | 23.2965 | | | | |
| NUCLEAR MED TECH SUPV | 26.1267 | 26.8142 | 27.5018 | 28.3004 | 29.1353 | 29.9344 | |
| NUCLEAR MEDICINE TECH I | 23.6366 | 24.2584 | 24.8808 | 25.6796 | 26.5141 | 27.3126 | |
| NUCLEAR MEDICINE TECH II | 25.0871 | 25.7475 | 26.4075 | 27.2064 | 28.0413 | 28.8402 | |
| NURSE ASSISTANT | 12.9695 | 13.3019 | 13.6430 | 13.9562 | 14.2809 | 14.5710 | |
| NURSE ASSISTANT SR | 13.1125 | 13.4489 | 13.7938 | 14.1064 | 14.4085 | 14.7211 | |
| NUTRITION AIDE | 12.3595 | 12.6761 | 13.0010 | 13.4918 | 13.8187 | | |
| NUTRITION CLERK | 12.5148 | 12.8357 | 13.1648 | 13.6556 | 13.9825 | | |
| NUTRITION CLERK SENIOR | 12.8206 | 13.1413 | 13.4706 | 13.9615 | 14.2882 | | |
| OB TECHNICIAN | 13.6612 | 14.0114 | 14.3705 | 14.7267 | 15.1171 | 15.4731 | |
| OB TECHNICIAN SR | 13.9885 | 14.3472 | 14.7154 | 15.0716 | 15.4618 | 15.8179 | |
| OCCUPNL THER ASST I CERT | 15.8361 | 16.2421 | 16.6585 | 17.0619 | 17.5038 | 17.9069 | |
| OCCUPNL THERP ASST II CERT | 16.7863 | 17.2165 | 17.6583 | 18.0858 | 18.5539 | 18.9814 | |
| OPHTHALMIC PHOTOGRAPHER | 16.9933 | 17.4289 | 17.8759 | 18.2965 | 19.6984 | 21.1008 | |
| OPHTHALMIC TECH II CERT | 19.0462 | 19.5344 | 20.0352 | 21.0896 | 22.1444 | 23.1990 | 24.2531 |
| OPHTHALMIC TECHNICIAN | 18.1392 | 18.6044 | 19.0811 | 20.0853 | 21.0900 | 22.0942 | 23.0983 |
| ORTHOPEDIC TECHNICIAN | 15.4655 | 15.8621 | 16.2688 | 16.6717 | 17.1138 | 17.5165 | |
| ORTHOPEDIC TECHNICIAN SR | 15.8361 | 16.2421 | 16.6585 | 17.0619 | 17.5038 | 17.9069 | |
| PACEMAKER TECHNICIAN | 16.0340 | 16.4162 | 16.8081 | 17.2617 | 17.9149 | 18.3973 | |
| PACEMAKER TECHNICIAN SR | 16.6807 | 17.0793 | 17.4882 | 17.9820 | 18.7767 | 19.3910 | |
| PATHOLOGY TECH ASST | 14.8211 | 15.2012 | 15.5907 | 15.9770 | 16.4008 | 16.7866 | |
| PATHOLOGY TECH ASST SR | 15.1764 | 15.5655 | 15.9648 | 16.3511 | 16.7745 | 17.1608 | |
| PATIENT TRANS AIDE | 12.1988 | 12.5112 | 12.8322 | 13.0275 | 13.2918 | 13.5561 | |

141
