## WAGE RATES EFFECTIVE OCTOBER 3, 2004
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| DIAG ULTRASONOGRAPHER I | 26.7734 | 27.4778 | 28.1825 | 28.6268 | 29.2594 | 30.2661 | |
| DIAG ULTRASONOGRAPHER II | 28.6477 | 29.4014 | 30.1553 | 31.0137 | 32.4760 | 34.0332 | 35.4006 |
| DIAG ULTRASONOGRAPHER III | 30.0801 | 30.8715 | 31.6630 | 32.5646 | 34.0999 | 35.7348 | 37.1712 |
| DIAG ULTRASONOGRAPHER SUPV | 32.3956 | 33.2472 | 34.0999 | 35.6361 | 37.1713 | 38.8134 | 40.2414 |
| DIAG ULTRASNOGRPHR TRAINEE | 23.5166 | | | | | | |
| EEG TECHNOLOGIST I | 17.7245 | 18.1791 | 18.6455 | 19.1493 | 20.0563 | 20.8626 | |
| EEG TECHNOLOGIST II | 18.7788 | 19.2601 | 19.7544 | 20.2580 | 21.2658 | 22.2733 | |
| EKG TECHNICIAN | 16.9292 | 17.3631 | 17.8083 | 18.3240 | 19.0661 | 19.6142 | |
| EKG TECHNICIAN SR | 17.6637 | 18.1166 | 18.5813 | 19.1420 | 20.0451 | 20.7429 | |
| EMERGENCY DEPT TECHNICIAN I | 14.8547 | 15.2358 | 15.6259 | 15.9839 | 16.3413 | 16.6328 | |
| EMERGENCY DEPT TECHNICIAN II | 17.5706 | 18.0211 | 18.4833 | 18.9409 | 19.4432 | 19.9008 | |
| GARDENER | 15.6073 | 16.0075 | 16.4178 | 16.8166 | 17.2156 | | |
| GARDENER SR | 16.8241 | 17.2557 | 17.6977 | 18.1003 | 18.4990 | | |
| HISTOLOGIC TECH I | 21.9395 | 22.5168 | 23.0943 | 23.5657 | 23.9380 | 24.2524 | |
| HISTOLOGIC TECH II | 23.7405 | 24.3655 | 24.9898 | 25.6381 | 26.0697 | 26.3643 | |
| HISTOLOGIC TECH TRAINEE | 18.3626 | 18.8452 | 19.3288 | 19.6522 | 20.1108 | 20.5700 | |
| HISTOLOGIC TECHNICIAN SUPV | 26.2684 | 26.9601 | 27.6513 | 28.3390 | 28.8889 | 29.3010 | |
| HOME HEALTH AIDE | 14.8088 | 15.1883 | 15.5778 | 15.9304 | 16.2958 | 16.6215 | |
| HOMEMAKER | 9.2632 | | | | | | |
| HOUSEKEEPING AIDE | 14.2031 | 14.5670 | 14.9405 | 15.3323 | 15.7236 | | |
| HOUSEKEEPING HEAD AIDE | 14.5749 | 14.9486 | 15.3323 | 15.7236 | 16.1147 | | |
| INVASIVE CARDIO SPECIALIST | 29.0681 | 29.9401 | 30.8382 | 31.6090 | 32.3994 | 33.2090 | |
| LABORATORY ASSISTANT I | 14.7805 | 15.1592 | 15.5484 | 15.8086 | 16.1776 | 16.5467 | |
| LABORATORY ASSISTANT II | 15.4031 | 15.7984 | 16.2038 | 16.4615 | 16.9417 | 17.3795 | |
| LABORATORY ASSISTANT III | 15.6636 | 16.0653 | 16.4770 | 16.7783 | 17.2154 | 17.6529 | |
| LABORATORY ASSISTANT SR | 16.0233 | 16.4344 | 16.8557 | 17.2111 | 17.7036 | 18.1952 | |
| LICENSED VOC NURSE | 19.2320 | 19.7382 | 20.2441 | 20.7359 | 21.2134 | 21.6903 | 22.1679 |
| LICENSED VOC NURSE SR | 20.0859 | 20.6142 | 21.1429 | 21.6352 | 22.1124 | 22.5891 | 23.0663 |
| LIFT TECHNICIAN | 14.5953 | 14.9693 | 15.3532 | 15.7054 | 16.0709 | 16.3974 | |
| LINEN ROOM SUPERVISOR | 14.5749 | 14.9486 | 15.3323 | 15.7236 | 16.1147 | | |
| MEDICAL ASSISTANT | 14.8547 | 15.2358 | 15.6259 | 15.9839 | 16.3413 | 16.6328 | |
| MEDICAL ASSISTANT SR | 15.2324 | 15.6228 | 16.0235 | 16.3806 | 16.7381 | 17.0296 | |
| MEDICAL LEGAL SPEC SAC ONLY | 17.9684 | 18.4305 | 18.8934 | 19.4452 | 20.0423 | 20.6381 | |

160
