## WAGE RATES EFFECTIVE OCTOBER 7, 2001
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
|---|---|---|---|---|---|---|---|
| PHARMACY INTERN | 14.5772 | 14.9509 | 15.3346 | 15.6194 | 16.0336 | 16.4474 | |
| PHARMACY TECH OUTPATIENT | 14.2148 | 14.5793 | 14.9530 | 15.2271 | 15.6249 | 16.0226 | |
| PHARMACY TECH INPATIENT | 14.7892 | 15.1685 | 15.5574 | 15.8424 | 16.2563 | 16.6702 | |
| PHYSICAL THERAPY AIDE | 12.4811 | 12.8014 | 13.1296 | 13.3477 | 13.6577 | 13.9678 | |
| PHYSICAL THERAPY AIDE SR | 13.0041 | 13.3378 | 13.6798 | 13.9325 | 14.2999 | 14.6675 | |
| PHYSICAL THERAPY ASST I | 17.1822 | 17.6228 | 18.0746 | 18.5122 | 18.9915 | 19.4290 | |
| PHYSICAL THERAPY ASST II | 18.2133 | 18.6800 | 19.1593 | 19.6231 | 20.1312 | 20.5948 | |
| PHYSICAL THERAPY TECH SR | 13.9885 | 14.3472 | 14.7154 | 15.0716 | 15.4618 | 15.8179 | |
| PHYSICAL THERAPY TECH | 13.6612 | 14.0114 | 14.3705 | 14.7267 | 15.1171 | 15.4731 | |
| PROJECTOR OPERATOR | 15.6471 | 16.0517 | 16.4576 | | | | |
| PROJECTOR OPERATOR | 12.6433 | 12.9678 | 13.2997 | 13.6446 | 13.9888 | | |
| PSYCHIATRIC ATTENDANT | 14.4369 | 14.8170 | 15.1967 | 15.5706 | 15.9447 | 16.3057 | |
| PSYCHIATRIC TECHNICIAN | 16.6884 | 17.1277 | 17.5666 | 17.9934 | 18.4076 | 18.8215 | 19.2358 |
| PSYCHIATRIC TECHNICIAN SR | 17.4293 | 17.8877 | 18.3465 | 18.7739 | 19.1878 | 19.6015 | 20.0156 |
| RADIOLOGIC TECH CERTIFIED | 18.6833 | 19.1745 | 19.6663 | 19.9769 | 20.4178 | | |
| RADIOLOGIC TECH I | 19.5773 | 20.0920 | 20.6074 | 20.9327 | 21.3948 | | |
| RADIOLOGIC TECH II | 20.7485 | 21.2944 | 21.8405 | 22.3352 | 23.0311 | | |
| RADIOLOGIC TECH III | 21.6518 | 22.2219 | 22.7917 | 23.4408 | 24.5460 | 25.6517 | 26.7565 |
| RADIOLOGIC TECH SUPV | 23.3187 | 23.9320 | 24.5460 | 25.6517 | 26.7565 | 27.8614 | 28.9669 |
| REG RESP THERAPY TECH I | 20.8966 | 21.4466 | 21.9960 | 22.4231 | 22.9571 | 23.4909 | |
| REG RESP THERAPY TECH II | 22.0123 | 22.5917 | 23.1708 | 23.7047 | 24.5592 | 25.6267 | 26.6943 |
| RESP CARE PRACTITIONER I | 19.9016 | 20.4252 | 20.9488 | 21.3555 | 21.8639 | 22.3726 | |
| RESP CARE PRACTITIONER II | 20.9640 | 21.5157 | 22.0674 | 22.5760 | 23.3898 | 24.4063 | 25.4231 |
| RESP CARE PRACT SUPVR | 23.1130 | 23.7209 | 24.3292 | 24.8900 | 25.7869 | 26.9079 | 28.0291 |
| RESPIRATORY CARE PERMITTEE | 17.9114 | | | | | | |
| RESPIRATORY SUPPLY AIDE | 12.8466 | 13.1759 | 13.5138 | 13.8238 | 14.1455 | 14.4329 | |
| RESPIRATORY SUPPLY AIDE SR | 13.0673 | 13.4023 | 13.7460 | 13.9991 | 14.3664 | 14.7339 | |
| SERVICE PARTNER | 12.5014 | 12.8218 | 13.1506 | 13.4951 | 13.8398 | | |
| STERILE PROC TECH II CERT | 13.8947 | 14.2509 | 14.6165 | 14.9522 | 15.2998 | 15.6103 | |
| STERILE PROC TECH SR CERT | 14.4507 | 14.8210 | 15.2013 | 15.5502 | 15.9117 | 16.2348 | |
| STERILE PROCESSING TECH I | 13.3604 | 13.7028 | 14.0544 | 14.3769 | 14.7114 | 15.0098 | |
| STOREKEEPER | 12.6433 | 12.9678 | 13.2997 | 13.6446 | 13.9888 | | |
| STOREKEEPER - CHIEF | 14.1669 | 14.5298 | 14.9025 | 15.3065 | 15.6573 | | |
| STOREKEEPER I | 12.8818 | 13.2120 | 13.5509 | 13.9017 | 14.2530 | | |
| STOREKEEPER II | 13.0890 | 13.4246 | 13.7688 | 14.1174 | 14.5981 | | |
| SURGICAL ASSISTANT CERT | 17.4111 | 17.8576 | 18.3156 | 18.7898 | 19.3539 | 20.0065 | |
| SURGICAL ASST. | 16.9865 | 17.4221 | 17.8687 | 18.3315 | 18.8821 | 19.5186 | |

142
