## WAGE RATES EFFECTIVE OCTOBER 7, 2001
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| DIAG ULTRASONOGRAPHER I | 23.5658 | 24.1858 | 24.8060 | 25.1971 | 25.7539 | 26.6400 | |
| DIAG ULTRASONOGRAPHER II | 25.2155 | 25.8790 | 26.5426 | 27.2981 | 28.5852 | 29.9558 | 31.1594 |
| DIAG ULTRASONOGRAPHER III | 26.4764 | 27.1729 | 27.8696 | 28.6632 | 30.0146 | 31.4536 | 32.7178 |
| DIAG ULTRASONOGRPHR SUPV | 28.5144 | 29.2640 | 30.0146 | 31.3667 | 32.7179 | 34.1634 | 35.4203 |
| DIAG ULTRASONO TRAINEE | 20.6992 | | | | | | |
| EEG TECHNOLOGIST I | 15.6010 | 16.0012 | 16.4117 | 16.8551 | 17.6535 | 18.3632 | |
| EEG TECHNOLOGIST II | 16.5289 | 16.9526 | 17.3876 | 17.8309 | 18.7180 | 19.6049 | |
| EKG TECHNICIAN | 14.9010 | 15.2830 | 15.6748 | 16.1286 | 16.7819 | 17.2643 | |
| EKG TECHNICIAN SR | 15.5475 | 15.9461 | 16.3551 | 16.8487 | 17.6436 | 18.2578 | |
| EMERGENCY DEPT TECH I | 13.0750 | 13.4104 | 13.7538 | 14.0689 | 14.3836 | 14.6401 | |
| EMERGENCY DEPT TECHN II | 15.4655 | 15.8621 | 16.2688 | 16.6717 | 17.1138 | 17.5165 | |
| GARDENER | 13.7374 | 14.0897 | 14.4508 | 14.8019 | 15.1531 | | |
| GARDENER SR | 14.8084 | 15.1883 | 15.5774 | 15.9318 | 16.2828 | | |
| HISTOLOGIC TECH I | 19.3110 | 19.8192 | 20.3275 | 20.7424 | 21.0701 | 21.3468 | |
| HISTOLOGIC TECH II | 20.8962 | 21.4464 | 21.9959 | 22.5664 | 22.9464 | 23.2057 | |
| HISTOLOGIC TECH TRAINEE | 16.1626 | 16.5875 | 17.0132 | 17.2977 | 17.7015 | 18.1055 | |
| HISTOLOGIC TECHNICIAN SUPVR | 23.1213 | 23.7302 | 24.3385 | 24.9439 | 25.4278 | 25.7906 | |
| HOME HEALTH AIDE | 13.0346 | 13.3686 | 13.7116 | 14.0219 | 14.3434 | 14.6301 | |
| HOMEMAKER | 8.1534 | | | | | | |
| HOUSEKEEPING AIDE | 12.5014 | 12.8218 | 13.1506 | 13.4954 | 13.8398 | | |
| HOUSEKEEPING HEAD AIDE | 12.8287 | 13.1577 | 13.4954 | 13.8398 | 14.1841 | | |
| INVASIVE CARDIO SPECIALIST | 25.5855 | 26.3531 | 27.1436 | 27.8221 | 28.5178 | 29.2304 | |
| LABORATORY ASSISTANT I | 13.0097 | 13.3431 | 13.6856 | 13.9147 | 14.2394 | 14.5644 | |
| LABORATORY ASSISTANT II | 13.5578 | 13.9056 | 14.2625 | 14.4893 | 14.9121 | 15.2974 | |
| LABORATORY ASSISTANT III | 13.7870 | 14.1406 | 14.5030 | 14.7682 | 15.1529 | 15.5380 | |
| LABORATORY ASSISTANT SR | 14.1036 | 14.4654 | 14.8362 | 15.1491 | 15.5827 | 16.0153 | |
| LICENSED VOCATIONAL NURSE | 16.9279 | 17.3734 | 17.8187 | 18.2516 | 18.6720 | 19.0917 | 19.5121 |
| LICENSED VOC NURSE SR | 17.6795 | 18.1445 | 18.6099 | 19.0433 | 19.4632 | 19.8828 | 20.3029 |
| LIFT TECHNICIAN | 12.8466 | 13.1759 | 13.5138 | 13.8238 | 14.1455 | 14.4329 | |
| LINEN ROOM SUPERVISOR | 12.8287 | 13.1577 | 13.4954 | 13.8398 | 14.1841 | | |
| MEDICAL ASSISTANT | 13.0750 | 13.4104 | 13.7538 | 14.0689 | 14.3836 | 14.6401 | |
| MEDICAL ASSISTANT SR | 13.4074 | 13.7511 | 14.1038 | 14.4181 | 14.7328 | 14.9893 | |
| MEDICAL LEGAL SPEC SAC ONLY | 15.8156 | 16.2224 | 16.6299 | 17.1155 | 17.6411 | 18.1655 | |

140
