## WAGE RATES EFFECTIVE OCTOBER 3, 2004
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| MEDICAL RECORD CODER I | 18.3208 | 18.8026 | 19.2848 | 19.6910 | 20.2541 | 20.8172 | |
| MEDICAL RECORD CODER II | 19.7762 | 20.2968 | 20.8172 | 21.2542 | 21.8618 | 22.4674 | |
| MEDICAL SECRETARY | 18.7650 | 19.2591 | 19.7528 | 20.3422 | 20.9794 | 21.6156 | |
| MEDICAL SECRETARY SR | 19.7029 | 20.2220 | 20.7404 | 21.3593 | 22.0283 | 22.6964 | |
| MEDICAL SECRETARY TRAINEE | 15.1246 | 15.5122 | 15.9099 | 16.2061 | 16.6354 | 17.0648 | |
| MESSENGER DRIVER | 14.3267 | 14.6943 | 15.0711 | 15.3323 | 15.5281 | | |
| MESSENGER DRIVER SR | 15.1761 | 15.5651 | 15.9647 | 16.2257 | 16.4208 | | |
| MONITOR TECHNICIAN | 15.6259 | 16.0181 | 16.4187 | 16.7529 | 17.1072 | 17.5200 | |
| MRI TECHNOLOGIST I | 27.8706 | 28.4281 | 28.9968 | 29.5764 | 30.1511 | | |
| MRI TECHNOLOGIST II | 29.7928 | 30.3887 | 30.9963 | 31.6162 | 32.2487 | 32.8936 | |
| MRI TECHNOLOGIST SUPV | 31.7151 | 32.3489 | 32.9961 | 33.6562 | 34.3293 | 35.0159 | |
| MRI TECHNOLOGIST TRAINEE | 25.4396 | 25.9486 | 26.4675 | | | | |
| NUCLEAR MED TECH SUPV | 29.6828 | 30.4639 | 31.2451 | 32.1524 | 33.1011 | 34.0087 | |
| NUCLEAR MEDICINE TECH I | 26.8538 | 27.5602 | 28.2674 | 29.1750 | 30.1230 | 31.0302 | |
| NUCLEAR MEDICINE TECH II | 28.5018 | 29.2521 | 30.0019 | 30.9095 | 31.8581 | 32.7656 | |
| NURSE ASSISTANT | 14.7348 | 15.1124 | 15.5000 | 15.8558 | 16.2246 | 16.5543 | |
| NURSE ASSISTANT SR | 14.8972 | 15.2795 | 15.6713 | 16.0265 | 16.3697 | 16.7248 | |
| NUTRITION AIDE | 14.0418 | 14.4015 | 14.7705 | 15.3282 | 15.6996 | | |
| NUTRITION CLERK | 14.2182 | 14.5829 | 14.9567 | 15.5144 | 15.8857 | | |
| NUTRITION CLERK SENIOR | 14.5657 | 14.9299 | 15.3041 | 15.8618 | 16.2329 | | |
| OB TECHNICIAN | 15.5206 | 15.9186 | 16.3265 | 16.7313 | 17.1748 | 17.5791 | |
| OB TECHNICIAN SR | 15.8924 | 16.3000 | 16.7184 | 17.1230 | 17.5663 | 17.9709 | |
| OCCUPNL THERP ASST I CERT | 17.9917 | 18.4528 | 18.9259 | 19.3842 | 19.8863 | 20.3443 | |
| OCCUPNL THERP ASST II CERT | 19.0712 | 19.5599 | 20.0618 | 20.5476 | 21.0793 | 21.5649 | |
| OPHTHALMIC PHOTOGRAPHER | 19.3062 | 19.8012 | 20.3091 | 20.7869 | 22.3796 | 23.9729 | |
| OPHTHALMIC TECH II CERT | 21.6387 | 22.1933 | 22.7623 | 23.9601 | 25.1584 | 26.3566 | 27.5542 |
| OPHTHALMIC TECHNICIAN | 20.6081 | 21.1366 | 21.6783 | 22.8192 | 23.9606 | 25.1014 | 26.2423 |
| ORTHOPEDIC TECHNICIAN | 17.5706 | 18.0211 | 18.4833 | 18.9409 | 19.4432 | 19.9008 | |
| ORTHOPEDIC TECHNICIAN SR | 17.9917 | 18.4528 | 18.9259 | 19.3842 | 19.8863 | 20.3443 | |
| PACEMAKER TECHNICIAN | 18.2164 | 18.6506 | 19.0959 | 19.6113 | 20.3533 | 20.9015 | |
| PACEMAKER TECHNICIAN SR | 18.9512 | 19.4040 | 19.8686 | 20.4296 | 21.3325 | 22.0303 | |
| PATHOLOGY TECHNICAL ASST | 16.8384 | 17.2702 | 17.7129 | 18.1517 | 18.6332 | 19.0715 | |
| PATHOLOGY TECHNICAL ASST SR | 17.2422 | 17.6842 | 18.1378 | 18.5767 | 19.0577 | 19.4966 | |
| PATIENT TRANSPORTATION AIDE | 13.8591 | 14.2142 | 14.5788 | 14.8008 | 15.1010 | 15.4014 | |

161
