## WAGE RATES EFFECTIVE OCTOBER 7, 2001
## STRUCTURE A/B1

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
|---|---|---|---|---|---|---|---|
| ALLERGY ASST CENT LAB SUPVR | 17.5969 | 18.0480 | 18.5108 | 18.9318 | 19.5701 | 20.1655 | |
| ALLERGY TECHNICIAN | 16.4847 | 16.9075 | 17.3409 | 17.6751 | 18.1535 | 18.6185 | |
| ALLERGY TECHNICIAN – TRAINEE | 15.6388 | 16.0397 | 16.4510 | 16.7555 | 17.1764 | 17.5685 | |
| ALLERGY TECHNICIAN SR | 17.1534 | 17.5933 | 18.0443 | 18.4367 | 18.9732 | 19.4958 | |
| ANESTHESIA SUPPLY AIDE | 14.9638 | 15.3473 | 15.7409 | 16.1022 | 16.4769 | 16.8113 | |
| ANESTHESIA SUPPLY AIDE SR | 15.2210 | 15.6113 | 16.0118 | 16.3064 | 16.7342 | 17.1624 | |
| ANESTHESIA TECH ASST SR | 17.6955 | 18.1494 | 18.6143 | 19.0756 | 19.5815 | 20.0425 | |
| ANESTHESIA TECH ASST | 17.2640 | 17.7067 | 18.1606 | 18.6106 | 19.1040 | 19.5536 | |
| ATHLETIC TRAINER – CERTIFIED | 19.6455 | 20.1493 | 20.6530 | 21.0661 | 21.4874 | 21.9172 | |
| BONE DENSITOMETRY TECH | 17.3571 | 17.8020 | 18.2582 | 18.7870 | 19.5480 | 20.1098 | |
| CARDIOVAS ANESTHESIA TECH | 21.2920 | 21.8380 | 22.3981 | 23.1708 | 24.3293 | 25.4874 | |
| CARDIOVASCULAR TECH | 21.6709 | 22.2268 | 22.7968 | 23.6412 | 24.9072 | 26.1740 | |
| CARDIOVAS TECHNICIAN SR | 23.2761 | 23.8730 | 24.4851 | 25.3294 | 26.5957 | 27.8622 | |
| CARE PARTNER | 15.1070 | 15.4941 | 15.8915 | 16.2563 | 16.6347 | 16.9722 | |
| CENTRAL SUPPLY TECHNICIAN | 14.9638 | 15.3473 | 15.7409 | 16.1022 | 16.4769 | 16.8113 | |
| CLERICAL GRADE 1 | 13.8808 | 14.2368 | 14.6017 | 14.8292 | 15.1372 | 15.4444 | |
| CLERICAL GRADE 2 | 14.4644 | 14.8355 | 15.2158 | 15.4704 | 15.8316 | 16.1930 | |
| CLERICAL GRADE 3 | 14.7690 | 15.1479 | 15.5364 | 15.8572 | 16.2060 | 16.6005 | |
| CLERICAL GRADE 4 | 15.0740 | 15.4604 | 15.8572 | 16.1519 | 16.5798 | 17.0077 | |
| CLERICAL GRADE 5 | 15.6809 | 16.0830 | 16.4955 | 16.8431 | 17.3250 | 17.8060 | |
| CLERICAL GRADE 6 | 16.3922 | 16.8125 | 17.2434 | 17.6446 | 18.1932 | 18.7416 | |
| CLERICAL GRADE 7 | 17.0964 | 17.5348 | 17.9843 | 18.4257 | 19.0681 | 19.7102 | |
| COMMUNICATION OPERATOR | 14.7413 | 15.1194 | 15.5070 | 15.7665 | 16.1347 | 16.3662 | 16.9251 |
| COMMUNICATION OPERATOR SR | 15.0517 | 15.4379 | 15.8337 | 16.1607 | 16.5162 | 16.7475 | 17.3333 |
| COOK A | 16.1538 | 16.5681 | 16.9930 | 17.4095 | 17.8261 | | |
| COOK IN CHARGE (SR) | 16.8479 | 17.2802 | 17.7234 | 18.1400 | 18.5564 | | |
| CT SCHEDULING ASSISTANT | 15.0740 | 15.4604 | 15.8572 | 16.1519 | 16.5798 | 17.0077 | |
| CUSTODIAN/WATCHMAN | 15.5906 | 15.9905 | 16.4007 | 16.8018 | 17.2033 | | |
| CYTOGENETIC TECH I | 27.0821 | 27.7945 | 28.5075 | 28.8848 | 29.9005 | 30.8954 | |
| CYTOGENETIC TECH II | 27.9777 | 28.7139 | 29.4502 | 30.0163 | 31.0108 | 32.1106 | |
| CYTOGENETIC TECH III | 28.9330 | 29.6945 | 30.4560 | 31.1256 | 32.2675 | 33.3884 | 34.5692 |
| CYTOGENETIC TECH SR | 30.5166 | 31.3196 | 32.1224 | 32.7921 | 33.7869 | 34.8027 | 36.0297 |
| CYTOGENETIC TRAINEE | 22.3296 | 23.2697 | | | | | |

109
