## WAGE RATES EFFECTIVE OCTOBER 7, 2001
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| SURGICAL TECHNICIAN | 15.8357 | 16.2415 | 16.6580 | 17.0706 | 17.5233 | 17.9356 | |
| SURGICAL TECHNICIAN SR | 16.2150 | 16.6306 | 17.0570 | 17.4701 | 17.9225 | 18.3354 | |
| TRAINEE SURGICAL ASST | 16.4710 | | | | | | |
| UNIT ASSISTANT | 13.3371 | 13.6790 | 14.0297 | 14.3226 | 14.6324 | 14.9937 | |
| UNIT ASSISTANT SR | 13.6134 | 13.9715 | 14.3300 | 14.5964 | 14.9829 | 15.3700 | |
| VISION SERVICES ASST I | 13.0750 | 13.4104 | 13.7538 | 14.0689 | 14.3836 | 14.6401 | |
| VISION SERVICES ASST II | 13.5345 | 13.8814 | 14.2372 | 14.5633 | 14.8890 | 15.1543 | |
| YARDKEEPER | 12.5120 | 12.8331 | 13.1621 | 13.5068 | 13.8510 | | |

143
