## WAGE RATES EFFECTIVE OCTOBER 6, 2002
## STRUCTURE A/B1

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| LICENSED VOC NURSE | 20.5066 | 21.0464 | 21.5859 | 22.1102 | 22.6193 | 23.1279 | 23.6371 |
| LICENSED VOC NURSE SR | 21.4169 | 21.9807 | 22.5442 | 23.0693 | 23.5782 | 24.0865 | 24.5954 |
| LIFT TECHNICIAN | 15.5624 | 15.9612 | 16.3705 | 16.7463 | 17.1360 | 17.4838 | |
| LINEN ROOM SUPERVISOR | 15.5408 | 15.9390 | 16.3483 | 16.7656 | 17.1830 | | |
| LITHOTRIPSY TECHNICIAN | 17.1765 | 17.6169 | 18.0686 | 18.4824 | 18.8958 | 19.2321 | |
| MEDICAL ASSISTANT | 15.8391 | 16.2454 | 16.6618 | 17.0432 | 17.4245 | 17.7347 | |
| MEDICAL ASSISTANT SR | 16.2420 | 16.6584 | 17.0857 | 17.4666 | 17.8474 | 18.1582 | |
| MEDICAL RECORD CODER I | 19.5349 | 20.0487 | 20.5629 | 20.9962 | 21.5968 | 22.1968 | |
| MEDICAL RECORD CODER II | 21.0869 | 21.6420 | 22.1968 | 22.6630 | 23.3110 | 23.9566 | |
| MEDICAL SECRETARY | 20.0090 | 20.5354 | 21.0520 | 21.6904 | 22.3699 | 23.0484 | |
| MEDICAL SECRETARY SR | 21.0090 | 21.5620 | 22.1151 | 22.7751 | 23.4887 | 24.2006 | |
| MEDICAL SECRETARY TRAINEE | 16.1270 | 16.5404 | 16.9649 | 17.2802 | 17.7380 | 18.1958 | |
| MESSENGER DRIVER | 15.2764 | 15.6682 | 16.0698 | 16.3483 | 16.5572 | 0.0000 | |
| MESSENGER DRIVER SR | 16.1819 | 16.5970 | 17.0225 | 17.3006 | 17.5092 | 0.0000 | |
| MOLECULAR TECHNOLOGIST I | 28.1654 | 28.9063 | 29.6478 | 30.0402 | 31.0965 | 32.1312 | |
| MOLECULAR TECHNOLOGIST II | 29.0968 | 29.8625 | 30.6282 | 31.2170 | 32.2512 | 33.3950 | |
| MOLECULAR TECHNOLOGIST III | 30.0903 | 30.8822 | 31.6742 | 32.3706 | 33.5582 | 34.7239 | |
| MOLECULAR TECHNOLOGIST SR | 31.7373 | 32.5723 | 33.4073 | 34.1038 | 35.1384 | 36.1948 | 37.4709 |
| MOLECULAR TECHNOL TRAINEE | 23.2228 | 24.2005 | | | | | |
| MONITOR TECHNICIAN | 16.6004 | 17.0170 | 17.4443 | 17.8010 | 18.1782 | 18.6187 | |
| MRI TECHNOLOGIST - SUPV | 33.8167 | 34.4934 | 35.1832 | 35.8869 | 36.6045 | 37.3366 | |
| MRI TECHNOLOGIST I | 29.7178 | 30.3127 | 30.9187 | 31.5372 | 32.1493 | 0.0000 | |
| MRI TECHNOLOGIST II | 31.7676 | 32.4029 | 33.0510 | 33.7117 | 34.3862 | 35.0740 | |
| MRI TECHNOLOGIST TRAINEE | 27.1262 | 27.6686 | 28.2216 | 0.0000 | 0.0000 | 0.0000 | |
| NUCLEAR MED TECH - SUPV | 31.6503 | 32.4829 | 33.3160 | 34.2836 | 35.2950 | 36.2628 | |
| NUCLEAR MEDICINE TECH I | 28.6335 | 29.3871 | 30.1408 | 31.1085 | 32.1196 | 33.0872 | |
| NUCLEAR MEDICINE TECH II | 30.3911 | 31.1908 | 31.9903 | 32.9581 | 33.9693 | 34.9377 | |
| NURSE ASSISTANT | 15.7113 | 16.1139 | 16.5272 | 16.9066 | 17.3001 | 17.6511 | |
| NURSE ASSISTANT SR | 15.8848 | 16.2921 | 16.7099 | 17.0891 | 17.4546 | 17.8333 | |
| NUTRITION AIDE | 14.9719 | 15.3561 | 15.7501 | 16.3441 | 16.7405 | | |
| NUTRITION CLERK | 15.1607 | 15.5495 | 15.9480 | 16.5423 | 16.9385 | 0.0000 | |
| NUTRITION CLERK SENIOR | 15.4753 | 15.8642 | 16.2628 | 16.8570 | 17.1968 | 0.0000 | |
| OB TECHNICIAN | 16.5495 | 16.9737 | 17.4088 | 17.8401 | 18.3133 | 18.7442 | |
| OB TECHNICIAN SR | 16.9462 | 17.3806 | 17.8264 | 18.2578 | 18.7307 | 19.1620 | |

116
