## WAGE RATES EFFECTIVE OCTOBER 3, 2004
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| PHARMACY INTERN | 16.5614 | 16.9859 | 17.4218 | 17.7454 | 18.2160 | 18.6862 | |
| PHARMACY TECH OUTPATIENT | 16.1495 | 16.5638 | 16.9883 | 17.2998 | 17.7516 | 18.2034 | |
| PHARMACY TECH INPATIENT | 16.8022 | 17.2331 | 17.6750 | 17.9987 | 18.4690 | 18.9392 | |
| | | | | | | | |
| PHYSICAL THERAPY AIDE | 14.1799 | 14.5439 | 14.9167 | 15.1644 | 15.5167 | 15.8690 | |
| PHYSICAL THERAPY AIDE SR | 14.7741 | 15.1532 | 15.5419 | 15.8289 | 16.2463 | 16.6640 | |
| PHYSICAL THERAPY ASST I | 19.5209 | 20.0215 | 20.5347 | 21.0319 | 21.5765 | 22.0735 | |
| PHYSICAL THERAPY ASST II | 20.6923 | 21.2227 | 21.7671 | 22.2941 | 22.8713 | 23.3979 | |
| PHYSICAL THERAPY TECH SR | 15.8924 | 16.3000 | 16.7184 | 17.1230 | 17.5663 | 17.9709 | |
| PHYSICAL THERAPY TECHNICIAN | 15.5206 | 15.9186 | 16.3265 | 16.7313 | 17.1748 | 17.5791 | |
| | | | | | | | |
| PROJECTOR OPERATOR | 17.7768 | 18.2365 | 18.6977 | | | | |
| PROJECTOR OPERATOR | 14.3642 | 14.7330 | 15.1100 | 15.5017 | 15.8929 | | |
| | | | | | | | |
| PSYCHIATRIC ATTENDANT | 16.4020 | 16.8339 | 17.2651 | 17.6900 | 18.1149 | 18.5252 | |
| PSYCHIATRIC TECHNICIAN | 18.9599 | 19.4590 | 19.9577 | 20.4424 | 20.9132 | 21.3833 | 21.8540 |
| PSYCHIATRIC TECHNICIAN SR | 19.8016 | 20.3225 | 20.8437 | 21.3293 | 21.7995 | 22.2695 | 22.7400 |
| | | | | | | | |
| RADIOLOGIC TECH I | 22.2421 | 22.8268 | 23.4123 | 23.7819 | 24.3068 | | |
| RADIOLOGIC TECH II | 23.5726 | 24.1928 | 24.8134 | 25.3753 | 26.1660 | | |
| RADIOLOGIC TECH III | 24.5988 | 25.2466 | 25.8939 | 26.6314 | 27.8871 | 29.1432 | 30.3985 |
| RADIOLOGIC TECH LIMITED | 21.2263 | 21.7843 | 22.3432 | 22.6961 | 23.1970 | | |
| RADIOLOGIC TECHNOL.SUPV | 26.4928 | 27.1894 | 27.8871 | 29.1432 | 30.3985 | 31.6536 | 32.9098 |
| | | | | | | | |
| REG RESPIRATORY THER TECH I | 23.7409 | 24.3657 | 24.9900 | 25.4751 | 26.0820 | 26.6883 | |
| REG RESPIRATORY THER TECH II | 25.0085 | 25.6667 | 26.3246 | 26.9312 | 27.9021 | 29.1148 | 30.3276 |
| | | | | | | | |
| RESP CARE PRACTITIONER I | 22.6104 | 23.2054 | 23.8002 | 24.2624 | 24.8398 | 25.4178 | |
| RESP CARE PRACTITIONER II | 23.8174 | 24.4443 | 25.0711 | 25.6490 | 26.5734 | 27.7284 | 28.8835 |
| RESP CARE PRACTITIONER SUPV | 26.2590 | 26.9496 | 27.6407 | 28.2779 | 29.2969 | 30.5705 | 31.8443 |
| | | | | | | | |
| RESPIRATORY CARE PERMITTEE | 20.3494 | | | | | | |
| RESPIRATORY SUPPLY AIDE | 14.5953 | 14.9693 | 15.3532 | 15.7054 | 16.0709 | 16.3974 | |
| RESPIRATORY SUPPLY AIDE SR | 14.8459 | 15.2265 | 15.6171 | 15.9046 | 16.3219 | 16.7393 | |
| | | | | | | | |
| SERVICE PARTNER | 14.2031 | 14.5670 | 14.9405 | 15.3320 | 15.7236 | | |
| | | | | | | | |
| STERILE PROC TECH CERT SR | 16.4176 | 16.8383 | 17.2703 | 17.6668 | 18.0774 | 18.4445 | |
| STERILE PROC TECH II CERT | 15.7858 | 16.1906 | 16.6060 | 16.9874 | 17.3822 | 17.7351 | |
| STERILE PROCESSING TECH I | 15.1790 | 15.5679 | 15.9673 | 16.3338 | 16.7137 | 17.0529 | |
| | | | | | | | |
| STOREKEEPER | 14.3642 | 14.7330 | 15.1100 | 15.5017 | 15.8929 | | |
| STOREKEEPER CHIEF | 16.0951 | 16.5075 | 16.9309 | 17.3899 | 17.7886 | | |
| STOREKEEPER I | 14.6351 | 15.0103 | 15.3954 | 15.7939 | 16.1930 | | |
| STOREKEEPER II | 14.8705 | 15.2518 | 15.6430 | 16.0390 | 16.5852 | | |
| | | | | | | | |
| SURGICAL ASSISTANT CERT | 19.7809 | 20.2882 | 20.8087 | 21.3474 | 21.9882 | 22.7297 | |
| SURGICAL ASST TRAINEE | 18.7128 | | | | | | |
| SURGICAL ASST. | 19.2987 | 19.7935 | 20.3009 | 20.8266 | 21.4521 | 22.1754 | |

162
