## WAGE RATES EFFECTIVE OCTOBER 8, 2000
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| MEDICAL RECORD CODER I | 15.3522 | 15.7558 | 16.1599 | 16.5004 | 16.9722 | 17.4440 | |
| MEDICAL RECORD CODER II | 16.5717 | 17.0079 | 17.4440 | 17.8102 | 18.3194 | 18.8268 | |
| MEDICAL SECRETARY | 15.7243 | 16.1384 | 16.5521 | 17.0458 | 17.5799 | 18.1130 | |
| MEDICAL SECRETARY SR | 16.5103 | 16.9451 | 17.3797 | 17.8983 | 18.4589 | 19.0186 | |
| MEDICAL SECRETARY TRAINEE | 12.6740 | 12.9987 | 13.3319 | 13.5802 | 13.9398 | 14.2997 | |
| MESSENGER DRIVER | 12.0052 | 12.3133 | 12.6289 | 12.8478 | 13.0119 | | |
| MESSENGER DRIVER SR | 12.7169 | 13.0430 | 13.3778 | 13.5964 | 13.7600 | | |
| MONITOR TECHNICIAN | 13.0939 | 13.4225 | 13.7583 | 14.0383 | 14.3351 | 14.6812 | |
| MRI TECHNOLOGIST I | 23.3546 | 23.8217 | 24.2982 | 24.7839 | 25.2653 | | |
| MRI TECHNOLOGIST II | 24.9652 | 25.4646 | 25.9738 | 26.4932 | 27.0232 | 27.5636 | |
| MRI TECHNOLOGIST SUPV | 26.5759 | 27.1072 | 27.6495 | 28.2026 | 28.7665 | 29.3419 | |
| MRI TECHNOLOGIST TRAINEE | 21.3175 | 21.7440 | 22.1787 | | | | |
| NUCLEAR MED TECH SUPV | 24.8731 | 25.5276 | 26.1822 | 26.9425 | 27.7373 | 28.4981 | |
| NUCLEAR MEDICINE TECH I | 22.5025 | 23.0945 | 23.6869 | 24.4474 | 25.2419 | 26.0021 | |
| NUCLEAR MEDICINE TECH II | 23.8834 | 24.5121 | 25.1404 | 25.9010 | 26.6958 | 27.4564 | |
| NURSE ASSISTANT | 12.3472 | 12.6637 | 12.9884 | 13.2865 | 13.5956 | 13.8719 | |
| NURSE ASSISTANT SR | 12.4834 | 12.8036 | 13.1320 | 13.4295 | 13.7171 | 14.0148 | |
| NUTRITION AIDE | 11.7664 | 12.0679 | 12.3772 | 12.8445 | 13.1556 | | |
| NUTRITION CLERK | 11.9144 | 12.2198 | 12.5332 | 13.0004 | 13.3116 | | |
| NUTRITION CLERK - SENIOR | 12.2054 | 12.5108 | 12.8243 | 13.2916 | 13.6027 | | |
| OB TECHNICIAN | 13.0057 | 13.3391 | 13.6810 | 14.0201 | 14.3918 | 14.7307 | |
| OB TECHNICIAN SR | 13.3173 | 13.6588 | 14.0093 | 14.3484 | 14.7199 | 15.0589 | |
| OCCUPNL THERP ASST I CERT | 15.0762 | 15.4628 | 15.8592 | 16.2433 | 16.6640 | 17.0477 | |
| OCCUPNL THERP ASST II CERT | 15.9809 | 16.3904 | 16.8110 | 17.2180 | 17.6637 | 18.0706 | |
| OPHTHALMIC PHOTOGRAPHER | 16.1779 | 16.5927 | 17.0182 | 17.4186 | 18.7533 | 20.0883 | |
| OPHTHALMIC TECH II CERT | 18.1324 | 18.5971 | 19.0739 | 20.0777 | 21.0819 | 22.0858 | 23.0894 |
| OPHTHALMIC TECHNICIAN | 17.2688 | 17.7117 | 18.1655 | 19.1216 | 20.0780 | 21.0341 | 21.9900 |
| ORTHOPEDIC TECHNICIAN | 14.7235 | 15.1010 | 15.4882 | 15.8718 | 16.2927 | 16.6760 | |
| ORTHOPEDIC TECHNICIAN SR | 15.0762 | 15.4628 | 15.8592 | 16.2433 | 16.6640 | 17.0477 | |
| PACEMAKER TECHNICIAN | 15.2647 | 15.6285 | 16.0016 | 16.4335 | 17.0553 | 17.5146 | |
| PACEMAKER TECHNICIAN SR | 15.8803 | 16.2598 | 16.6491 | 17.1192 | 17.8757 | 18.4606 | |
| PATHOLOGY TECH ASST | 14.1100 | 14.4718 | 14.8427 | 15.2104 | 15.6139 | 15.9812 | |
| PATHOLOGY TECH ASST SR | 14.4482 | 14.8186 | 15.1988 | 15.5665 | 15.9696 | 16.3374 | |
| PATIENT TRANSPORTATION AIDE | 11.6135 | 11.9109 | 12.2165 | 12.4024 | 12.6541 | 12.9056 | |

131
