## WAGE RATES EFFECTIVE OCTOBER 8, 2000
## STRUCTURE A/B1

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| OCCUPTIONL THERP ASST I CERT | 17.7369 | 18.1918 | 18.6582 | 19.1101 | 19.6047 | 20.0561 | |
| OCCUPTIONL THERP ASST II CERT | 18.8009 | 19.2834 | 19.7776 | 20.2566 | 20.7809 | 21.2593 | |
| OPHTHALMIC PHOTOGRAPHER | 19.0328 | 19.5209 | 20.0216 | 20.4923 | 22.0625 | 23.6333 | |
| OPHTHALMIC TECH II – CERTIFIED | 21.3320 | 21.8790 | 22.4396 | 23.6208 | 24.8022 | 25.9833 | 27.1643 |
| OPHTHALMIC TECHNICIAN | 20.3159 | 20.8371 | 21.3714 | 22.4961 | 23.6212 | 24.7459 | 25.8708 |
| OR EQUIPMENT TECH | 17.3217 | 17.7657 | 18.2212 | 18.6727 | 19.1678 | 19.6191 | |
| OR EQUIPMENT TECH – SR | 17.7369 | 18.1917 | 18.6582 | 19.1101 | 19.6047 | 20.0561 | |
| ORTHOPEDIC TECH ASST SR | 14.8970 | 15.2890 | 15.6811 | 16.0467 | 16.4469 | 16.8123 | |
| ORTHOPEDIC TECHNICIAN | 17.3217 | 17.7657 | 18.2212 | 18.6727 | 19.1678 | 19.6191 | |
| ORTHOPEDIC TECHNICIAN SR | 17.7369 | 18.1917 | 18.6582 | 19.1101 | 19.6047 | 20.0561 | |
| PATHOLOGY TECHNCAL ASST | 16.6000 | 17.0257 | 17.4621 | 17.8948 | 18.3692 | 18.8015 | |
| PATHOLOGY TECHNCAL ASST SR | 16.9979 | 17.4336 | 17.8809 | 18.3134 | 18.7881 | 19.2205 | |
| PATIENT TRANSPORTATION AIDE | 13.6629 | 14.0131 | 14.3724 | 14.5911 | 14.8873 | 15.1829 | |
| PHARMACY INTERN | 16.3266 | 16.7453 | 17.1748 | 17.4942 | 17.9578 | 18.4215 | |
| PHARMACY TECH – OUTPATIENT | 15.9209 | 16.3290 | 16.7478 | 17.0547 | 17.5000 | 17.9456 | |
| PHARMACY TECH – INPATIENT | 16.5643 | 16.9889 | 17.4247 | 17.7439 | 18.2073 | 18.6709 | |
| PHYSICAL THERAPY AIDE | 13.9790 | 14.3375 | 14.7051 | 14.9496 | 15.2966 | 15.6439 | |
| PHYSICAL THERAPY AIDE SR | 14.5653 | 14.9388 | 15.3219 | 15.6047 | 16.0161 | 16.4281 | |
| PHYSICAL THERAPY ASST I | 19.2445 | 19.7381 | 20.2442 | 20.7344 | 21.2712 | 21.7608 | |
| PHYSICAL THERAPY ASST II | 20.3991 | 20.9224 | 21.4588 | 21.9784 | 22.5472 | 23.0663 | |
| PHYSICAL THERAPY TECHNICIAN | 15.3010 | 15.6932 | 16.0954 | 16.4941 | 16.9316 | 17.3301 | |
| PSYCHIATRIC ATTENDANT | 16.1696 | 16.5952 | 17.0205 | 17.4393 | 17.8583 | 18.2627 | |
| PSYCHIATRIC TECHNICIAN | 18.6912 | 19.1833 | 19.6749 | 20.1528 | 20.6169 | 21.0805 | 21.5446 |
| PSYCHIATRIC TECHNICIAN SR | 19.5210 | 20.0348 | 20.5485 | 21.0270 | 21.4908 | 21.9542 | 22.4180 |
| RADIOGRAPHIC FILM PROC TECH | 19.1906 | 19.6337 | 20.1372 | 20.6789 | 21.4182 | 22.1572 | |
| RADIOLGC FILM PROCLEADTECH | 21.0675 | 21.6079 | 22.1620 | 23.0050 | 23.5100 | 24.0634 | |
| RADIOLOGIC TECH – LIMITED | 20.9256 | 21.4761 | 22.0268 | 22.3745 | 22.8687 | |
| RADIOLOGIC TECH I | 21.9268 | 22.5037 | 23.0807 | 23.4450 | 23.9629 | |
| RADIOLOGIC TECH II | 23.2387 | 23.8505 | 24.4620 | 25.0160 | 25.7952 | |
| RADIOLOGIC TECH III | 24.2509 | 24.8889 | 25.5271 | 26.2540 | 27.4918 | 28.7304 | 29.9681 |
| RADIOLOGIC TECHNOL – SUPV | 26.1175 | 26.8045 | 27.4918 | 28.7304 | 29.9681 | 31.2055 | 32.4435 |
| REG RESP THERAPY TECH I | 23.4042 | 24.0201 | 24.6359 | 25.1146 | 25.7127 | 26.3095 | |
| REG RESP THERAPY TECH II | 24.6544 | 25.3028 | 25.9519 | 26.5494 | 27.5066 | 28.7026 | 29.8985 |
| REGL LAB SUPPORT SPEC | 15.1850 | 15.5745 | 15.9739 | 16.2712 | 16.7018 | 17.1332 | |
| RESP CARE PRACTR – SUPV | 25.8870 | 26.5680 | 27.2496 | 27.8769 | 28.8819 | 30.1378 | 31.3932 |
| RESP CARE PRACTR I | 22.2898 | 22.8765 | 23.4630 | 23.9186 | 24.4884 | 25.0578 | 0.0000 |
| RESP CARE PRACTR II | 23.4804 | 24.0982 | 24.7161 | 25.2851 | 26.1968 | 27.3356 | 28.4747 |

107
