## WAGE RATES EFFECTIVE OCTOBER 6, 2002
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| SURGICAL ASSISTANT CERT | 18.2886 | 18.7576 | 19.2388 | 19.7368 | 20.3293 | 21.0149 | |
| SURGICAL ASST TRAINEE | 17.3011 | | | | | | |
| SURGICAL ASST | 17.8427 | 18.3002 | 18.7693 | 19.2554 | 19.8337 | 20.5024 | |
| SURGICAL TECHNICIAN | 16.6339 | 17.0601 | 17.4976 | 17.9310 | 18.4064 | 18.8396 | |
| SURGICAL TECHNICIAN SR | 17.0323 | 17.4688 | 17.9167 | 18.3506 | 18.8258 | 19.2596 | |
| UNIT ASSISTANT | 14.0093 | 14.3684 | 14.7368 | 15.0444 | 15.3698 | 15.7493 | |
| UNIT ASSISTANT SR | 14.2995 | 14.6756 | 15.0522 | 15.3321 | 15.7380 | 16.1446 | |
| VISION SERVICES ASST I | 13.7340 | 14.0863 | 14.4470 | 14.7780 | 15.1085 | 15.3780 | |
| VISION SERVICES ASST II | 14.2166 | 14.5810 | 14.9548 | 15.2973 | 15.6394 | 15.9180 | |
| YARDKEEPER | 13.1426 | 13.4799 | 13.8254 | 14.1876 | 14.5491 | | |

153
