## WAGE RATES EFFECTIVE OCTOBER 3, 2004
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| ALLRGY ASST SUPV CENTRL LAB | 17.1631 | 17.4289 | 17.8759 | 18.2823 | 18.8990 | 19.4739 | |
| ALLERGY TECHNICIAN | 16.0784 | 16.4908 | 16.9136 | 17.2395 | 17.7058 | 18.1593 | |
| ALLERGY TECHNICIAN SR | 16.7307 | 17.1595 | 17.5997 | 17.9821 | 18.5057 | 19.0152 | |
| ALLERGY TECHNICIAN TRAINEE | 15.2532 | 15.6444 | 16.0456 | 16.3426 | 16.7512 | 17.1355 | |
| ANESTHESIA SUPPLY AIDE | 14.5953 | 14.9693 | 15.3532 | 15.7054 | 16.0709 | 16.3974 | |
| ANESTHESIA SUPPLY AIDE SR | 14.8459 | 15.2265 | 15.6171 | 15.9046 | 16.3219 | 16.7393 | |
| ANESTHESIA TECH ASST SR | 17.2593 | 17.7020 | 18.1553 | 18.6056 | 19.0990 | 19.5485 | |
| ANESTHESIA TECH ASST | 16.8384 | 17.2703 | 17.7128 | 18.1517 | 18.6332 | 19.0716 | |
| BONE DENSITOMETRY TECH | 16.9292 | 17.3631 | 17.8083 | 18.3240 | 19.0661 | 19.6142 | |
| CARDIOVASCULAR TECH | 21.1369 | 21.6787 | 22.2346 | 23.0589 | 24.2933 | 25.5289 | |
| CARDIOVASCULAR TECH SR | 22.7024 | 23.2847 | 23.8817 | 24.7052 | 25.9402 | 27.1754 | |
| CARE PARTNER | 14.7348 | 15.1124 | 15.5000 | 15.8558 | 16.2246 | 16.5541 | |
| CENTRAL SUPPLY TECHNICIAN | 14.5953 | 14.9693 | 15.3532 | 15.7054 | 16.0709 | 16.3974 | |
| CLERICAL GRADE 1 | 13.5386 | 13.8859 | 14.2416 | 14.4635 | 14.7643 | 15.0640 | |
| CLERICAL GRADE 2 | 14.1079 | 14.4698 | 14.8405 | 15.0892 | 15.4416 | 15.7939 | |
| CLERICAL GRADE 3 | 14.4051 | 14.7746 | 15.1532 | 15.4660 | 15.8068 | 16.1917 | |
| CLERICAL GRADE 4 | 14.7026 | 15.0794 | 15.4660 | 15.7539 | 16.1711 | 16.5886 | |
| CLERICAL GRADE 5 | 15.2947 | 15.6865 | 16.0889 | 16.4279 | 16.8979 | 17.3673 | |
| CLERICAL GRADE 6 | 15.9878 | 16.3980 | 16.8187 | 17.2098 | 17.7447 | 18.2795 | |
| CLERICAL GRADE 7 | 16.6753 | 17.1025 | 17.5411 | 17.9717 | 18.5981 | 19.2243 | |
| COMMUNICATION OPERATOR | 14.3779 | 14.7468 | 15.1244 | 15.3781 | 15.7371 | 15.9625 | 16.5079 |
| COMMUNICATION OPERATOR SR | 14.6807 | 15.0573 | 15.4432 | 15.7619 | 16.1093 | 16.3349 | 16.9060 |
| COOK A | 15.7558 | 16.1596 | 16.5744 | 16.9803 | 17.3870 | | |
| COOK IN CHARGE (SR) | 16.4327 | 16.8540 | 17.2864 | 17.6931 | 18.0991 | | |
| CT SCHEDULING ASSISTANT | 14.7026 | 15.0794 | 15.4660 | 15.7539 | 16.1711 | 16.5886 | |
| CUSTODIAN/WATCHMAN | 15.2067 | 15.5966 | 15.9963 | 16.3873 | 16.7795 | | |
| CYTO-HISTO TECHNOL SUPVR | 32.5396 | 33.3960 | 34.2520 | 35.6888 | 36.8658 | 37.5569 | |
| CYTOLOGY TECHNOL CHIEF | 31.4734 | 32.3017 | 33.1292 | 33.8201 | 34.8460 | 35.8935 | |
| CYTOTECHNOLOGIST I | 27.9309 | 28.6659 | 29.4014 | 29.7903 | 30.8380 | 31.8640 | |
| CYTOTECHNOLOGIST II | 28.8550 | 29.6144 | 30.3735 | 30.9574 | 31.9831 | 33.1170 | |
| CYTOTECHNOLOGIST III | 29.8404 | 30.6256 | 31.4108 | 32.1018 | 33.2792 | 34.4353 | |
| DARK ROOM TECHNICIAN | 14.8115 | 15.1913 | 15.5809 | 15.8810 | 16.4289 | 16.8206 | |
| DEPARTMENT SECRETARY | 15.8122 | 16.2174 | 16.6336 | 16.9430 | 17.3914 | 17.8407 | |

159
