## WAGE RATES EFFECTIVE OCTOBER 6, 2002
## STRUCTURE A/B1

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| ALLRGY CENTRL ASST LAB SUPR | 18.3008 | 18.7699 | 19.2512 | 19.6891 | 20.3529 | 20.9721 | |
| ALLERGY TECHNICIAN | 17.1441 | 17.5838 | 18.0345 | 18.3821 | 18.8796 | 19.3632 | |
| ALLERGY TECHNICIAN SR | 17.8395 | 18.2970 | 18.7661 | 19.1742 | 19.7321 | 20.2756 | |
| ALLERGY TECHNICIAN TRAINEE | 16.2644 | 16.6813 | 17.1090 | 17.4257 | 17.8635 | 18.2712 | |
| ANESTHESIA SUPPLY AIDE | 15.5624 | 15.9612 | 16.3705 | 16.7463 | 17.1360 | 17.4838 | |
| ANESTHESIA SUPPLY AIDE SR | 15.8298 | 16.2358 | 16.6523 | 16.9587 | 17.4036 | 17.8489 | |
| ANESTHESIA TECH ASST SR | 18.4033 | 18.8754 | 19.3589 | 19.8386 | 20.3648 | 20.8442 | |
| ANESTHESIA TECH ASST | 17.9546 | 18.4150 | 18.8870 | 19.3550 | 19.8682 | 20.3357 | |
| ATHLETIC TRAINER CERT | 20.4313 | 20.9553 | 21.4791 | 21.9087 | 22.3469 | 22.7939 | |
| BONE DENSITOMETRY TECH | 18.0514 | 18.5141 | 18.9885 | 19.5385 | 20.3299 | 20.9142 | |
| CARDIOVAS ANESTHESIA TECH | 22.1437 | 22.7115 | 23.2940 | 24.0976 | 25.3025 | 26.5069 | |
| CARDIOVASCULAR TECH | 22.5377 | 23.1159 | 23.7087 | 24.5868 | 25.9035 | 27.2210 | |
| CARDIOVAS TECHNICIAN SR | 24.2071 | 24.8279 | 25.4645 | 26.3426 | 27.6595 | 28.9767 | |
| CARE PARTNER | 15.7113 | 16.1139 | 16.5272 | 16.9066 | 17.3001 | 17.6511 | |
| CENTRAL SUPPLY TECHNICIAN | 15.5624 | 15.9612 | 16.3705 | 16.7463 | 17.1360 | 17.4838 | |
| CLERICAL GRADE 1 | 14.4360 | 14.8063 | 15.1858 | 15.4224 | 15.7427 | 16.0622 | |
| CLERICAL GRADE 2 | 15.0430 | 15.4289 | 15.8244 | 16.0892 | 16.4649 | 16.8407 | |
| CLERICAL GRADE 3 | 15.3598 | 15.7538 | 16.1579 | 16.4915 | 16.8542 | 17.2645 | |
| CLERICAL GRADE 4 | 15.6770 | 16.0788 | 16.4915 | 16.7980 | 17.2430 | 17.6880 | |
| CLERICAL GRADE 5 | 16.3081 | 16.7263 | 17.1553 | 17.5168 | 18.0180 | 18.5182 | |
| CLERICAL GRADE 6 | 17.0479 | 17.4850 | 17.9331 | 18.3504 | 18.9209 | 19.4913 | |
| CLERICAL GRADE 7 | 17.7803 | 18.2362 | 18.7037 | 19.1627 | 19.8308 | 20.4986 | |
| COMMUNICATION OPERATOR | 15.3310 | 15.7242 | 16.1273 | 16.3972 | 16.7801 | 17.0208 | 17.6021 |
| COMMUNICATION OPERATOR SR | 15.6538 | 16.0554 | 16.4670 | 16.8071 | 17.1768 | 17.4174 | 18.0266 |
| COOK A | 16.8000 | 17.2308 | 17.6727 | 18.1059 | 18.5391 | | |
| COOK IN CHARGE (SR) | 17.5218 | 17.9714 | 18.4323 | 18.8656 | 19.2987 | | |
| CT SCHEDULING ASSISTANT | 15.6770 | 16.0788 | 16.4915 | 16.7980 | 17.2430 | 17.6880 | |
| CUSTODIAN/WATCHMAN | 16.2142 | 16.6301 | 17.0567 | 17.4739 | 17.8914 | | |
| CYTOGENETIC TECH I | 28.1654 | 28.9063 | 29.6478 | 30.0402 | 31.0965 | 32.1312 | |
| CYTOGENETIC TECH II | 29.0968 | 29.8625 | 30.6282 | 31.2170 | 32.2512 | 33.3950 | |
| CYTOGENETIC TECH III | 30.0903 | 30.8823 | 31.6742 | 32.3706 | 33.5582 | 34.7239 | 35.9520 |
| CYTOGENETIC TECH SR | 31.7373 | 32.5724 | 33.4073 | 34.1038 | 35.1384 | 36.1948 | 37.4709 |
| CYTOGENETIC TRAINEE | 23.2228 | 24.2005 | | | | | |

114
