## WAGE RATES EFFECTIVE OCTOBER 8, 2000
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| PHARMACY INTERN | 13.8777 | 14.2336 | 14.5988 | 14.8700 | 15.2643 | 15.6582 | |
| PHARMACY TECH OUTPATIENT | 13.5328 | 13.8798 | 14.2355 | 14.4964 | 14.8751 | 15.2538 | |
| PHARMACY TECH INPATIENT | 14.0796 | 14.4407 | 14.8109 | 15.0823 | 15.4763 | 15.8703 | |
| PHYSICAL THERAPY AIDE | 11.8823 | 12.1871 | 12.4996 | 12.7072 | 13.0024 | 13.2976 | |
| PHYSICAL THERAPY AIDE SR | 12.3801 | 12.6978 | 13.0235 | 13.2640 | 13.6138 | 13.9638 | |
| PHYSICAL THERAPY ASST I | 16.3577 | 16.7772 | 17.2073 | 17.6240 | 18.0803 | 18.4967 | |
| PHYSICAL THERAPY ASST II | 17.3394 | 17.7837 | 18.2400 | 18.6816 | 19.1652 | 19.6066 | |
| PHYSICAL THERAPY TECH SR | 13.3173 | 13.6588 | 14.0093 | 14.3484 | 14.7199 | 15.0589 | |
| PHYSICAL THERAPY TECHNICIAN | 13.0057 | 13.3391 | 13.6810 | 14.0201 | 14.3918 | 14.7307 | |
| PROJECTOR OPERATOR | 14.8963 | 15.2815 | 15.6679 | | | | |
| PROJECTOR OPERATOR | 12.0366 | 12.3455 | 12.6616 | 12.9899 | 13.3176 | | |
| PSYCHIATRIC ATTENDANT | 13.7442 | 14.1060 | 14.4675 | 14.8235 | 15.1796 | 15.5234 | |
| PSYCHIATRIC TECHNICIAN | 15.8876 | 16.3058 | 16.7238 | 17.1300 | 17.5244 | 17.9184 | 18.3129 |
| PSYCHIATRIC TECHNICIAN SR | 16.5930 | 17.0294 | 17.4662 | 17.8731 | 18.2671 | 18.6610 | 19.0552 |
| RADIOLOGIC TECH I | 18.6379 | 19.1279 | 19.6186 | 19.9283 | 20.3682 | | |
| RADIOLOGIC TECH II | 19.7530 | 20.2727 | 20.7926 | 21.2636 | 21.9260 | | |
| RADIOLOGIC TECH III | 20.6129 | 21.1556 | 21.6981 | 22.3160 | 23.3682 | 24.4209 | 25.4727 |
| RADIOLOGIC TECH LIMITED | 17.7868 | 18.2545 | 18.7227 | 19.0184 | 19.4381 | | |
| RADIOLOGIC TECH SUPV | 22.1998 | 22.7837 | 23.3682 | 24.4209 | 25.4727 | 26.5246 | 27.5770 |
| REG RESP THERAPY TECH I | 19.8940 | 20.4175 | 20.9406 | 21.3472 | 21.8555 | 22.3638 | |
| REG RESP THERAPY TECH II | 20.9561 | 21.5077 | 22.0590 | 22.5673 | 23.3808 | 24.3971 | 25.4135 |
| RESP CARE PRACTITIONER I | 18.9467 | 19.4451 | 19.9437 | 20.3308 | 20.8149 | 21.2991 | 0.0000 |
| RESP CARE PRACTITIONER II | 19.9581 | 20.4834 | 21.0086 | 21.4928 | 22.2675 | 23.2352 | 24.2033 |
| RESP CARE PRACTR SUPV | 22.0040 | 22.5828 | 23.1619 | 23.6957 | 24.5496 | 25.6168 | 26.6843 |
| RESPIRATORY CARE PERMITTEE | 17.0520 | | | | | | |
| RESPIRATORY SUPPLY AIDE | 12.2302 | 12.5437 | 12.8653 | 13.1605 | 13.4667 | 13.7404 | |
| RESPIRATORY SUPPLY AIDE SR | 12.4403 | 12.7592 | 13.0864 | 13.3274 | 13.6770 | 14.0269 | |
| SERVICE PARTNER | 11.9016 | 12.2066 | 12.5196 | 12.8476 | 13.1757 | | |
| STERILE PROC TECH II – CERT | 13.2280 | 13.5671 | 13.9151 | 14.2348 | 14.5656 | 14.8613 | |
| STERILE PROC TECH SR – CERT | 13.7573 | 14.1099 | 14.4719 | 14.8041 | 15.1482 | 15.4558 | |
| STERILE PROCESSING TECH I | 12.7193 | 13.0453 | 13.3800 | 13.6870 | 14.0055 | 14.2896 | |
| STOREKEEPER | 12.0366 | 12.3455 | 12.6616 | 12.9899 | 13.3176 | | |
| STOREKEEPER – CHIEF | 13.4871 | 13.8327 | 14.1874 | 14.5721 | 14.9060 | | |
| STOREKEEPER I | 12.2637 | 12.5780 | 12.9007 | 13.2347 | 13.5691 | | |
| STOREKEEPER II | 12.4610 | 12.7805 | 13.1081 | 13.4400 | 13.8976 | | |
| SURGICAL ASSISTANT CERT | 16.5756 | 17.0008 | 17.4368 | 17.8882 | 18.4252 | 19.0465 | |
| SURGICAL ASST TRAINEE | 15.6807 | | | | | | |
| SURGICAL ASST. | 16.1715 | 16.5861 | 17.0113 | 17.4519 | 17.9761 | 18.5821 | |

132
