## WAGE RATES EFFECTIVE JANUARY 1, 2002
## STRUCTURE B2

| Job Title | START | 1 YEAR | 2 YEARS | 3 YEARS | 4 YEARS | 5 YEARS | 6 YEARS |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| DIAG ULTRASONOGRAPHER I | 23.8015 | 24.4277 | 25.0541 | 25.4491 | 26.0114 | 26.9064 | |
| DIAG ULTRASONOGRAPHER II | 25.4677 | 26.1378 | 26.8080 | 27.5711 | 28.8711 | 30.2554 | 31.4710 |
| DIAG ULTRASONOGRAPHER III | 26.7412 | 27.4446 | 28.1483 | 28.9498 | 30.3147 | 31.7681 | 33.0450 |
| DIAG ULTRASONOGRPHR SUPV | 28.7995 | 29.5566 | 30.3147 | 31.6804 | 33.0451 | 34.5050 | 35.7745 |
| DIAG ULTRASONGRPHR TRAINEE | 20.9062 | | | | | | |
| EEG TECHNOLOGIST I | 15.7570 | 16.1612 | 16.5758 | 17.0237 | 17.8300 | 18.5468 | |
| EEG TECHNOLOGIST II | 16.6942 | 17.1221 | 17.5615 | 18.0092 | 18.9052 | 19.8009 | |
| EKG TECHNICIAN | 15.0500 | 15.4358 | 15.8315 | 16.2899 | 16.9497 | 17.4369 | |
| EKG TECHNICIAN SR | 15.7030 | 16.1056 | 16.5187 | 17.0172 | 17.8200 | 18.4404 | |
| EMERGENCY DEPT TECH I | 13.2058 | 13.5445 | 13.8913 | 14.2096 | 14.5274 | 14.7865 | |
| EMERGENCY DEPT TECH II | 15.6202 | 16.0207 | 16.4315 | 16.8384 | 17.2849 | 17.6917 | |
| GARDENER | 13.8748 | 14.2306 | 14.5953 | 14.9499 | 15.3046 | | |
| GARDENER - SENIOR | 14.9565 | 15.3402 | 15.7332 | 16.0911 | 16.4456 | | |
| HISTOLOGIC TECH I | 19.5041 | 20.0174 | 20.5308 | 20.9498 | 21.2808 | 21.5603 | |
| HISTOLOGIC TECH II | 21.1052 | 21.6609 | 22.2159 | 22.7921 | 23.1759 | 23.4378 | |
| HISTOLOGIC TECH TRAINEE | 16.3242 | 16.7534 | 17.1833 | 17.4707 | 17.8785 | 18.2866 | |
| HISTOLOGIC TECHNICIAN SUPV | 23.3525 | 23.9675 | 24.5819 | 25.1933 | 25.6821 | 26.0485 | |
| HOME HEALTH AIDE | 13.1649 | 13.5023 | 13.8487 | 14.1621 | 14.4868 | 14.7764 | |
| HOMEMAKER | 8.2349 | | | | | | |
| HOUSEKEEPING AIDE | 12.6264 | 12.9500 | 13.2821 | 13.6304 | 13.9782 | | |
| HOUSEKEEPING HEAD AIDE | 12.9570 | 13.2893 | 13.6304 | 13.9782 | 14.3259 | | |
| INVASIVE CARDIO SPECIALIST | 25.8414 | 26.6166 | 27.4150 | 28.1003 | 28.8030 | 29.5227 | |
| LABORATORY ASSISTANT I | 13.1398 | 13.4765 | 13.8225 | 14.0538 | 14.3818 | 14.7100 | |
| LABORATORY ASSISTANT II | 13.6934 | 14.0447 | 14.4051 | 14.6342 | 15.0612 | 15.4504 | |
| LABORATORY ASSISTANT III | 13.9249 | 14.2820 | 14.6480 | 14.9159 | 15.3044 | 15.6934 | |
| LABORATORY ASSISTANT SR | 14.2446 | 14.6101 | 14.9846 | 15.3006 | 15.7385 | 16.1755 | |
| LICENSED VOC NURSE | 17.0972 | 17.5471 | 17.9969 | 18.4341 | 18.8587 | 19.2826 | 19.7072 |
| LICENSED VOC NURSE SR | 17.8563 | 18.3259 | 18.7960 | 19.2337 | 19.6578 | 20.0816 | 20.5059 |
| LIFT TECHNICIAN | 12.9751 | 13.3077 | 13.6489 | 13.9620 | 14.2870 | 14.5772 | |
| LINEN ROOM SUPERVISOR | 12.9570 | 13.2893 | 13.6304 | 13.9782 | 14.3259 | | |
| MEDICAL ASSISTANT | 13.2058 | 13.5445 | 13.8913 | 14.2096 | 14.5274 | 14.7865 | |
| MEDICAL ASSISTANT SR | 13.5415 | 13.8886 | 14.2448 | 14.5623 | 14.8801 | 15.1392 | |
| MEDICAL LEGAL SPEC SAC ONLY | 15.9738 | 16.3846 | 16.7962 | 17.2867 | 17.8175 | 18.3472 | |

145
