## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |
| SAN FRANCISCO – cont. | | | | | | | | | | | |
| January 1, 2004 | | | | | | | | | | | |
| 012 | 8916 | NURSE, VOCATIONAL, SR | 17. | $4,365 | $25.09 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8916 | NURSE, VOCATIONAL, SR | 18. | $4,420 | $25.40 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8916 | NURSE, VOCATIONAL, SR | 19. | $4,473 | $25.71 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8916 | NURSE, VOCATIONAL, SR | 20. | $4,529 | $26.03 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8916 | NURSE, VOCATIONAL, SR | 21. | $4,585 | $26.35 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8916 | NURSE, VOCATIONAL, SR | 22. | $4,643 | $26.68 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8916 | NURSE, VOCATIONAL, SR | 23. | $4,700 | $27.01 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8916 | NURSE, VOCATIONAL, SR | 24. | $4,759 | $27.35 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 1. | $3,338 | $19.18 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 2. | $3,379 | $19.42 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 3. | $3,422 | $19.67 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 4. | $3,466 | $19.92 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 5. | $3,508 | $20.16 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 6. | $3,551 | $20.41 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 7. | $3,596 | $20.67 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 8. | $3,640 | $20.92 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 9. | $3,685 | $21.18 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 10. | $3,732 | $21.45 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 11. | $3,780 | $21.72 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 12. | $3,825 | $21.98 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 13. | $3,873 | $22.26 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 14. | $3,923 | $22.55 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 15. | $3,971 | $22.82 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 16. | $4,022 | $23.11 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 17. | $4,070 | $23.39 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 18. | $4,124 | $23.70 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 19. | $4,174 | $23.99 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 20. | $4,226 | $24.29 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 21. | $4,279 | $24.59 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 22. | $4,332 | $24.90 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8917 | NURSE, VOCATIONAL | 23. | $4,387 | $25.21 | $2.00 | $3.25 | $1.00 | 50% | | |
