# APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 034 | 9067 | HISTOTECHNOLOGIST III | 5. | $4,386 | $25.21 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 6. | $4,441 | $25.52 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 7. | $4,496 | $25.84 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 8. | $4,553 | $26.17 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 9. | $4,610 | $26.49 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 10. | $4,669 | $26.83 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 11. | $4,726 | $27.16 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 12. | $4,785 | $27.50 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 13. | $4,845 | $27.84 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 14. | $4,906 | $28.20 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 15. | $4,966 | $28.54 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 16. | $5,029 | $28.90 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 17. | $5,092 | $29.26 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 18. | $5,155 | $29.63 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 19. | $5,219 | $29.99 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 20. | $5,285 | $30.37 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 21. | $5,353 | $30.76 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 22. | $5,419 | $31.14 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 23. | $5,488 | $31.54 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 24. | $5,554 | $31.92 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 25. | $5,621 | $32.30 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 26. | $5,695 | $32.73 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 27. | $5,766 | $33.14 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | 28. | $5,838 | $33.55 | $3.00 | $4.50 | $1.50 | 50% | | |
| 034 | 9069 | HISTOTECHNOLOGIST II, PER DIEM | 1. | $5,426 | $31.18 | $3.00 | $4.50 | $1.50 | 50% | | |

- 172 -
