## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| | | | | | | | | | | | | | | |
| | | **Davis - cont** | | | | | | | | | | | | |
| | | **Date - October 2003 and January 2004** | | | | | | | | | | | | |
| 017 | 9081 | SERVICE PARTNER | $1,944 | $11.17 | $2,236 | $12.85 | $2,526 | $14.52 | $0.95 | $1.70 | $1.05 | | | |
| 017 | 9082 | SERVICE PARTNER LEAD | $2,022 | $11.62 | $2,326 | $13.37 | $2,629 | $15.11 | $0.95 | $1.70 | $1.05 | | | |
| 017 | 9237 | CERT PHLEBOTOMY TECH I PD | | $15.20 | | | | | $0.95 | $1.70 | $1.05 | $4.70 | | |
| 017 | 9239 | CERT PHLEBOTOMY TECH I | $2,401 | $13.80 | $2,761 | $15.87 | $3,121 | $17.94 | $0.95 | $1.70 | $1.05 | $4.70 | | |
| 017 | 9243 | HOSPITAL--ASSISTANT III PD | | $15.81 | | | | | $0.95 | $1.70 | $1.05 | $4.70 | | |
| 017 | 9244 | HOSPITAL --ASSISTANT II PD | | $13.27 | | | | | $0.95 | $1.70 | $1.05 | $4.70 | | |
| 017 | 9245 | HOSPITAL --ASSISTANT I PD | | $11.82 | | | | | $0.95 | $1.70 | $1.05 | $4.70 | | |
| 017 | 9251 | HOSPITAL --ASSISTANT III | $2,497 | $14.35 | $2,871 | $16.50 | $3,246 | $18.66 | $0.95 | $1.70 | $1.05 | $4.70 | | |
| 017 | 9252 | HOSPITAL --ASSISTANT II | $2,046 | $11.76 | $2,352 | $13.52 | $2,660 | $15.29 | $0.95 | $1.70 | $1.05 | $4.70 | | |
| 017 | 9253 | HOSPITAL --ASSISTANT I | $1,784 | $10.25 | $2,051 | $11.79 | $2,319 | $13.33 | $0.95 | $1.70 | $1.05 | $4.70 | | |
| 017 | 9265 | CENTRAL STERILE TECHNICIAN | $2,120 | $12.18 | $2,438 | $14.01 | $2,756 | $15.84 | $0.95 | $1.70 | $1.05 | $4.70 | | |
| 017 | 9293 | CERT PHLEBOTOMIST TECH II | $2,497 | $14.35 | $2,872 | $16.50 | $3,247 | $18.66 | $0.95 | $1.70 | $1.05 | $4.70 | | |
| 017 | 9294 | CERT PHLEBOTOMIST TECH III | $2,673 | $15.36 | $3,074 | $17.67 | $3,475 | $19.97 | $0.95 | $1.70 | $1.05 | $4.70 | | |
| 017 | 9295 | CERT PHLEBOTOMIST TECH II, PD | | $15.81 | | | | | $0.95 | $1.70 | $1.05 | $4.70 | | |
| 017 | 9272 | TECHNICIAN DIALYSIS I PAT CARE | $2,497 | $14.35 | $2,871 | $16.50 | $3,246 | $18.66 | $0.95 | $1.70 | $1.05 | $4.70 | | |
