## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
|---|---|---|---|---|---|---|---|---|---|---|---|
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 3. | $3,566 | $20.49 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 4. | $3,607 | $20.73 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 5. | $3,653 | $20.99 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 6. | $3,700 | $21.26 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 7. | $3,744 | $21.52 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 8. | $3,791 | $21.79 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 9. | $3,841 | $22.07 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 10. | $3,886 | $22.33 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 11. | $3,936 | $22.62 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 12. | $3,985 | $22.90 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 13. | $4,034 | $23.18 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 14. | $4,086 | $23.48 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 15. | $4,136 | $23.77 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 16. | $4,187 | $24.06 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 17. | $4,240 | $24.37 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 18. | $4,292 | $24.67 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 19. | $4,347 | $24.98 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 20. | $4,402 | $25.30 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 21. | $4,457 | $25.61 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 22. | $4,511 | $25.93 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 23. | $4,569 | $26.26 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | 24. | $4,626 | $26.59 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8914 | PRACTITIONER, MENTAL HEALTH | 1. | $3,047 | $17.51 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8914 | PRACTITIONER, MENTAL HEALTH | 2. | $3,087 | $17.74 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8914 | PRACTITIONER, MENTAL HEALTH | 3. | $3,123 | $17.95 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8914 | PRACTITIONER, MENTAL HEALTH | 4. | $3,163 | $18.18 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8914 | PRACTITIONER, MENTAL HEALTH | 5. | $3,201 | $18.40 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8914 | PRACTITIONER, MENTAL HEALTH | 6. | $3,243 | $18.64 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8914 | PRACTITIONER, MENTAL HEALTH | 7. | $3,283 | $18.87 | $2.00 | $3.25 | $1.00 | | | |
