# APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 8. | $2,754 | $15.83 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 9. | $2,789 | $16.03 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 10. | $2,823 | $16.22 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 11. | $2,858 | $16.43 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 12. | $2,895 | $16.64 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 13. | $2,933 | $16.86 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 14. | $2,969 | $17.06 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 15. | $3,007 | $17.28 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 16. | $3,043 | $17.49 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 17. | $3,079 | $17.70 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 18. | $3,120 | $17.93 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 19. | $3,159 | $18.16 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 20. | $3,198 | $18.38 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 21. | $3,237 | $18.60 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 22. | $3,277 | $18.83 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 23. | $3,318 | $19.07 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | 24. | $3,361 | $19.32 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8644 | TECHNICIAN,DEV,I-MED FAC | 1. | $2,245 | $12.90 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8644 | TECHNICIAN,DEV,I-MED FAC | 2. | $2,272 | $13.06 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8644 | TECHNICIAN,DEV,I-MED FAC | 3. | $2,300 | $13.22 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8644 | TECHNICIAN,DEV,I-MED FAC | 4. | $2,330 | $13.39 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8644 | TECHNICIAN,DEV,I-MED FAC | 5. | $2,359 | $13.56 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8644 | TECHNICIAN,DEV,I-MED FAC | 6. | $2,389 | $13.73 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8644 | TECHNICIAN,DEV,I-MED FAC | 7. | $2,418 | $13.90 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8644 | TECHNICIAN,DEV,I-MED FAC | 8. | $2,447 | $14.06 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8644 | TECHNICIAN,DEV,I-MED FAC | 9. | $2,479 | $14.25 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8644 | TECHNICIAN,DEV,I-MED FAC | 10. | $2,510 | $14.43 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8644 | TECHNICIAN,DEV,I-MED FAC | 11. | $2,541 | $14.60 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8644 | TECHNICIAN,DEV,I-MED FAC | 12. | $2,572 | $14.78 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8644 | TECHNICIAN,DEV,I-MED FAC | 13. | $2,605 | $14.97 | $2.00 | $3.25 | $1.00 | | | |
