## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | **CAMPUS - San Diego - cont.** | | | | | | | | | | | | |
| | | **January and July 2004** | | | | | | | | | | | | |
| 017 | 9251 | ___ASSISTANT, HOSPITAL, III | $2,271 | $13.05 | $2,596 | $14.92 | $2,920 | $16.78 | $2.00 | $3.00 | | $5.50 | | |
| 017 | 9252 | ___ASSISTANT, HOSPITAL, II | $1,931 | $11.10 | $2,192 | $12.60 | $2,452 | $14.09 | $2.00 | $3.00 | | $5.50 | | |
| 017 | 9253 | -ASSISTANT, HOSPITAL, I | $1,728 | $9.93 | $1,947 | $11.19 | $2,165 | $12.44 | $2.00 | $3.00 | | $5.50 | | |
| 017 | 9268 | TECHNI, PAT CARE DIALYSIS, PD | $2,963 | $17.03 | | | | | $2.00 | $3.00 | | $5.50 | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | $2,565 | $14.74 | $2,942 | $16.91 | $3,320 | $19.08 | $2.00 | $3.00 | | $5.50 | | |
| 017 | 9272 | TECHNICIAN,PATIENT DIALYSI, I | $2,180 | $12.53 | $2,523 | $14.50 | $2,868 | $16.48 | $2.00 | $3.00 | | $5.50 | | |
| 017 | 9278 | PHARMACY TECHNICIAN II, P.D. | | $17.10 | | | | | $2.00 | $3.00 | | $5.50 | | 9278 |
| 017 | 9278 | PHARMACY TECHNICIAN II, P.D. | | $17.10 | | | | | $2.00 | $3.00 | | $5.50 | | |
| 017 | 9279 | PHARMACY TECHNICIAN I, P.D. | | $14.06 | | | | | $2.00 | $3.00 | | $5.50 | | |
| 017 | 9281 | PHARMACY TECHNICIAN III | $2,563 | $14.73 | $2,944 | $16.92 | $3,327 | $19.12 | $2.00 | $3.00 | | $5.50 | | |
| 017 | 9282 | PHARMACY TECHNICIAN II | $2,154 | $12.38 | $2,460 | $14.14 | $2,767 | $15.90 | $2.00 | $3.00 | | $5.50 | | |
| 017 | 9283 | PHARMACY ASST I | $1,961 | $11.27 | $2,225 | $12.79 | $2,490 | $14.31 | $2.00 | $3.00 | | $5.50 | | |
| 017 | 9298 | TELEMETRY TECHNICIAN | $2,119 | $12.18 | $2,438 | $14.01 | $2,756 | $15.84 | $2.00 | $3.00 | | $5.50 | | |
| 018 | 9263 | MEDICAL REC ADMINISTRATOR | $2,485 | $14.28 | $3,031 | $17.42 | $3,576 | $20.55 | $2.00 | $3.00 | | $5.50 | | |
| 018 | 9264 | MEDICAL REC ADMINISTRATOR,ASST | $2,185 | $12.56 | $2,654 | $15.25 | $3,122 | $17.94 | $2.00 | $3.00 | | $5.50 | | |
| 018 | 9266 | TECHNICIAN, MEDICAL RECORD | $2,010 | $11.55 | $2,433 | $13.98 | $2,855 | $16.41 | $2.00 | $3.00 | | $5.50 | | |
| 018 | 9267 | TECHNICIAN,MEDICAL RECORD,ASST | $1,864 | $10.71 | $2,243 | $12.89 | $2,622 | $15.07 | $2.00 | $3.00 | | $5.50 | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | $2,601 | $14.95 | $2,894 | $16.63 | $3,186 | $18.31 | $2.00 | $3.00 | | $5.50 | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | $2,379 | $13.67 | $2,641 | $15.18 | $2,902 | $16.68 | $2.00 | $3.00 | | $5.50 | | |
| 019 | 8640 | TECHNICIAN, DEV, V-MED FAC | $3,416 | $19.63 | $4,075 | $23.42 | $4,736 | $27.22 | $2.00 | $3.00 | | $5.50 | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | $2,967 | $17.05 | $3,541 | $20.35 | $4,117 | $23.66 | $2.00 | $3.00 | | $5.50 | | |
| 019 | 8642 | TECHNICIAN, DEV, III-MEDFAC | $2,473 | $14.21 | $2,942 | $16.91 | $3,412 | $19.61 | $2.00 | $3.00 | | $5.50 | | |
| 019 | 8643 | TECHNICIAN, DEV, II-MED FAC | $2,088 | $12.00 | $2,466 | $14.17 | $2,843 | $16.34 | $2.00 | $3.00 | | $5.50 | | |
| 019 | 8644 | TECHNICIAN,DEV,I-MED FAC | $1,862 | $10.70 | $2,184 | $12.55 | $2,506 | $14.40 | $2.00 | $3.00 | | $5.50 | | |
| 019 | 8671 | MECHANICIAN, LAB, PRIN-MED FAC | $3,416 | $19.63 | $4,075 | $23.42 | $4,736 | $27.22 | $2.00 | $3.00 | | $5.50 | | |
| 019 | 8672 | MECHANICIAN, LAB, SR-MED FAC | $3,109 | $17.87 | $3,711 | $21.33 | $4,313 | $24.79 | $2.00 | $3.00 | | $5.50 | | |
| 019 | 8673 | MECHANICIAN, LAB-MED FAC | $2,841 | $16.33 | $3,384 | $19.45 | $3,927 | $22.57 | $2.00 | $3.00 | | $5.50 | | |
| 019 | 8674 | MECHANICIAN,LAB,HELPER-MED FAC | $2,473 | $14.21 | $2,869 | $16.49 | $3,268 | $18.78 | $2.00 | $3.00 | | $5.50 | | |
| 019 | 8681 | TECHNICIAN, ELEC,PRIN-MED FAC | $3,416 | $19.63 | $4,075 | $23.42 | $4,736 | $27.22 | $2.00 | $3.00 | | $5.50 | | |

- 120 -
