## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 017 | 9228 | OR SUPPORT ASSISTANT | 6. | $2,674 | $15.37 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 7. | $2,708 | $15.56 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 8. | $2,742 | $15.76 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 9. | $2,776 | $15.95 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 10. | $2,811 | $16.16 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 11. | $2,846 | $16.36 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 12. | $2,882 | $16.56 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 13. | $2,917 | $16.76 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 14. | $2,955 | $16.98 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 15. | $2,990 | $17.18 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 16. | $3,029 | $17.41 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 17. | $3,066 | $17.62 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 18. | $3,106 | $17.85 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 19. | $3,143 | $18.06 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 20. | $3,183 | $18.29 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 21. | $3,223 | $18.52 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 22. | $3,263 | $18.75 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 23. | $3,305 | $18.99 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9228 | OR SUPPORT ASSISTANT | 24. | $3,346 | $19.23 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9229 | OR SUPPORT ASSISTANT, PER DIEM | 1. | $3,267 | $18.78 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9231 | PATIENT CARE TECHNICIAN | 1. | $2,813 | $16.17 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9231 | PATIENT CARE TECHNICIAN | 2. | $2,848 | $16.37 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9231 | PATIENT CARE TECHNICIAN | 3. | $2,884 | $16.57 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9231 | PATIENT CARE TECHNICIAN | 4. | $2,919 | $16.78 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9231 | PATIENT CARE TECHNICIAN | 5. | $2,955 | $16.98 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9231 | PATIENT CARE TECHNICIAN | 6. | $2,993 | $17.20 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9231 | PATIENT CARE TECHNICIAN | 7. | $3,029 | $17.41 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9231 | PATIENT CARE TECHNICIAN | 8. | $3,068 | $17.63 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9231 | PATIENT CARE TECHNICIAN | 9. | $3,106 | $17.85 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9231 | PATIENT CARE TECHNICIAN | 10. | $3,145 | $18.07 | $2.00 | $3.25 | $1.00 | 50% | | |
