## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | **CAMPUS - Santa Barbara** | | | | | | | | | | | | |
| | | **July 1, 2004** | | | | | | | | | | | | |
| 006 | 4687 | TRANSCRIBER, HOSP MED, SR | $2,349 | $13.50 | $2,706 | $15.55 | $3,063 | $17.60 | | | | | | |
| 006 | 4688 | TRANSCRIBER, HOSP MED | $2,200 | $12.64 | $2,490 | $14.31 | $2,780 | $15.98 | | | | | | |
| 012 | 8916 | NURSE, VOCATIONAL, SR | $2,880 | $16.55 | $3,130 | $17.99 | $3,379 | $19.42 | $0.40 | $0.60 | | | | |
| 012 | 8917 | NURSE, VOCATIONAL | $2,680 | $15.40 | $2,892 | $16.62 | $3,103 | $17.83 | $0.40 | $0.60 | | | | |
| 012 | 9190 | DENTAL HYGIENIST | $6,971 | $40.06 | $8,365 | $48.07 | $9,758 | $56.08 | $0.40 | $0.60 | | | | |
| 012 | 9196 | DENTAL ASST, REGISTERED | $2,778 | $15.97 | $3,310 | $19.02 | $3,841 | $22.07 | $0.40 | $0.60 | | | | |
| 012 | 9199 | DENTAL ASST | $2,487 | $14.29 | $2,683 | $15.42 | $2,878 | $16.54 | $0.40 | $0.60 | | | | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | $3,750 | $21.55 | $4,129 | $23.73 | $4,508 | $25.91 | $0.50 | $0.75 | | | | |
| 014 | 9022 | TECHNOLOGIST, RADIOLOGIC, SR | $3,283 | $18.87 | $3,606 | $20.72 | $3,928 | $22.57 | $0.50 | $0.75 | | | | |
| 014 | 9023 | TECHNOLOGIST,RADIOLOGIC | $3,009 | $17.29 | $3,294 | $18.93 | $3,578 | $20.56 | $0.50 | $0.75 | | | | |
| 017 | 9239 | PHLEBOTOMIST | $2,200 | $12.64 | $2,490 | $14.31 | $2,780 | $15.98 | | | | | | |
| 017 | 9251 | ____ASSISTANT, HOSPITAL, III | $2,565 | $14.74 | $2,904 | $16.69 | $3,242 | $18.63 | $0.40 | $0.60 | | | | |
| 017 | 9252 | ____ASSISTANT, HOSPITAL, II | $2,200 | $12.64 | $2,491 | $14.32 | $2,780 | $15.98 | $0.40 | $0.60 | | | | |
| 017 | 9253 | ____ASSISTANT, HOSPITAL, I | $2,046 | $11.76 | $2,271 | $13.05 | $2,495 | $14.34 | $0.40 | $0.60 | | | | |
| 017 | 9283 | PHARMACY TECHNICIAN I | $2,228 | $12.80 | $2,405 | $13.82 | $2,582 | $14.84 | $0.40 | $0.60 | | | | |
| | | **Santa Cruz** | | | | | | | | | | | | |
| | | **July 1, 2004** | | | | | | | | | | | | |
| 012 | 8916 | NURSE, VOCATIONAL, SR | $2,959 | $17.01 | $3,330 | $19.14 | $3,699 | $21.26 | | | | | | |
| 012 | 8917 | NURSE, VOCATIONAL | $2,744 | $15.77 | $3,088 | $17.75 | $3,431 | $19.72 | | | | | | |
| 012 | 9190 | DENTAL HYGIENIST | $5,854 | $33.64 | $6,586 | $37.85 | $7,319 | $42.06 | | | | | | |
| 012 | 9196 | DENTAL ASST, REGISTERED | $2,607 | $14.98 | $2,933 | $16.86 | $3,258 | $18.72 | | | | | | |
| 012 | 9199 | DENTAL ASST | $2,287 | $13.14 | $2,574 | $14.79 | $2,860 | $16.44 | | | | | | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | $4,085 | $23.48 | $4,595 | $26.41 | $5,106 | $29.34 | | | | | | |
| 014 | 9022 | TECHNOLOGIST, RADIOLOGIC, SR | $3,643 | $20.94 | $4,099 | $23.56 | $4,554 | $26.17 | | | | | | |
| 014 | 9023 | TECHNOLOGIST,RADIOLOGIC | $3,351 | $19.26 | $3,770 | $21.67 | $4,189 | $24.07 | | | | | | |

- 173 -
