## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | **CAMPUS - BERKELEY** | | | | | | | | | | | | |
| | | Date - January 2004 | | | | | | | | | | | | |
| 011 | 8904 | HOSPITAL ASST, SR | $2,221 | $12.76 | $2,517 | $14.47 | $2,812 | $16.16 | $0.50 | $0.50 | | | | |
| 011 | 8905 | HOSPITAL ASST | $2,133 | $12.26 | $2,417 | $13.89 | $2,701 | $15.52 | $0.50 | $0.50 | | | | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | $3,991 | $22.94 | $4,400 | $25.29 | $4,809 | $27.64 | $1.00 | $1.30 | | | | |
| 014 | 9023 | TECHNOLOGIST,RADIOLOGIC | $3,911 | $22.48 | $4,432 | $25.47 | $4,952 | $28.46 | $1.00 | $1.30 | | | | |
| 014 | 9025 | TECHNOLOGIST,RADIOLOG,PER DIEM | | $29.29 | | | | | | | | | | |
| 017 | 9239 | PHLEBOTOMIST | $2,437 | $14.01 | $2,723 | $15.65 | $3,009 | $17.29 | | | | | | |
| 017 | 9244 | -ASSIST. II, HOSP., P.D. | | $17.52 | | | | | | | | | | |
| 017 | 9245 | -ASSIST. I, HOSP., P.D. | | $16.69 | | | | | | | | | | |
| 017 | 9251 | ASSISTANT, HOSPITAL, III | $2,851 | $16.39 | $3,322 | $19.09 | $3,793 | $21.80 | | | | | | |
| 017 | 9252 | ASSISTANT, HOSPITAL, II | $2,479 | $14.25 | $2,889 | $16.60 | $3,299 | $18.96 | | | | | | |
| 017 | 9253 | -ASSISTANT, HOSPITAL, I | $2,254 | $12.95 | $2,628 | $15.10 | $3,001 | $17.25 | | | | | | |
| 017 | 9283 | PHARMACY TECHNICIAN I | $2,514 | $14.45 | $2,848 | $16.37 | $3,182 | $18.29 | | | | | | |
| 018 | 9266 | TECHNICIAN, MEDICAL RECORD | $2,992 | $17.20 | $3,446 | $19.80 | $3,900 | $22.41 | $0.22 | $0.22 | | | | |
| 019 | 9194 | OPTICIAN | $2,650 | $15.23 | $3,003 | $17.26 | $3,355 | $19.28 | | | | | | |
| | | **CAMPUS - Davis** | | | | | | | | | | | | |
| | | Date - October 2003 and January 2004 | | | | | | | | | | | | |
| 005 | 4662 | BILLER PATIENT IV | $2,474 | $14.22 | $2,845 | $16.35 | $3,216 | $18.48 | $0.95 | $1.70 | $1.05 | | | |
| 005 | 4663 | BILLER PATIENT III | $2,250 | $12.93 | $2,587 | $14.87 | $2,925 | $16.81 | $0.95 | $1.70 | $1.05 | | | |
| 005 | 4664 | BILLER PATIENT II | $2,083 | $11.97 | $2,396 | $13.77 | $2,708 | $15.56 | $0.95 | $1.70 | $1.05 | | | |
| 005 | 4665 | BILLER PATIENT I | $1,929 | $11.09 | $2,219 | $12.75 | $2,508 | $14.41 | $0.95 | $1.70 | $1.05 | | | |
| 005 | 4666 | BILLER PATIENT III PER DIEM | | $14.66 | | | | | $0.95 | $1.70 | $1.05 | | | |
| 005 | 4667 | BILLER PATIENT II PER DIEM | | $13.19 | | | | | $0.95 | $1.70 | $1.05 | | | |
| 005 | 4668 | BILLER PATIENT I PER DIEM | | $12.21 | | | | | $0.95 | $1.70 | $1.05 | | | |
| 005 | 9031 | ADMITTING WORKER PRINCIPAL | $2,474 | $14.22 | $2,845 | $16.35 | $3,216 | $18.48 | $0.95 | $1.70 | $1.05 | | | |
| 005 | 9032 | ADMITTING WORKER SENIOR | $2,250 | $12.93 | $2,587 | $14.87 | $2,925 | $16.81 | $0.95 | $1.70 | $1.05 | | | |
| 005 | 9033 | ADMITTING WORKER | $1,929 | $11.09 | $2,219 | $12.75 | $2,508 | $14.41 | $0.95 | $1.70 | $1.05 | | | |
| 005 | 9034 | ADMITTING WORKER PER DIEM | | $14.66 | | | | | $0.95 | $1.70 | $1.05 | | | |
| 005 | 9094 | PD ACCESS REP | | $12.21 | | | | | $0.95 | $1.70 | $1.05 | | | |

- 97 -
