## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 018 | 9338 | COORDINATOR VOL SERVICES I | 12. | $3,680 | $21.15 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 13. | $3,725 | $21.41 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 14. | $3,772 | $21.68 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 15. | $3,818 | $21.94 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 16. | $3,868 | $22.23 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 17. | $3,914 | $22.49 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 18. | $3,963 | $22.78 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 19. | $4,013 | $23.06 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 20. | $4,063 | $23.35 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 21. | $4,115 | $23.65 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 22. | $4,166 | $23.94 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 23. | $4,217 | $24.24 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 24. | $4,271 | $24.55 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 25. | $4,324 | $24.85 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 26. | $4,377 | $25.16 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 27. | $4,432 | $25.47 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | 28. | $4,489 | $25.80 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | 1. | $2,939 | $16.89 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | 2. | $2,974 | $17.09 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | 3. | $3,012 | $17.31 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | 4. | $3,049 | $17.52 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | 5. | $3,090 | $17.76 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | 6. | $3,125 | $17.96 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | 7. | $3,164 | $18.18 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | 8. | $3,205 | $18.42 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | 9. | $3,245 | $18.65 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | 10. | $3,285 | $18.88 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | 11. | $3,325 | $19.11 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | 12. | $3,368 | $19.36 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | 13. | $3,410 | $19.60 | $2.25 | $3.75 | $1.00 | | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | 14. | $3,452 | $19.84 | $2.25 | $3.75 | $1.00 | | | |
