## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | **Los Angeles – cont.** | | | | | | | | | | | | |
| | | **Date: January and February 2004** | | | | | | | | | | | | |
| 006 | 4732 | CODER, HEALTH INFORMATION IV | $3,797 | $21.82 | $4,745 | $27.27 | $5,693 | $32.72 | $0.85 | $1.25 | $0.60 | | | |
| 006 | 4733 | CODER, HEALTH INFORMATION III | $3,638 | $20.91 | $4,367 | $25.10 | $5,095 | $29.28 | $0.85 | $1.25 | $0.60 | | | |
| 006 | 4734 | CODER, HEALTH INFORMATION II | $3,233 | $18.58 | $3,878 | $22.29 | $4,526 | $26.01 | $0.85 | $1.25 | $0.60 | | | |
| 006 | 4735 | CODER, HEALTH INFORMATION I | $2,887 | $16.59 | $3,464 | $19.91 | $4,040 | $23.22 | $0.85 | $1.25 | $0.60 | | | |
| 006 | 4741 | CODER, PER DIEM | | $30.00 | | $37.50 | | $45.00 | $0.85 | $1.25 | $0.60 | | | |
| 011 | 8904 | HOSPITAL ASST, SR | $1,683 | $9.67 | $2,018 | $11.60 | $2,356 | $13.54 | $0.85 | $1.25 | $0.60 | $2.40 | | |
| 011 | 8905 | HOSPITAL ASST | $1,597 | $9.18 | $1,917 | $11.02 | $2,236 | $12.85 | $0.85 | $1.25 | $0.60 | | | |
| 011 | 8911 | PATIENT ESCORT, SR | $1,731 | $9.95 | $2,078 | $11.94 | $2,424 | $13.93 | $0.85 | $1.25 | $0.60 | | | |
| 011 | 8912 | PATIENT ESCORT | $1,644 | $9.45 | $1,973 | $11.34 | $2,302 | $13.23 | $0.85 | $1.25 | $0.60 | | | |
| 011 | 9254 | ___AID, HOSPITAL | $1,622 | $9.32 | $1,947 | $11.19 | $2,271 | $13.05 | | | | $2.50 | | |
| 012 | 8888 | TECHNICIAN, CARDIOVASCULAR PD | | $30.00 | | | | | $1.10 | $1.75 | $0.60 | $8.00 | | |
| 012 | 8889 | TECHNICIAN, CARDIOVASCULAR | $4,089 | $23.50 | $5,003 | $28.75 | $5,916 | $34.00 | $1.10 | $1.75 | $0.60 | $8.00 | | |
| 012 | 8890 | TECHNICIAN, EMERG TRAUMA, P.D. | | $15.35 | | | | | $1.10 | $1.75 | $0.60 | | | |
| 012 | 8910 | NURSE, VOCATIONAL, INT PERMITTE | $2,031 | $11.67 | $2,438 | $14.01 | $2,843 | $16.34 | $1.10 | $1.75 | $0.60 | $3.40 | | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | $2,453 | $14.10 | $2,944 | $16.92 | $3,435 | $19.74 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 8914 | PRACTITIONER, MENTAL HEALTH | $2,250 | $12.93 | $2,700 | $15.52 | $3,149 | $18.10 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 8916 | NURSE, VOCATIONAL, SR | $2,697 | $15.50 | $3,229 | $18.56 | $3,760 | $21.61 | $1.10 | $1.75 | $0.60 | $3.40 | | |
| 012 | 8917 | NURSE, VOCATIONAL | $2,567 | $14.75 | $3,010 | $17.30 | $3,452 | $19.84 | $1.10 | $1.75 | $0.60 | $3.40 | | |
| 012 | 8918 | NURSE, VOCATIONAL, PER DIEM | | $20.91 | | | | | $1.10 | $1.75 | $0.60 | $3.40 | | |
| 012 | 8919 | TECHNICIAN, EMERG TRAUMA, SR | $2,145 | $12.33 | $2,575 | $14.80 | $3,003 | $17.26 | $1.10 | $1.75 | $0.60 | $3.00 | | |
| 012 | 8920 | TECHNICIAN, EMERGENCY, TRAUMA | $1,991 | $11.44 | $2,389 | $13.73 | $2,787 | $16.02 | $1.10 | $1.75 | $0.60 | $3.00 | | |
| 012 | 8922 | NURSING AID, SR | $1,991 | $11.44 | $2,389 | $13.73 | $2,787 | $16.02 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 8924 | TECHNICIAN, PSYCH, PER DIEM | | $20.91 | | | | | $1.10 | $1.75 | $0.60 | | | |
| 012 | 8925 | TECHNICIAN, PSYCHIATRIC, SR | $2,697 | $15.50 | $3,229 | $18.56 | $3,760 | $21.61 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 8926 | TECHNICIAN, PSYCHIATRIC | $2,567 | $14.75 | $3,010 | $17.30 | $3,452 | $19.84 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 8927 | TECHNICIAN, ORTHOPEDIC, PRIN | $2,299 | $13.21 | $2,758 | $15.85 | $3,217 | $18.49 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 8928 | TECHNICIAN, ORTHOPEDIC, SR | $2,024 | $11.63 | $2,429 | $13.96 | $2,833 | $16.28 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 8929 | TECHNICIAN, ORTHOPEDIC | $1,877 | $10.79 | $2,253 | $12.95 | $2,629 | $15.11 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 8930 | TECHNICIAN, SURGICAL, SR | $2,678 | $15.39 | $3,214 | $18.47 | $3,750 | $21.55 | $1.10 | $1.75 | $0.60 | $8.00 | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | $2,483 | $14.27 | $2,979 | $17.12 | $3,475 | $19.97 | $1.10 | $1.75 | $0.60 | $8.00 | | |

- 110 -
