## APPENDIX A

| | | | | | | | | | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | **SHIFT** | | | **ON CALL RATES** | |
| **LINK CODE** | **TITLE CODE** | **TITLE NAME** | **STEP** | **MONTHLY RATE** | **HOURLY RATE** | **DIFFERENTIAL** | **EVE** | **NIGHT** | **WKEND** | **1** | **2** | **3** |
| | | | | | | | | | | | | |
| **SAN FRANCISCO – cont.** | | | | | | | | | | | | |
| **January 1, 2004** | | | | | | | | | | | | |
| 012 | 8934 | TECHNICIAN, UROLOGY | 14. | $3,662 | $21.05 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8934 | TECHNICIAN, UROLOGY | 15. | $3,708 | $21.31 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8934 | TECHNICIAN, UROLOGY | 16. | $3,754 | $21.57 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8934 | TECHNICIAN, UROLOGY | 17. | $3,802 | $21.85 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8934 | TECHNICIAN, UROLOGY | 18. | $3,848 | $22.11 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8934 | TECHNICIAN, UROLOGY | 19. | $3,897 | $22.40 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8934 | TECHNICIAN, UROLOGY | 20. | $3,945 | $22.67 | $2.00 | $3.25 | $1.00 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 1. | $4,446 | $25.55 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 2. | $4,501 | $25.87 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 3. | $4,558 | $26.20 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 4. | $4,616 | $26.53 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 5. | $4,676 | $26.87 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 6. | $4,734 | $27.21 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | 7. | $4,792 | $27.54 | $2.25 | $3.75 | $1.25 | 50% | | |
