## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 005 | 9033 | ADMITTING WORKER | 3. | $2,344 | $13.47 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 4. | $2,374 | $13.64 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 5. | $2,406 | $13.83 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 6. | $2,433 | $13.98 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 7. | $2,466 | $14.17 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 8. | $2,493 | $14.33 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 9. | $2,526 | $14.52 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 10. | $2,559 | $14.71 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 11. | $2,591 | $14.89 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 12. | $2,622 | $15.07 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 13. | $2,654 | $15.25 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 14. | $2,689 | $15.45 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 15. | $2,721 | $15.64 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 16. | $2,756 | $15.84 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 17. | $2,789 | $16.03 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 18. | $2,823 | $16.22 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 19. | $2,858 | $16.43 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 20. | $2,896 | $16.64 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 21. | $2,933 | $16.86 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 22. | $2,969 | $17.06 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 23. | $3,007 | $17.28 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 24. | $3,043 | $17.49 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 25. | $3,081 | $17.71 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 26. | $3,120 | $17.93 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 27. | $3,159 | $18.16 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9033 | ADMITTING WORKER | 28. | $3,199 | $18.39 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9034 | ADMITTING WORKER, PER DIEM | 1. | $2,981 | $17.13 | $2.00 | $3.25 | $1.00 | 50% | | |
| 005 | 9064 | ADMITTING WORKER,SR,PERDIEM | 1. | $3,409 | $19.59 | $2.00 | $3.25 | $1.00 | 50% | | |
| 006 | 4685 | TRANSCRIBER, HOSP MED, SR, PD | 1. | $4,020 | $23.10 | $3.00 | $4.50 | $1.50 | | | |
| 006 | 4687 | TRANSCRIBER, HOSP MED, SR | 1. | $3,056 | $17.56 | $2.00 | $3.25 | $1.00 | | | |
| 006 | 4687 | TRANSCRIBER, HOSP MED, SR | 2. | $3,095 | $17.79 | $2.00 | $3.25 | $1.00 | | | |
| 006 | 4687 | TRANSCRIBER, HOSP MED, SR | 3. | $3,130 | $17.99 | $2.00 | $3.25 | $1.00 | | | |
