## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| **SAN FRANCISCO – cont.** | | | | | | | | | | | |
| **January 1, 2004** | | | | | | | | | | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 14. | $4,131 | $23.74 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 15. | $4,182 | $24.03 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 16. | $4,235 | $24.34 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 17. | $4,286 | $24.63 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 18. | $4,340 | $24.94 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 19. | $4,395 | $25.26 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 20. | $4,449 | $25.57 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 21. | $4,504 | $25.89 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 22. | $4,560 | $26.21 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 23. | $4,619 | $26.55 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 24. | $4,677 | $26.88 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 25. | $4,735 | $27.21 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 26. | $4,794 | $27.55 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 27. | $4,854 | $27.90 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | 28. | $4,915 | $28.25 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 1. | $3,079 | $17.70 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 2. | $3,120 | $17.93 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 3. | $3,159 | $18.16 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 4. | $3,198 | $18.38 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 5. | $3,237 | $18.60 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 6. | $3,311 | $19.03 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 7. | $3,320 | $19.08 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 8. | $3,361 | $19.32 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 9. | $3,402 | $19.55 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 10. | $3,446 | $19.80 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 11. | $3,489 | $20.05 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 12. | $3,531 | $20.29 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 13. | $3,576 | $20.55 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 14. | $3,622 | $20.82 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 15. | $3,665 | $21.06 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 16. | $3,714 | $21.34 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 17. | $3,757 | $21.59 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 18. | $3,806 | $21.87 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 19. | $3,854 | $22.15 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 20. | $3,902 | $22.43 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 21. | $3,948 | $22.69 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 22. | $4,000 | $22.99 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 23. | $4,050 | $23.28 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 24. | $4,099 | $23.56 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 25. | $4,150 | $23.85 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 26. | $4,202 | $24.15 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 27. | $4,255 | $24.45 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9061 | TECHNOLOGIST, EEG | 28. | $4,308 | $24.76 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9062 | TECHNOLOGIST, EEG, PR, P.D. | 1. | $5,051 | $29.03 | $3.25 | $3.75 | $1.25 | 50% | | |
| 013 | 9070 | TECHNOLOGIST, EEG, SR, P.D. | 1. | $4,611 | $26.50 | $2.25 | $3.75 | $1.25 | | | |
| 013 | 9074 | TECHNOLOGIST, EEG, P.D. | 1. | $4,043 | $23.24 | $2.25 | $3.75 | $1.25 | | | |
