## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 8. | $2,440 | $14.02 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 9. | $2,471 | $14.20 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 10. | $2,500 | $14.37 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 11. | $2,533 | $14.56 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 12. | $2,565 | $14.74 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 13. | $2,597 | $14.93 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 14. | $2,630 | $15.11 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 15. | $2,661 | $15.29 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 16. | $2,696 | $15.49 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 17. | $2,730 | $15.69 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 18. | $2,761 | $15.87 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 19. | $2,797 | $16.07 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 20. | $2,832 | $16.28 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 21. | $2,866 | $16.47 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 22. | $2,903 | $16.68 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 23. | $2,941 | $16.90 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9258 | HOSPITAL UNIT SERV COORD II | 24. | $2,976 | $17.10 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9259 | HOSPITAL UNIT SERV COORD I | 1. | $2,006 | $11.53 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9259 | HOSPITAL UNIT SERV COORD I | 2. | $2,031 | $11.67 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9259 | HOSPITAL UNIT SERV COORD I | 3. | $2,056 | $11.82 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9259 | HOSPITAL UNIT SERV COORD I | 4. | $2,081 | $11.96 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9259 | HOSPITAL UNIT SERV COORD I | 5. | $2,108 | $12.11 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9259 | HOSPITAL UNIT SERV COORD I | 6. | $2,135 | $12.27 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9259 | HOSPITAL UNIT SERV COORD I | 7. | $2,160 | $12.41 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9259 | HOSPITAL UNIT SERV COORD I | 8. | $2,188 | $12.57 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9259 | HOSPITAL UNIT SERV COORD I | 9. | $2,214 | $12.72 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9259 | HOSPITAL UNIT SERV COORD I | 10. | $2,241 | $12.88 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9259 | HOSPITAL UNIT SERV COORD I | 11. | $2,272 | $13.06 | $2.00 | $3.25 | $1.00 | 50% | | |
| 016 | 9259 | HOSPITAL UNIT SERV COORD I | 12. | $2,299 | $13.21 | $2.00 | $3.25 | $1.00 | 50% | | |
