## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |
| **SAN FRANCISCO – cont.** | | | | | | | | | | | |
| **January 1, 2004** | | | | | | | | | | | |
| 017 | 8895 | COORDINATOR, NURSE STAFFING | 21. | $4,125 | $23.71 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 8895 | COORDINATOR, NURSE STAFFING | 22. | $4,177 | $24.01 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 8895 | COORDINATOR, NURSE STAFFING | 23. | $4,228 | $24.30 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 8895 | COORDINATOR, NURSE STAFFING | 24. | $4,281 | $24.60 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 8896 | COORDINATOR, NURSE STAFFING,PD | 1. | $4,311 | $24.78 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 8899 | ANESTHESIA TECHNICIAN PER DIEM | 1. | $3,657 | $21.02 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 1. | $2,803 | $16.11 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 2. | $2,839 | $16.32 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 3. | $2,873 | $16.51 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 4. | $2,908 | $16.71 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 5. | $2,946 | $16.93 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 6. | $2,981 | $17.13 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 7. | $3,019 | $17.35 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 8. | $3,057 | $17.57 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 9. | $3,097 | $17.80 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 10. | $3,133 | $18.01 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 11. | $3,173 | $18.24 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 12. | $3,214 | $18.47 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 13. | $3,255 | $18.71 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 14. | $3,295 | $18.94 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 15. | $3,336 | $19.17 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 16. | $3,377 | $19.41 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 17. | $3,420 | $19.66 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 18. | $3,462 | $19.90 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 19. | $3,506 | $20.15 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 20. | $3,548 | $20.39 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 21. | $3,593 | $20.65 | $2.25 | $3.75 | $1.25 | 50% | | |
| 017 | 9218 | TECHNICIAN II, CENTRAL STERILE | 22. | $3,638 | $20.91 | $2.25 | $3.75 | $1.25 | 50% | | |
