## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | Los Angeles – cont. | | | | | | | | | | | | |
| | | Date: January and February 2004 | | | | | | | | | | | | |
| 014 | 8968 | TECHNOLOGIST,U/S,SR,PER DIEM | | $35.19 | | | | | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 8990 | TECHNOLOGIST RADIOLOGIC SR PD | | $30.00 | | | | | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9007 | DOSIMETRIST, SR | $6,522 | $37.48 | $7,499 | $43.10 | $8,479 | $48.73 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9008 | DOSIMETRIST | $5,671 | $32.59 | $6,522 | $37.48 | $7,726 | $44.40 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9011 | TECHNOLOGIST,RAD THPY,ASSO,CHI | $5,792 | $33.29 | $6,951 | $39.95 | $8,110 | $46.61 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9012 | TECHNOLOGIST,RAD THPY, SR | $5,624 | $32.32 | $6,749 | $38.79 | $7,874 | $45.25 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | $5,241 | $30.12 | $6,288 | $36.14 | $7,338 | $42.17 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9014 | TECHNOLOGIST,RAD THPY,TRAINEE | | $19.98 | | | | | $1.35 | $2.25 | $0.60 | | | |
| 014 | 9015 | TECHNOLOGIST, RAD, THPY,PER DIEM | | $52.00 | | $58.50 | | $65.00 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9016 | TECHNO, RAD, LEAD PRIN | $4,547 | $26.13 | $5,331 | $30.64 | $6,116 | $35.15 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | $4,206 | $24.17 | $4,931 | $28.34 | $5,657 | $32.51 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9022 | TECHNOLOGIST, RADIOLOGIC, SR | $4,181 | $24.03 | $4,902 | $28.17 | $5,624 | $32.32 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9023 | TECHNOLOGIST,RADIOLOGIC | $3,898 | $22.40 | $4,569 | $26.26 | $5,243 | $30.13 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9024 | TECHNOLOGIST,RADIOLOG,TRAINEE | | $17.00 | | | | | $1.35 | $2.25 | $0.60 | | | |
| 014 | 9025 | TECHNOLOGIST,RADIOLOG,PER DIEM | | $28.00 | | $29.00 | | $30.00 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9026 | TECHNOLOGIST,RAD,PRIN,PER DIEM | | $35.19 | | | | | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9079 | TECHNOLOGIST, MRI, SENIOR | $4,959 | $28.50 | $5,815 | $33.42 | $6,669 | $38.33 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9083 | LEAD MRI TECHNOLOGIST | $5,481 | $31.50 | $6,426 | $36.93 | $7,372 | $42.37 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9084 | TECHNOLOGIST, MRI, PER DIEM | | $35.19 | | | | | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9085 | TECHNOLOGIST, MRI | $4,724 | $27.15 | $5,538 | $31.83 | $6,353 | $36.51 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9086 | TECHNOLOGIST, CT | $4,724 | $27.15 | $5,538 | $31.83 | $6,353 | $36.51 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9087 | TECHNOLOGIST, CT, PER DIEM | | $35.19 | | | | | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9088 | TECHNOLOGIST, CT, LEAD | $5,481 | $31.50 | $6,426 | $36.93 | $7,372 | $42.37 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9089 | MAMMOGRAPHY TECHNOLOGIST | $4,500 | $25.86 | $5,276 | $30.32 | $6,052 | $34.78 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9102 | TECHNOLOGIST, CT, SENIOR | $4,959 | $28.50 | $5,815 | $33.42 | $6,669 | $38.33 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9106 | TECHNOLOGIST, ULTRASOUND PD | | $30.00 | | | | | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 9107 | TECHNOLOGIST, CATH LAB RAD | $4,524 | $26.00 | $5,417 | $31.13 | $6,308 | $36.25 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 015 | 9048 | THERAPIST, RESPIRATORY, II | $3,849 | $22.12 | $4,811 | $27.65 | $5,773 | $33.18 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 015 | 9049 | THERAPIST, RESPIRATORY, REG, I | $3,503 | $20.13 | $4,380 | $25.17 | $5,255 | $30.20 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | $3,346 | $19.23 | $4,183 | $24.04 | $5,020 | $28.85 | $1.35 | $2.25 | $0.60 | $8.00 | | |

- 112 -
