## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| | | **CAMPUS - Riverside -cont** | | | | | | | | | | | | |
| | | **Date - September 1, 2004** | | | | | | | | | | | | |
| 014 | 9022 | TECHNOLOGIST, RADIOLOGIC, SR | $3,109 | $17.87 | $3,779 | $21.72 | $4,450 | $25.57 | | | | | | |
| 014 | 9023 | TECHNOLOGIST,RADIOLOGIC | $2,854 | $16.40 | $3,396 | $19.52 | $3,940 | $22.64 | | | | | | |
| 017 | 9281 | PHARMACY TECHNICIAN III | $2,342 | $13.46 | $2,787 | $16.02 | $3,234 | $18.59 | | | | | | |
| 017 | 9282 | PHARMACY TECHNICIAN II | $2,130 | $12.24 | $2,535 | $14.57 | $2,942 | $16.91 | | | | | | |
| 017 | 9283 | PHARMACY TECHNICIAN I | $1,936 | $11.13 | $2,306 | $13.25 | $2,674 | $15.37 | | | | | | |
| | | **CAMPUS - San Diego** | | | | | | | | | | | | |
| | | **January and July 2004** | | | | | | | | | | | | |
| 005 | 4662 | BILLER, PATIENT IV | $2,246 | $12.91 | $2,591 | $14.89 | $2,935 | $16.87 | $2.00 | $3.00 | | | | $5.50 |
| 005 | 4663 | BILLER, PATIENT III | $2,090 | $12.01 | $2,406 | $13.83 | $2,723 | $15.65 | $2.00 | $3.00 | | | | $5.50 |
| 005 | 4664 | BILLER, PATIENT II | $1,869 | $10.74 | $2,132 | $12.25 | $2,393 | $13.75 | $2.00 | $3.00 | | | | $5.50 |
| 005 | 4665 | BILLER, PATIENT I | $1,766 | $10.15 | $2,010 | $11.55 | $2,253 | $12.95 | $2.00 | $3.00 | | | | $5.50 |
| 005 | 9031 | ADMITTING WORKER, PRIN | $2,140 | $12.30 | $2,467 | $14.18 | $2,794 | $16.06 | $2.00 | $3.00 | | | | $5.50 |
| 005 | 9032 | ADMITTING WORKER, SR | $1,902 | $10.93 | $2,180 | $12.53 | $2,459 | $14.13 | $2.00 | $3.00 | | | | $5.50 |
| 005 | 9033 | ADMITTING WORKER | $1,700 | $9.77 | $1,935 | $11.12 | $2,168 | $12.46 | $2.00 | $3.00 | | | | $5.50 |
| 005 | 9034 | ADMITTING WORKER, PER DIEM | $2,239 | $12.87 | | | | | $2.00 | $3.00 | | | | $5.50 |
| 006 | 4685 | TRANSCRIBER, HOSP MED, SR, PD | $3,363 | $19.33 | | | | | $2.00 | $3.00 | | | | $5.50 |
| 006 | 4687 | TRANSCRIBER, HOSP MED, SR | $2,326 | $13.37 | $2,558 | $14.70 | $2,787 | $16.02 | $2.00 | $3.00 | | | | $5.50 |
| 006 | 4688 | TRANSCRIBER, HOSP MED | $2,161 | $12.42 | $2,459 | $14.13 | $2,756 | $15.84 | $2.00 | $3.00 | | | | $5.50 |
| 006 | 4714 | ABSTRACTOR, PATIENT REC IV, PD | $3,999 | $22.98 | | | | | $2.00 | $3.00 | | | | $5.50 |
| 006 | 4715 | ABSTRACTOR, PATIENT REC III,PD | $3,499 | $20.11 | | | | | $2.00 | $3.00 | | | | $5.50 |
| 006 | 4716 | ABSTRACTOR, PATIENT RECORD IV | $2,821 | $16.21 | $3,358 | $19.30 | $3,896 | $22.39 | $2.00 | $3.00 | | | | $5.50 |
| 006 | 4717 | ABSTRACTOR, PATIENT RECORD III | $2,486 | $14.29 | $2,941 | $16.90 | $3,395 | $19.51 | $2.00 | $3.00 | | | | $5.50 |
| 006 | 4718 | ABSTRACTOR, PATIENT RECORD II | $2,208 | $12.69 | $2,598 | $14.93 | $2,986 | $17.16 | $2.00 | $3.00 | | | | $5.50 |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | $1,973 | $11.34 | $2,304 | $13.24 | $2,634 | $15.14 | $2.00 | $3.00 | | | | $5.50 |
| 011 | 8904 | HOSPITAL ASST, SR | $1,669 | $9.59 | $1,837 | $10.56 | $2,004 | $11.52 | $2.00 | $3.00 | | | | $5.50 |
| 011 | 8905 | HOSPITAL ASST | $1,585 | $9.11 | $1,742 | $10.01 | $1,897 | $10.90 | $2.00 | $3.00 | | | | $5.50 |
| 011 | 8906 | HOSPITAL ASST, PER DIEM | $2,217 | $12.74 | | | | | $2.00 | $3.00 | | | | $5.50 |
| 011 | 8911 | PATIENT ESCORT, SR | $1,653 | $9.50 | $1,820 | $10.46 | $1,987 | $11.42 | $2.00 | $3.00 | | | | $5.50 |
| 011 | 8912 | PATIENT ESCORT | $1,571 | $9.03 | $1,724 | $9.91 | $1,877 | $10.79 | $2.00 | $3.00 | | | | $5.50 |

- 116 -
