## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| | | CAMPUS - Irvine- cont | | | | | | | | | | | | |
| | | Date - January and July 2004 | | | | | | | | | | | | |
| 017 | 9278 | PHARMACY TECHNICIAN II, P.D. | | $16.41 | | | | | $1.14 | $1.71 | | $3.57 | | |
| 017 | 9279 | PHARMACY TECHNICIAN I, P.D. | | $14.22 | | | | | $0.99 | $1.48 | | $3.09 | | |
| 017 | 9281 | PHARMACY TECHNICIAN III | $2,384 | $13.70 | $2,824 | $16.23 | $3,263 | $18.75 | $1.20 | $1.79 | | $3.74 | | |
| 017 | 9282 | PHARMACY TECHNICIAN II | $2,271 | $13.05 | $2,673 | $15.36 | $3,075 | $17.67 | $1.14 | $1.71 | | $3.57 | | |
| 017 | 9283 | PHARMACY TECHNICIAN I | $1,914 | $11.00 | $2,406 | $13.83 | $2,899 | $16.66 | $0.99 | $1.48 | | $3.09 | | |
| 018 | 9259 | HOSPITAL UNIT SERV COORD I | $1,749 | $10.05 | $2,125 | $12.21 | $2,500 | $14.37 | $0.85 | $1.28 | | $2.67 | | |
| 018 | 9263 | MEDICAL REC ADMINISTRATOR | $2,121 | $12.19 | $2,510 | $14.43 | $2,899 | $16.66 | $1.20 | $1.79 | | $3.74 | | |
| 018 | 9265 | TECHNICIAN, CENTRAL STERILE | $1,839 | $10.57 | $2,170 | $12.47 | $2,500 | $14.37 | $0.90 | $1.34 | | $2.80 | | |
| 018 | 9266 | TECHNICIAN, MEDICAL RECORD | $1,914 | $11.00 | $2,208 | $12.69 | $2,500 | $14.37 | $0.99 | $1.48 | | $3.09 | | |
| 018 | 9290 | MEDICAL RECORD ASST, SR. | $2,025 | $11.64 | $2,340 | $13.45 | $2,654 | $15.25 | $0.99 | $1.48 | | $3.09 | | |
| 018 | 9291 | MEDICAL RECORD ASSISTANT | $1,749 | $10.05 | $2,088 | $12.00 | $2,427 | $13.95 | $0.85 | $1.28 | | $2.67 | | |
| 018 | 9338 | COORDINATOR VOL SERVICES I | $2,333 | $13.41 | $2,662 | $15.30 | $2,991 | $17.19 | $1.20 | $1.79 | | $3.74 | | |
| 018 | 9339 | COORDINATOR VOL SERVICES, ASST | $2,121 | $12.19 | $2,427 | $13.95 | $2,732 | $15.70 | $1.09 | $1.63 | | $3.40 | | |
| 019 | 8681 | TECHNICIAN, ELEC,PRIN-MED FAC | $3,698 | $21.25 | $4,245 | $24.40 | $4,792 | $27.54 | $1.75 | $2.63 | | $5.47 | | |
| 019 | 8682 | TECHNICIAN, ELEC, SR-MED FAC | $3,358 | $19.30 | $3,872 | $22.25 | $4,385 | $25.20 | $1.59 | $2.39 | | $4.98 | | |
| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | $3,054 | $17.55 | $3,534 | $20.31 | $4,012 | $23.06 | $1.45 | $2.17 | | $4.53 | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | $2,692 | $15.47 | $3,182 | $18.29 | $3,671 | $21.10 | $1.32 | $1.98 | | $4.12 | | |
| 019 | 9027 | PERFUSIONIST, SR | $5,394 | $31.00 | $6,542 | $37.60 | $7,689 | $44.19 | $2.33 | $3.50 | | $7.29 | | |
| 019 | 9028 | PERFUSIONIST | $5,046 | $29.00 | $6,184 | $35.54 | $7,322 | $42.08 | $2.12 | $3.18 | | $6.63 | | |
| 019 | 9029 | PERFUSIONIST, ASST | $4,350 | $25.00 | $5,301 | $30.47 | $6,252 | $35.93 | $1.93 | $2.89 | | $6.02 | | |
| 019 | 9036 | PERFUSIONIST, PRIN | $6,022 | $34.61 | $7,377 | $42.40 | $8,731 | $50.18 | $2.57 | $3.85 | | $8.02 | | |
| 019 | 9038 | PERFUSIONIST, PER DIEM | | $41.00 | | | | | $2.12 | $3.18 | | $6.63 | | |
| 019 | 9039 | PERFUSIONIST, SR, PER DIEM | | $45.00 | | | | | $2.12 | $3.18 | | $6.63 | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | $3,423 | $19.67 | $4,037 | $23.20 | $4,651 | $26.73 | $1.75 | $2.63 | | $5.47 | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | $2,967 | $17.05 | $3,433 | $19.73 | $3,898 | $22.40 | $1.52 | $2.28 | | $4.74 | | |
| 020 | 5418 | TECH, REGISTERED DIETETIC, PD | | $20.81 | | | | | $1.38 | $2.07 | | $4.31 | | |
| 020 | 5419 | DIETETIC TECH, REGISTERED | $2,333 | $13.41 | $2,704 | $15.54 | $3,075 | $17.67 | $1.20 | $1.79 | | $3.74 | | |
| 020 | 5430 | DIETETIC ASSISTANT | $2,025 | $11.64 | $2,340 | $13.45 | $2,654 | $15.25 | $1.04 | $1.56 | | $3.25 | | |
| 033 | 8944 | PHYSICAL THERAPY ASSISTANT III | $3,423 | $19.67 | $3,906 | $22.45 | $4,388 | $25.22 | $1.67 | $2.51 | | $5.22 | | |
| 033 | 8945 | PHYSICAL THERAPY ASSISTANT II | $2,967 | $17.05 | $3,491 | $20.06 | $4,012 | $23.06 | $1.45 | $2.17 | | $4.53 | | |

- 108 -
