## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| **SAN FRANCISCO – cont.** | | | | | | | | | | | |
| **January 1, 2004** | | | | | | | | | | | |
| 019 | 9028 | PERFUSIONIST | 19. | $6,287 | $36.13 | $3.00 | $4.50 | $1.50 | 50% | | |
| 019 | 9028 | PERFUSIONIST | 20. | $6,365 | $36.58 | $3.00 | $4.50 | $1.50 | 50% | | |
| 019 | 9028 | PERFUSIONIST | 21. | $6,445 | $37.04 | $3.00 | $4.50 | $1.50 | 50% | | |
| 019 | 9028 | PERFUSIONIST | 22. | $6,526 | $37.51 | $3.00 | $4.50 | $1.50 | 50% | | |
| 019 | 9028 | PERFUSIONIST | 23. | $6,608 | $37.98 | $3.00 | $4.50 | $1.50 | 50% | | |
| 019 | 9028 | PERFUSIONIST | 24. | $6,690 | $38.45 | $3.00 | $4.50 | $1.50 | 50% | | |
| 019 | 9038 | PERFUSIONIST, PER DIEM | 1. | $6,615 | $38.02 | $3.00 | $4.50 | $1.50 | 50% | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 1. | $4,501 | $25.87 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 2. | $4,558 | $26.20 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 3. | $4,616 | $26.53 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 4. | $4,676 | $26.87 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 5. | $4,733 | $27.20 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 6. | $4,792 | $27.54 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 7. | $4,849 | $27.87 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 8. | $4,909 | $28.21 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 9. | $4,971 | $28.57 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 10. | $5,035 | $28.94 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 11. | $5,098 | $29.30 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 12. | $5,163 | $29.67 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 13. | $5,228 | $30.05 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 14. | $5,292 | $30.41 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 15. | $5,358 | $30.79 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 16. | $5,424 | $31.17 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 17. | $5,493 | $31.57 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 18. | $5,560 | $31.95 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 19. | $5,632 | $32.37 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 20. | $5,702 | $32.77 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 21. | $5,771 | $33.17 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 22. | $5,844 | $33.59 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 23. | $5,917 | $34.01 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9072 | RADIATION EQUIP SPECIALIST, SR | 24. | $5,989 | $34.42 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 1. | $4,004 | $23.01 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 2. | $4,056 | $23.31 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 3. | $4,104 | $23.59 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 4. | $4,157 | $23.89 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 5. | $4,209 | $24.19 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 6. | $4,260 | $24.48 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 7. | $4,316 | $24.80 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 8. | $4,368 | $25.10 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 9. | $4,423 | $25.42 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 10. | $4,477 | $25.73 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 11. | $4,534 | $26.06 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 12. | $4,591 | $26.39 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 13. | $4,648 | $26.71 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 14. | $4,705 | $27.04 | $3.00 | $4.50 | $1.50 | | | |
| 019 | 9073 | RADIATION EQUIP SPECIALIST | 15. | $4,764 | $27.38 | $3.00 | $4.50 | $1.50 | | | |
