## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | CAMPUS - San Diego - cont. | | | | | | | | | | | | |
| | | January and July 2004 | | | | | | | | | | | | |
| 011 | 8991 | MEDICAL ASSISTANT II, PER DIEM | | $14.44 | | | | | $2.00 | $3.00 | | | $5.50 | |
| 011 | 8993 | ASSISTANT, MEDICAL, I | $1,959 | $11.26 | $2,069 | $11.89 | $2,177 | $12.51 | $2.00 | $3.00 | | | $5.50 | |
| 011 | 8994 | ASSISTANT, MEDICAL, II | $2,220 | $12.76 | $2,511 | $14.43 | $2,801 | $16.10 | $2.00 | $3.00 | | | $5.50 | |
| 011 | 9254 | _ _ _ _AID, HOSPITAL | $1,653 | $9.50 | $1,820 | $10.46 | $1,987 | $11.42 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8890 | TECHNICIAN, EMERG TRAUMA, P.D. | $2,824 | $16.23 | | | | | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8891 | TECHNICIAN, EMERG TRAUMA SR PD | $3,054 | $17.55 | | | | | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8909 | NURSE, VOCATIONAL, SR, PD | $3,635 | $20.89 | | | | | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8913 | PRACTITIONER, MENTAL HEALTH,SR | $2,627 | $15.10 | $2,979 | $17.12 | $3,329 | $19.13 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8914 | PRACTITIONER, MENTAL HEALTH | $2,307 | $13.26 | $2,607 | $14.98 | $2,906 | $16.70 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8916 | NURSE, VOCATIONAL, SR | $3,268 | $18.78 | $3,635 | $20.89 | $4,002 | $23.00 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8917 | NURSE, VOCATIONAL | $3,078 | $17.69 | $3,172 | $18.23 | $3,266 | $18.77 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8918 | NURSE, VOCATIONAL, PER DIEM | $3,172 | $18.23 | | | | | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8919 | TECHNICIAN, EMERG TRAUMA, SR | $2,219 | $12.75 | $2,502 | $14.38 | $2,786 | $16.01 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8920 | TECHNICIAN, EMERGENCY, TRAUMA | $2,058 | $11.83 | $2,309 | $13.27 | $2,560 | $14.71 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8921 | NURSING AID, SENIOR, PER DIEM | $2,728 | $15.68 | | | | | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8922 | NURSING AID, SR | $2,015 | $11.58 | $2,187 | $12.57 | $2,359 | $13.56 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8923 | TECHNICIAN,PSYC, SR., PER DIEM | $3,635 | $20.89 | | | | | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8924 | TECHNICIAN, PSYCH, PER DIEM | $3,172 | $18.23 | | | | | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8925 | TECHNICIAN, PSYCHIATRIC, SR | $3,268 | $18.78 | $3,635 | $20.89 | $4,002 | $23.00 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8926 | TECHNICIAN, PSYCHIATRIC | $3,078 | $17.69 | $3,172 | $18.23 | $3,266 | $18.77 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8927 | TECHNICIAN, ORTHOPEDIC, PRIN | $2,627 | $15.10 | $2,979 | $17.12 | $3,329 | $19.13 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8928 | TECHNICIAN, ORTHOPEDIC, SR | $2,307 | $13.26 | $2,607 | $14.98 | $2,906 | $16.70 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8929 | TECHNICIAN, ORTHOPEDIC | $2,058 | $11.83 | $2,309 | $13.27 | $2,560 | $14.71 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8930 | TECHNICIAN, SURGICAL, SR | $3,002 | $17.25 | $3,442 | $19.78 | $3,882 | $22.31 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8931 | TECHNICIAN, SURGICAL | $2,852 | $16.39 | $3,272 | $18.80 | $3,691 | $21.21 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8932 | TECHNICIAN, SURGICAL, PER DIEM | ???? | $20.30 | | | | | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8933 | TECHNICIAN, UROLOGY, SR | $2,307 | $13.26 | $2,607 | $14.98 | $2,906 | $16.70 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8934 | TECHNICIAN, UROLOGY | $2,058 | $11.83 | $2,309 | $13.27 | $2,560 | $14.71 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | $3,631 | $20.87 | $4,134 | $23.76 | $4,639 | $26.66 | $2.00 | $3.00 | | | $5.50 | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | $3,308 | $19.01 | $3,767 | $21.65 | $4,225 | $24.28 | $2.00 | $3.00 | | | $5.50 | |

- 117 -
