## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | CAMPUS - Los Angeles - cont. | | | | | | | | | | | | |
| | | Date: January and February 2004 | | | | | | | | | | | | |
| 015 | 9051 | THERAPIST,RESPIRA,REG,PER DIEM | | $25.56 | | | | | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 015 | 9052 | THERAPIST,RESPIRAT ,PER DIEM | | $24.36 | | | | | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 015 | 9054 | TECHNICIAN, RESP CARE PRACT | $2,626 | $15.09 | $3,283 | $18.87 | $3,941 | $22.65 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 015 | 9055 | APPLICANT, RESP CARE PRACT | | $16.70 | | | | | $1.35 | $2.25 | $0.60 | | | |
| 015 | 9056 | TECHNICIAN, RESP CARE PRACT | | $23.26 | | | | | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 015 | 9063 | RESPIRATORY THERAPY APPRENTICE | | $14.88 | | | | | $1.35 | $2.25 | $0.60 | | | |
| 016 | 8887 | PARTNER, ADMINISTRATIVE CARE | $1,923 | $11.05 | $2,307 | $13.26 | $2,692 | $15.47 | $0.85 | $1.25 | $0.60 | | | |
| 016 | 9260 | COORDINATOR, HOSP. UNIT SER PD | | $15.69 | | | | | $0.85 | $1.25 | $0.60 | | | |
| 017 | 8883 | PARTNER, CLINICAL CARE | $1,923 | $11.05 | $2,307 | $13.26 | $2,692 | $15.47 | $0.85 | $1.25 | $0.60 | $3.00 | | |
| 017 | 8884 | PARTNER, CLINICAL CARE, PD | | $15.68 | | | | | $0.65 | $1.00 | $0.00 | | | |
| 017 | 8893 | PARTNER,ADMIN CARE/CLINICAL | $1,923 | $11.05 | $2,307 | $13.26 | $2,692 | $15.47 | $0.85 | $1.25 | $0.60 | | | |
| 017 | 8894 | PARTNER,ADMIN CARE/CLIN PD | | $15.69 | | | | | $0.85 | $1.25 | $0.60 | | | |
| 017 | 9080 | SERVICE PARTNER, PER DIEM | | $13.66 | | | | | $0.85 | $1.25 | $0.60 | $3.00 | | |
| 017 | 9081 | SERVICE PARTNER | $1,717 | $9.87 | $2,062 | $11.85 | $2,405 | $13.82 | $0.85 | $1.25 | $0.60 | $3.00 | | |
| 017 | 9082 | SERVICE PARTNER, LEAD | $1,923 | $11.05 | $2,307 | $13.26 | $2,692 | $15.47 | $0.85 | $1.25 | $0.60 | $3.00 | | |
| 017 | 9218 | TECH II, CENTRAL STERILE | $2,349 | $13.50 | $2,755 | $15.83 | $3,160 | $18.16 | $0.85 | $1.25 | $0.60 | $3.00 | | |
| 017 | 9220 | TECH, CENTRAL STERILE, PD | | $12.43 | | | | | $0.85 | $1.25 | $0.60 | $3.00 | | |
| 017 | 9221 | TECH II, CENTRAL STERILE, PD | | $14.03 | | | | | $0.85 | $1.25 | $0.60 | $3.00 | | |
| 017 | 9235 | _ASSISTANT, HOSPITAL, IV | $2,714 | $15.60 | $3,257 | $18.72 | $3,800 | $21.84 | $0.85 | $1.25 | $0.60 | $3.00 | | |
| 017 | 9237 | PHLEBOTOMIST, PER DIEM | | $14.28 | | | | | $0.85 | $1.25 | | $3.00 | | |
| 017 | 9239 | PHLEBOTOMIST | $2,010 | $11.55 | $2,406 | $13.83 | $2,801 | $16.10 | $0.85 | $1.25 | | $3.00 | | |
| 017 | 9244 | -ASSIST. II, HOSP., P.D. | | $13.89 | | | | | $0.85 | $1.25 | $0.60 | $3.00 | | |
| 017 | 9245 | -ASSIST. I, HOSP., P.D. | | $12.31 | | | | | $0.85 | $1.25 | $0.60 | $3.00 | | |
| 017 | 9251 | _ASSISTANT, HOSPITAL, III | $2,262 | $13.00 | $2,714 | $15.60 | $3,167 | $18.20 | $0.85 | $1.25 | $0.60 | $3.00 | | |
| 017 | 9252 | _ASSISTANT, HOSPITAL, II | $1,923 | $11.05 | $2,307 | $13.26 | $2,692 | $15.47 | $0.85 | $1.25 | $0.60 | $3.00 | | |
| 017 | 9253 | -ASSISTANT, HOSPITAL, I | $1,717 | $9.87 | $2,062 | $11.85 | $2,405 | $13.82 | $0.85 | $1.25 | $0.60 | $3.00 | | |
| 017 | 9265 | TECH, CENTRAL STERILE | $2,001 | $11.50 | $2,347 | $13.49 | $2,692 | $15.47 | $0.85 | $1.25 | $0.60 | $3.00 | | |
| 017 | 9281 | PHARMACY TECHNICIAN III | $2,881 | $16.56 | $3,703 | $21.28 | $4,522 | $25.99 | $0.85 | $1.25 | $0.60 | $3.35 | | |
| 017 | 9282 | PHARMACY TECHNICIAN II | $2,645 | $15.20 | $3,102 | $17.83 | $3,558 | $20.45 | $0.85 | $1.25 | $0.60 | $3.35 | | |
| 017 | 9283 | PHARMACY ASST I | $2,401 | $13.80 | $2,815 | $16.18 | $3,229 | $18.56 | $0.85 | $1.25 | $0.60 | $3.35 | | |

- 113 -
