## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 17. | $6,894 | $39.62 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 18. | $6,982 | $40.13 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 19. | $7,069 | $40.63 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 20. | $7,157 | $41.13 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 21. | $7,247 | $41.65 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 22. | $7,338 | $42.17 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 23. | $7,430 | $42.70 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 24. | $7,523 | $43.24 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 25. | $7,616 | $43.77 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 26. | $7,711 | $44.32 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 27. | $7,808 | $44.87 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | 28. | $7,905 | $45.43 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 1. | $5,415 | $31.12 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 2. | $5,483 | $31.51 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 3. | $5,551 | $31.90 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 4. | $5,618 | $32.29 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 5. | $5,691 | $32.71 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 6. | $5,762 | $33.11 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 7. | $5,835 | $33.53 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 8. | $5,908 | $33.95 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 9. | $5,981 | $34.37 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 10. | $6,055 | $34.80 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 11. | $6,131 | $35.24 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 12. | $6,208 | $35.68 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 13. | $6,286 | $36.13 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 14. | $6,364 | $36.57 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | 15. | $6,443 | $37.03 | $3.00 | $4.50 | $1.50 | 50% | | |
