## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
|---|---|---|---|---|---|---|---|---|---|---|---|
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

SAN FRANCISCO – cont.
January 1, 2004

| 012 | 8930 | TECHNICIAN, SURGICAL, SR | 14. | $4,671 | $26.84 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8930 | TECHNICIAN, SURGICAL, SR | 15. | $4,731 | $27.19 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8930 | TECHNICIAN, SURGICAL, SR | 16. | $4,790 | $27.53 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8930 | TECHNICIAN, SURGICAL, SR | 17. | $4,850 | $27.87 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8930 | TECHNICIAN, SURGICAL, SR | 18. | $4,910 | $28.22 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8930 | TECHNICIAN, SURGICAL, SR | 19. | $4,971 | $28.57 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8930 | TECHNICIAN, SURGICAL, SR | 20. | $5,034 | $28.93 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8930 | TECHNICIAN, SURGICAL, SR | 21. | $5,097 | $29.29 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 1. | $3,356 | $19.29 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 2. | $3,399 | $19.53 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 3. | $3,441 | $19.78 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 4. | $3,483 | $20.02 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 5. | $3,528 | $20.28 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 6. | $3,573 | $20.53 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 7. | $3,615 | $20.78 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 8. | $3,662 | $21.05 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 9. | $3,708 | $21.31 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 10. | $3,754 | $21.57 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 11. | $3,802 | $21.85 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 12. | $3,848 | $22.11 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 13. | $3,897 | $22.40 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 14. | $3,945 | $22.67 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 15. | $3,994 | $22.95 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 16. | $4,044 | $23.24 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 17. | $4,095 | $23.53 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 18. | $4,146 | $23.83 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 19. | $4,198 | $24.13 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | 20. | $4,250 | $24.43 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8932 | TECHNICIAN, SURGICAL, PER DIEM | 1. | | $32.80 | $2.00 | $3.25 | $1.25 | 50% | | |
| 012 | 8933 | TECHNICIAN, UROLOGY, SR | 1. | $3,734 | $21.46 | $2.00 | $3.25 | $1.00 | 50% | | |
