## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | **CAMPUS – Davis - cont** | | | | | | | | | | | | |
| | | **Date - October 2003 and January 2004** | | | | | | | | | | | | |
| 012 | 9091 | SR POLYSOMOGRAPHYTECHNO | $3,828 | $22.00 | $4,402 | $25.30 | $4,976 | $28.60 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 9092 | POLYSOMOGRAPHY TECHNO | $3,350 | $19.25 | $3,852 | $22.14 | $4,355 | $25.03 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 9093 | POLYSOMOGRAPHY TECHNO-TRAINEE | | $17.88 | | | | | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 9190 | DENTAL HYGENIST | | $24.00 | | | | | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 9196 | DENTAL ASSISTANT REGISTERED | $2,452 | $14.09 | $2,821 | $16.21 | $3,188 | $18.32 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 9199 | DENTAL ASSISTANT | $2,194 | $12.61 | $2,523 | $14.50 | $2,852 | $16.39 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 9395 | TECHNICIAN III, GI ENDOSCOPY | $2,765 | $15.89 | $3,181 | $18.28 | $3,595 | $20.66 | $0.95 | $1.70 | $1.05 | $4.75 | | |
| 012 | 9396 | TECHNICIAN II, GI ENDOSCOPY, PD | | $15.90 | | | | | $0.95 | $1.70 | $1.05 | $4.75 | | |
| 012 | 9397 | TECHNICIAN III, GI ENDOSCOPY | $2,514 | $14.45 | $2,892 | $16.62 | $3,269 | $18.79 | $0.95 | $1.70 | $1.05 | $4.75 | | |
| 012 | 9398 | TECHNICIAN III, GI ENDOSCOPY, PD | | $14.60 | | | | | $0.95 | $1.70 | $1.05 | $4.75 | | |
| 012 | 9399 | TECHNICIAN III, GI ENDOSCOPY | $2,279 | $13.10 | $2,622 | $15.07 | $2,963 | $17.03 | $0.95 | $1.70 | $1.05 | $4.75 | | |
| 013 | 8935 | TECHICIAN ECHO SENIOR PER DIEM | | $21.01 | | | | | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 013 | 8941 | TECHNICIAN, ECHOCARDIO PRIN | $3,651 | $20.98 | $4,199 | $24.13 | $4,745 | $27.27 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 013 | 8942 | TECHNICIAN, ECHOCARDIO SENIOR | $3,318 | $19.07 | $3,816 | $21.93 | $4,313 | $24.79 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 013 | 8943 | TECHNICIAN, ECHOCARDIOGRAPHIC | $3,028 | $17.40 | $3,482 | $20.01 | $3,936 | $22.62 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 013 | 8960 | TECHNICIAN, EKG PER DIEM | | $13.45 | | | | | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 013 | 8962 | TECHNICIAN, ELECTROCARDIOG, SR | $2,374 | $13.64 | $2,730 | $15.69 | $3,086 | $17.74 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 013 | 8963 | TECHNICIAN, ELECTROCARDIOGRAPH | $2,124 | $12.21 | $2,443 | $14.04 | $2,761 | $15.87 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 013 | 9059 | TECHNOLOGIST EEG PRIN | $4,200 | $24.14 | $4,830 | $27.76 | $5,460 | $31.38 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 013 | 9060 | TECHNOLOGIST EEG SENIOR | $3,828 | $22.00 | $4,402 | $25.30 | $4,976 | $28.60 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 013 | 9061 | TECHNOLOGIST EEG | $3,350 | $19.25 | $3,852 | $22.14 | $4,355 | $25.03 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 013 | 9062 | TECHNOLOGIST EEG PRIN PER DIEM | | $26.30 | | | | | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 014 | 8965 | TECHNOLOGIST ULTRASOUND PR | $5,311 | $30.52 | $6,107 | $35.10 | $6,904 | $39.68 | $2.30 | $4.00 | $1.40 | $9.00 | | |
| 014 | 8966 | TECHNOLOGIST ULTRASOUND SR | $4,829 | $27.75 | $5,554 | $31.92 | $6,278 | $36.08 | $2.30 | $4.00 | $1.40 | $9.00 | | |
| 014 | 8967 | TECHNOLOGIST ULTRASOUND | $4,398 | $25.28 | $5,058 | $29.07 | $5,717 | $32.86 | $2.30 | $4.00 | $1.40 | $9.00 | | |
