# APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 011 | 9254 | ___AID, HOSPITAL | 16. | $2,479 | $14.25 | $2.00 | $3.25 | $1.00 | | | |
| 011 | 9254 | ___AID, HOSPITAL | 17. | $2,510 | $14.43 | $2.00 | $3.25 | $1.00 | | | |
| 011 | 9254 | ___AID, HOSPITAL | 18. | $2,541 | $14.60 | $2.00 | $3.25 | $1.00 | | | |
| 011 | 9254 | ___AID, HOSPITAL | 19. | $2,572 | $14.78 | $2.00 | $3.25 | $1.00 | | | |
| 011 | 9254 | ___AID, HOSPITAL | 20. | $2,604 | $14.97 | $2.00 | $3.25 | $1.00 | | | |
| 011 | 9254 | ___AID, HOSPITAL | 21. | $2,637 | $15.16 | $2.00 | $3.25 | $1.00 | | | |
| 011 | 9254 | ___AID, HOSPITAL | 22. | $2,670 | $15.34 | $2.00 | $3.25 | $1.00 | | | |
| 011 | 9254 | ___AID, HOSPITAL | 23. | $2,703 | $15.53 | $2.00 | $3.25 | $1.00 | | | |
| 011 | 9254 | ___AID, HOSPITAL | 24. | $2,737 | $15.73 | $2.00 | $3.25 | $1.00 | | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 1. | $2,803 | $16.11 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 2. | $2,839 | $16.32 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 3. | $2,873 | $16.51 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 4. | $2,908 | $16.71 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 5. | $2,946 | $16.93 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 6. | $2,981 | $17.13 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 7. | $3,019 | $17.35 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 8. | $3,057 | $17.57 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 9. | $3,097 | $17.80 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 10. | $3,133 | $18.01 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 11. | $3,173 | $18.24 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 12. | $3,214 | $18.47 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 13. | $3,255 | $18.71 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 14. | $3,295 | $18.94 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 15. | $3,336 | $19.17 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 16. | $3,377 | $19.41 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 17. | $3,420 | $19.66 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 18. | $3,462 | $19.90 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 19. | $3,506 | $20.15 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 20. | $3,548 | $20.39 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 21. | $3,593 | $20.65 | $2.25 | $3.75 | $1.00 | 50% | | |
| 012 | 8897 | ANESTHESIA TECHNICIAN | 22. | $3,638 | $20.91 | $2.25 | $3.75 | $1.00 | 50% | | |
