## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 14. | $3,746 | $21.53 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 15. | $3,792 | $21.79 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 16. | $3,841 | $22.07 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 17. | $3,888 | $22.34 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 18. | $3,938 | $22.63 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 19. | $3,988 | $22.92 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 20. | $4,034 | $23.18 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 21. | $4,086 | $23.48 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 22. | $4,136 | $23.77 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 23. | $4,189 | $24.07 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 24. | $4,242 | $24.38 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 25. | $4,295 | $24.68 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 26. | $4,347 | $24.98 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 27. | $4,402 | $25.30 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9271 | TECHNICIAN,PATIENT DIALYSI, II | 28. | $4,457 | $25.61 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9272 | TECHNICIAN,PATIENT DIALYSI, I | 1. | $2,781 | $15.98 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9272 | TECHNICIAN,PATIENT DIALYSI, I | 2. | $2,815 | $16.18 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9272 | TECHNICIAN,PATIENT DIALYSI, I | 3. | $2,850 | $16.38 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9272 | TECHNICIAN,PATIENT DIALYSI, I | 4. | $2,886 | $16.59 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9272 | TECHNICIAN,PATIENT DIALYSI, I | 5. | $2,919 | $16.78 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9272 | TECHNICIAN,PATIENT DIALYSI, I | 6. | $2,957 | $16.99 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9272 | TECHNICIAN,PATIENT DIALYSI, I | 7. | $2,995 | $17.21 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9272 | TECHNICIAN,PATIENT DIALYSI, I | 8. | $3,031 | $17.42 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9272 | TECHNICIAN,PATIENT DIALYSI, I | 9. | $3,070 | $17.64 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9272 | TECHNICIAN,PATIENT DIALYSI, I | 10. | $3,107 | $17.86 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9272 | TECHNICIAN,PATIENT DIALYSI, I | 11. | $3,147 | $18.09 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9272 | TECHNICIAN,PATIENT DIALYSI, I | 12. | $3,185 | $18.30 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9272 | TECHNICIAN,PATIENT DIALYSI, I | 13. | $3,226 | $18.54 | $2.00 | $3.25 | $1.00 | 50% | | |
