## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | 6. | $3,778 | $21.71 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | 7. | $3,823 | $21.97 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | 8. | $3,873 | $22.26 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | 9. | $3,919 | $22.52 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | 10. | $3,971 | $22.82 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | 11. | $4,020 | $23.10 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | 12. | $4,070 | $23.39 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | 13. | $4,122 | $23.69 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | 14. | $4,173 | $23.98 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | 15. | $4,225 | $24.28 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | 16. | $4,278 | $24.59 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | 17. | $4,332 | $24.90 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | 18. | $4,386 | $25.21 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8683 | TECHNICIAN, ELEC-MED FAC | 19. | $4,440 | $25.52 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | 1. | $2,866 | $16.47 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | 2. | $2,903 | $16.68 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | 3. | $2,941 | $16.90 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | 4. | $2,976 | $17.10 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | 5. | $3,014 | $17.32 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | 6. | $3,050 | $17.53 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | 7. | $3,092 | $17.77 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | 8. | $3,126 | $17.97 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | 9. | $3,166 | $18.20 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | 10. | $3,206 | $18.43 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | 11. | $3,248 | $18.67 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | 12. | $3,287 | $18.89 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | 13. | $3,327 | $19.12 | $2.00 | $3.25 | $1.00 | 50% | | |
| 019 | 8684 | TECHNICIAN,ELEC, TRAINEE-MF | 14. | $3,370 | $19.37 | $2.00 | $3.25 | $1.00 | 50% | | |
